kdrama_name,genre
"['food', 'comedy', 'romance']", rivalry
"['food', 'comedy', 'romance']", cooking
"['food', 'comedy', 'romance']", poor male lead 
"['comedy', 'crime', 'drama']",revenge
"['comedy', 'crime', 'drama']", polar opposites
"['comedy', 'crime', 'drama']", trauma
"['comedy', 'crime', 'drama']", swindler female lead
"['comedy', 'crime', 'drama']", teamwork
"['comedy', 'crime', 'drama']", smart female lead
"['comedy', 'crime', 'drama']", fraud
"['comedy', 'crime', 'drama']", deception
"['comedy', 'crime', 'drama']", morality
"['comedy', 'crime', 'drama']", breaking the fourth wall 
"['action', 'comedy', 'martial arts', 'sci-fi']",deliverywoman female lead
"['action', 'comedy', 'martial arts', 'sci-fi']", strong female lead
"['action', 'comedy', 'martial arts', 'sci-fi']", cold female lead
"['action', 'comedy', 'martial arts', 'sci-fi']", alien
"['action', 'comedy', 'martial arts', 'sci-fi']", fight
"['action', 'comedy', 'martial arts', 'sci-fi']", short length series
"['action', 'comedy', 'martial arts', 'sci-fi']", miniseries
"['action', 'comedy', 'martial arts', 'sci-fi']", web series 
"['mystery', 'comedy', 'romance', 'supernatural']",taxi setting
"['mystery', 'comedy', 'romance', 'supernatural']", taxi driver male lead
"['mystery', 'comedy', 'romance', 'supernatural']", ghost female lead
"['mystery', 'comedy', 'romance', 'supernatural']", ghost
"['mystery', 'comedy', 'romance', 'supernatural']", death
"['mystery', 'comedy', 'romance', 'supernatural']", ghostseeing male lead
"['mystery', 'comedy', 'romance', 'supernatural']", amnesia
"['mystery', 'comedy', 'romance', 'supernatural']", investigation
"['mystery', 'comedy', 'romance', 'supernatural']", death of a mother
"['mystery', 'comedy', 'romance', 'supernatural']", ghost supporting character 
"['action', 'comedy', 'romance', 'melodrama']",hardworking male lead
"['action', 'comedy', 'romance', 'melodrama']", multiple couples
"['action', 'comedy', 'romance', 'melodrama']", military
"['action', 'comedy', 'romance', 'melodrama']", bromance
"['action', 'comedy', 'romance', 'melodrama']", friendship
"['action', 'comedy', 'romance', 'melodrama']", gun violence
"['action', 'comedy', 'romance', 'melodrama']", calm male lead
"['action', 'comedy', 'romance', 'melodrama']", medical
"['action', 'comedy', 'romance', 'melodrama']", hardworking female lead
"['action', 'comedy', 'romance', 'melodrama']", filmed abroad 
"['thriller', 'mystery', 'drama', 'political']",blue house
"['thriller', 'mystery', 'drama', 'political']", power struggle
"['thriller', 'mystery', 'drama', 'political']", conspiracy
"['thriller', 'mystery', 'drama', 'political']", lying
"['thriller', 'mystery', 'drama', 'political']", terrorism
"['thriller', 'mystery', 'drama', 'political']", social commentary
"['thriller', 'mystery', 'drama', 'political']", deception
"['thriller', 'mystery', 'drama', 'political']", national intelligence service
"['thriller', 'mystery', 'drama', 'political']", national assembly
"['thriller', 'mystery', 'drama', 'political']", death 
"['comedy', 'romance', 'drama', 'fantasy']",love spell
"['comedy', 'romance', 'drama', 'fantasy']", fated love
"['comedy', 'romance', 'drama', 'fantasy']", bickering mains relationship
"['comedy', 'romance', 'drama', 'fantasy']", male chases female first
"['comedy', 'romance', 'drama', 'fantasy']", fate
"['comedy', 'romance', 'drama', 'fantasy']", magic
"['comedy', 'romance', 'drama', 'fantasy']", enemies to lovers
"['comedy', 'romance', 'drama', 'fantasy']", lawyer male lead
"['comedy', 'romance', 'drama', 'fantasy']", lonely female lead
"['comedy', 'romance', 'drama', 'fantasy']", curse 
"['action', 'thriller', 'mystery', 'drama']",investigation
"['action', 'thriller', 'mystery', 'drama']", detective
"['action', 'thriller', 'mystery', 'drama']", multiple mains
"['action', 'thriller', 'mystery', 'drama']", smart male lead
"['action', 'thriller', 'mystery', 'drama']", bromance
"['action', 'thriller', 'mystery', 'drama']", crime
"['action', 'thriller', 'mystery', 'drama']", friendship
"['action', 'thriller', 'mystery', 'drama']", suspense 
"['comedy', 'romance', 'drama']",amnesia
"['comedy', 'romance', 'drama']", rich manpoor woman
"['comedy', 'romance', 'drama']", hardworking female lead
"['comedy', 'romance', 'drama']", steamy kiss
"['comedy', 'romance', 'drama']", love at first sight
"['comedy', 'romance', 'drama']", riches to rags
"['comedy', 'romance', 'drama']", psychological
"['comedy', 'romance', 'drama']", trauma
"['comedy', 'romance', 'drama']", rich male lead
"['comedy', 'romance', 'drama']", misunderstanding 
"['action', 'historical', 'romance', 'supernatural']",ghostseeing male lead
"['action', 'historical', 'romance', 'supernatural']", ghost
"['action', 'historical', 'romance', 'supernatural']", joseon dynasty
"['action', 'historical', 'romance', 'supernatural']", historical fiction 
"['mystery', 'law', 'life', 'drama']",social commentary
"['mystery', 'law', 'life', 'drama']", nice male lead
"['mystery', 'law', 'life', 'drama']", comedy
"['mystery', 'law', 'life', 'drama']", smart male lead
"['mystery', 'law', 'life', 'drama']", strong female lead
"['mystery', 'law', 'life', 'drama']", sismance
"['mystery', 'law', 'life', 'drama']", adapted from a novel
"['mystery', 'law', 'life', 'drama']", bromance
"['mystery', 'law', 'life', 'drama']", investigation
"['mystery', 'law', 'life', 'drama']", multiple mains 
"['romance', 'life', 'drama']",
"['action', 'historical', 'romance', 'medical']",strong female lead
"['action', 'historical', 'romance', 'medical']", police department setting
"['action', 'historical', 'romance', 'medical']", surgeon female lead
"['action', 'historical', 'romance', 'medical']", doctor female lead
"['action', 'historical', 'romance', 'medical']", doctorpatient relationship
"['action', 'historical', 'romance', 'medical']", return from abroad
"['action', 'historical', 'romance', 'medical']", death of an adoptive father
"['action', 'historical', 'romance', 'medical']", freedom
"['action', 'historical', 'romance', 'medical']", cold female lead
"['action', 'historical', 'romance', 'medical']", historical fiction 
"['comedy', 'romance', 'life', 'drama']",exboyfriend comes back
"['comedy', 'romance', 'life', 'drama']", exgirlfriend comes back
"['comedy', 'romance', 'life', 'drama']", adapted from a webtoon
"['comedy', 'romance', 'life', 'drama']", love square
"['comedy', 'romance', 'life', 'drama']", bright female lead
"['comedy', 'romance', 'life', 'drama']", strong female lead
"['comedy', 'romance', 'life', 'drama']", smart male lead
"['comedy', 'romance', 'life', 'drama']", healing
"['comedy', 'romance', 'life', 'drama']", psychiatry
"['comedy', 'romance', 'life', 'drama']", misunderstanding 
"['comedy', 'romance', 'drama']",love triangle
"['comedy', 'romance', 'drama']", misunderstanding
"['comedy', 'romance', 'drama']", second chance
"['comedy', 'romance', 'drama']", childhood friends relationship
"['comedy', 'romance', 'drama']", flashback to past
"['comedy', 'romance', 'drama']", exboyfriend comes back
"['comedy', 'romance', 'drama']", secret relationship
"['comedy', 'romance', 'drama']", infidelity
"['comedy', 'romance', 'drama']", friendship 
"['thriller', 'mystery', 'law']",nice male lead
"['thriller', 'mystery', 'law']", smart male lead
"['thriller', 'mystery', 'law']", corruption
"['thriller', 'mystery', 'law']", revenge
"['thriller', 'mystery', 'law']", poor male lead
"['thriller', 'mystery', 'law']", strong male lead
"['thriller', 'mystery', 'law']", strong female lead
"['thriller', 'mystery', 'law']", tragic past
"['thriller', 'mystery', 'law']", lying
"['thriller', 'mystery', 'law']", attempted murder 
"['music', 'comedy', 'romance', 'life']",production director pd male lead
"['music', 'comedy', 'romance', 'life']", singer female lead
"['music', 'comedy', 'romance', 'life']", company president ceo male lead
"['music', 'comedy', 'romance', 'life']", reporter male lead
"['music', 'comedy', 'romance', 'life']", entertainment industry 
"['law', 'drama']",adapted from a webtoon
"['law', 'drama']", best friends relationship
"['law', 'drama']", lawyer male lead
"['law', 'drama']", dysfunctional family
"['law', 'drama']", going through a divorce
"['law', 'drama']", failed marriage
"['law', 'drama']", flashback to past
"['law', 'drama']", friendship
"['law', 'drama']", law firm setting
"['law', 'drama']", pianist male lead 
"['comedy', 'law', 'romance']",independent female lead
"['comedy', 'law', 'romance']", sassy female lead
"['comedy', 'law', 'romance']", workplace setting
"['comedy', 'law', 'romance']", cold female lead
"['comedy', 'law', 'romance']", workplace romance
"['comedy', 'law', 'romance']", enemies to lovers 
"['music', 'comedy', 'romance', 'melodrama']",nice male lead
"['music', 'comedy', 'romance', 'melodrama']", male chases female first
"['music', 'comedy', 'romance', 'melodrama']", riches to rags
"['music', 'comedy', 'romance', 'melodrama']", nice female lead
"['music', 'comedy', 'romance', 'melodrama']", hardworking male lead
"['music', 'comedy', 'romance', 'melodrama']", classical music
"['music', 'comedy', 'romance', 'melodrama']", optimistic female lead
"['music', 'comedy', 'romance', 'melodrama']", hidden identity
"['music', 'comedy', 'romance', 'melodrama']", bright female lead
"['music', 'comedy', 'romance', 'melodrama']", energetic female lead 
"['music', 'romance', 'drama', 'melodrama']",love triangle
"['music', 'romance', 'drama', 'melodrama']", classical music
"['music', 'romance', 'drama', 'melodrama']", friends to lovers
"['music', 'romance', 'drama', 'melodrama']", nice female lead
"['music', 'romance', 'drama', 'melodrama']", shy female lead
"['music', 'romance', 'drama', 'melodrama']", hardworking female lead
"['music', 'romance', 'drama', 'melodrama']", nice male lead
"['music', 'romance', 'drama', 'melodrama']", persevering female lead
"['music', 'romance', 'drama', 'melodrama']", perseverance
"['music', 'romance', 'drama', 'melodrama']", first love 
"['thriller', 'mystery', 'drama', 'medical']",exspouse relationship
"['thriller', 'mystery', 'drama', 'medical']", doctor female lead
"['thriller', 'mystery', 'drama', 'medical']", doctor male lead
"['thriller', 'mystery', 'drama', 'medical']", teamwork
"['thriller', 'mystery', 'drama', 'medical']", corruption
"['thriller', 'mystery', 'drama', 'medical']", eccentric male lead
"['thriller', 'mystery', 'drama', 'medical']", strong female lead
"['thriller', 'mystery', 'drama', 'medical']", based on true story
"['thriller', 'mystery', 'drama', 'medical']", investigation
"['thriller', 'mystery', 'drama', 'medical']", suspense 
"['mystery', 'romance', 'life', 'medical']",incurable disease
"['mystery', 'romance', 'life', 'medical']", eccentric male lead
"['mystery', 'romance', 'life', 'medical']", euthanasia
"['mystery', 'romance', 'life', 'medical']", hardworking male lead
"['mystery', 'romance', 'life', 'medical']", trauma
"['mystery', 'romance', 'life', 'medical']", tragic past
"['mystery', 'romance', 'life', 'medical']", studentteacher relationship
"['mystery', 'romance', 'life', 'medical']", adapted from a novel
"['mystery', 'romance', 'life', 'medical']", hardworking female lead
"['mystery', 'romance', 'life', 'medical']", calm male lead 
"['mystery', 'romance', 'life', 'medical']",incurable disease
"['mystery', 'romance', 'life', 'medical']", eccentric male lead
"['mystery', 'romance', 'life', 'medical']", euthanasia
"['mystery', 'romance', 'life', 'medical']", hardworking male lead
"['mystery', 'romance', 'life', 'medical']", trauma
"['mystery', 'romance', 'life', 'medical']", tragic past
"['mystery', 'romance', 'life', 'medical']", studentteacher relationship
"['mystery', 'romance', 'life', 'medical']", adapted from a novel
"['mystery', 'romance', 'life', 'medical']", hardworking female lead
"['mystery', 'romance', 'life', 'medical']", calm male lead 
"['thriller', 'law', 'drama', 'medical']",thoracic surgeon male lead
"['thriller', 'law', 'drama', 'medical']", excouple relationship
"['thriller', 'law', 'drama', 'medical']", prosecutor female lead
"['thriller', 'law', 'drama', 'medical']", lawyer male lead
"['thriller', 'law', 'drama', 'medical']", genius male lead
"['thriller', 'law', 'drama', 'medical']", wrongfully accused
"['thriller', 'law', 'drama', 'medical']", death
"['thriller', 'law', 'drama', 'medical']", corruption
"['thriller', 'law', 'drama', 'medical']", suspense
"['thriller', 'law', 'drama', 'medical']", middleaged male lead 
"['thriller', 'law', 'crime', 'medical']",revenge
"['thriller', 'law', 'crime', 'medical']", smart male lead
"['thriller', 'law', 'crime', 'medical']", corruption
"['thriller', 'law', 'crime', 'medical']", power struggle
"['thriller', 'law', 'crime', 'medical']", scheme
"['thriller', 'law', 'crime', 'medical']", lying
"['thriller', 'law', 'crime', 'medical']", smart female lead
"['thriller', 'law', 'crime', 'medical']", strong female lead
"['thriller', 'law', 'crime', 'medical']", deception
"['thriller', 'law', 'crime', 'medical']", character development 
"['comedy', 'romance', 'drama', 'medical']",doctor female lead
"['comedy', 'romance', 'drama', 'medical']", doctor male lead 
"['thriller', 'romance', 'drama', 'medical']",nice male lead
"['thriller', 'romance', 'drama', 'medical']", love triangle
"['thriller', 'romance', 'drama', 'medical']", scheme
"['thriller', 'romance', 'drama', 'medical']", hidden identity
"['thriller', 'romance', 'drama', 'medical']", love square
"['thriller', 'romance', 'drama', 'medical']", kidnapping
"['thriller', 'romance', 'drama', 'medical']", second chance
"['thriller', 'romance', 'drama', 'medical']", north korean female lead
"['thriller', 'romance', 'drama', 'medical']", hospital setting
"['thriller', 'romance', 'drama', 'medical']", surgeon male lead 
"['action', 'crime', 'youth']",adapted from a webtoon
"['action', 'crime', 'youth']", school setting
"['action', 'crime', 'youth']", short length series
"['action', 'crime', 'youth']", slight romance
"['action', 'crime', 'youth']", street fight
"['action', 'crime', 'youth']", gang
"['action', 'crime', 'youth']", web series
"['action', 'crime', 'youth']", student
"['action', 'crime', 'youth']", school bullying 
"['romance', 'family']",soap opera
"['romance', 'family']", fatherson relationship 
"['comedy', 'romance']",love triangle
"['comedy', 'romance']", steamy kiss
"['comedy', 'romance']", bromance
"['comedy', 'romance']", unrequited love
"['comedy', 'romance']", eccentric female lead
"['comedy', 'romance']", mean male lead
"['comedy', 'romance']", possessive male lead
"['comedy', 'romance']", aggressive male lead
"['comedy', 'romance']", multiple couples
"['comedy', 'romance']", workplace abuse 
"['romance', 'drama']",organ transplantation
"['romance', 'drama']", soap opera
"['romance', 'drama']", revenge
"['romance', 'drama']", nice male lead 
"['thriller', 'romance', 'drama', 'melodrama']",suspense
"['thriller', 'romance', 'drama', 'melodrama']", antihero male lead
"['thriller', 'romance', 'drama', 'melodrama']", childhood friends relationship
"['thriller', 'romance', 'drama', 'melodrama']", married female lead
"['thriller', 'romance', 'drama', 'melodrama']", married male lead
"['thriller', 'romance', 'drama', 'melodrama']", time skip
"['thriller', 'romance', 'drama', 'melodrama']", smart male lead
"['thriller', 'romance', 'drama', 'melodrama']", friends to lovers
"['thriller', 'romance', 'drama', 'melodrama']", revenge
"['thriller', 'romance', 'drama', 'melodrama']", tragic past 
"['comedy', 'romance', 'drama', 'fantasy']",terminal illness
"['comedy', 'romance', 'drama', 'fantasy']", illness
"['comedy', 'romance', 'drama', 'fantasy']", brain cancer
"['comedy', 'romance', 'drama', 'fantasy']", hardworking female lead
"['comedy', 'romance', 'drama', 'fantasy']", fate
"['comedy', 'romance', 'drama', 'fantasy']", unlucky female lead
"['comedy', 'romance', 'drama', 'fantasy']", first love
"['comedy', 'romance', 'drama', 'fantasy']", glioblastoma
"['comedy', 'romance', 'drama', 'fantasy']", supernatural power
"['comedy', 'romance', 'drama', 'fantasy']", eccentric male lead 
"['comedy', 'romance', 'youth', 'drama']",student male lead
"['comedy', 'romance', 'youth', 'drama']", housemates relationship
"['comedy', 'romance', 'youth', 'drama']", former celebrity female lead
"['comedy', 'romance', 'youth', 'drama']", neighbors relationship
"['comedy', 'romance', 'youth', 'drama']", singer female lead
"['comedy', 'romance', 'youth', 'drama']", idol female lead
"['comedy', 'romance', 'youth', 'drama']", retired female lead
"['comedy', 'romance', 'youth', 'drama']", warm male lead
"['comedy', 'romance', 'youth', 'drama']", miniseries
"['comedy', 'romance', 'youth', 'drama']", preproduced 
['drama'],soap opera
['drama'], family 
['youth'],
"['action', 'drama']",
['drama'],miniseries 
"['romance', 'drama', 'family', 'melodrama']",multiple mains
"['romance', 'drama', 'family', 'melodrama']", multiple couples
"['romance', 'drama', 'family', 'melodrama']", brothers relationship
"['romance', 'drama', 'family', 'melodrama']", fake relationship
"['romance', 'drama', 'family', 'melodrama']", multigenerational
"['romance', 'drama', 'family', 'melodrama']", marriage of convenience
"['romance', 'drama', 'family', 'melodrama']", huge family
"['romance', 'drama', 'family', 'melodrama']", dentist male lead
"['romance', 'drama', 'family', 'melodrama']", patisserie setting
"['romance', 'drama', 'family', 'melodrama']", adopted supporting character 
"['romance', 'sports', 'melodrama']",childish male lead
"['romance', 'sports', 'melodrama']", greed
"['romance', 'sports', 'melodrama']", strong male lead
"['romance', 'sports', 'melodrama']", orphan male lead
"['romance', 'sports', 'melodrama']", mixed martial arts
"['romance', 'sports', 'melodrama']", rivalry
"['romance', 'sports', 'melodrama']", jealousy
"['romance', 'sports', 'melodrama']", blackmail
"['romance', 'sports', 'melodrama']", fatherdaughter relationship
"['romance', 'sports', 'melodrama']", revenge 
"['music', 'comedy', 'romance', 'youth']",high school
"['music', 'comedy', 'romance', 'youth']", student supporting character
"['music', 'comedy', 'romance', 'youth']", student female lead
"['music', 'comedy', 'romance', 'youth']", student male lead
"['music', 'comedy', 'romance', 'youth']", school setting
"['music', 'comedy', 'romance', 'youth']", bickering mains relationship
"['music', 'comedy', 'romance', 'youth']", singer female lead
"['music', 'comedy', 'romance', 'youth']", singer male lead
"['music', 'comedy', 'romance', 'youth']", teenager supporting character
"['music', 'comedy', 'romance', 'youth']", teenager female lead 
"['music', 'comedy', 'romance', 'youth']",high school
"['music', 'comedy', 'romance', 'youth']", student supporting character
"['music', 'comedy', 'romance', 'youth']", student female lead
"['music', 'comedy', 'romance', 'youth']", student male lead
"['music', 'comedy', 'romance', 'youth']", school setting
"['music', 'comedy', 'romance', 'youth']", bickering mains relationship
"['music', 'comedy', 'romance', 'youth']", singer female lead
"['music', 'comedy', 'romance', 'youth']", singer male lead
"['music', 'comedy', 'romance', 'youth']", teenager supporting character
"['music', 'comedy', 'romance', 'youth']", teenager female lead 
"['historical', 'drama']",three kingdoms of korea
"['historical', 'drama']", historical fiction
"['historical', 'drama']", tang dynasty
"['historical', 'drama']", swordfight
"['historical', 'drama']", baekje dynasty
"['historical', 'drama']", silla dynasty 
"['food', 'comedy', 'romance']",rich manpoor woman
"['food', 'comedy', 'romance']", older womanyounger man
"['food', 'comedy', 'romance']", love triangle
"['food', 'comedy', 'romance']", coworkers relationship
"['food', 'comedy', 'romance']", professor female lead
"['food', 'comedy', 'romance']", professor male lead
"['food', 'comedy', 'romance']", hardship
"['food', 'comedy', 'romance']", arrogant male lead
"['food', 'comedy', 'romance']", popular male lead
"['food', 'comedy', 'romance']", civil exam 
"['thriller', 'mystery', 'sci-fi', 'medical']",scientist male lead
"['thriller', 'mystery', 'sci-fi', 'medical']", doctor supporting character
"['thriller', 'mystery', 'sci-fi', 'medical']", missing child
"['thriller', 'mystery', 'sci-fi', 'medical']", genius male lead
"['thriller', 'mystery', 'sci-fi', 'medical']", unhappy marriage
"['thriller', 'mystery', 'sci-fi', 'medical']", gun violence
"['thriller', 'mystery', 'sci-fi', 'medical']", animal death
"['thriller', 'mystery', 'sci-fi', 'medical']", brain surgery
"['thriller', 'mystery', 'sci-fi', 'medical']", miniseries
"['thriller', 'mystery', 'sci-fi', 'medical']", coma 
"['mystery', 'psychological', 'drama', 'medical']",emotional blunting
"['mystery', 'psychological', 'drama', 'medical']", eccentric male lead
"['mystery', 'psychological', 'drama', 'medical']", adapted from a webtoon
"['mystery', 'psychological', 'drama', 'medical']", disability
"['mystery', 'psychological', 'drama', 'medical']", cold male lead
"['mystery', 'psychological', 'drama', 'medical']", miniseries
"['mystery', 'psychological', 'drama', 'medical']", investigation 
['romance'],psychiatry
['romance'], break up
['romance'], web series
['romance'], psychiatrist male lead
['romance'], doctor male lead
['romance'], psychology
['romance'], doctorpatient relationship
['romance'], healing
['romance'], short length series
['romance'], height difference 
"['historical', 'romance', 'medical', 'fantasy']",historical fiction
"['historical', 'romance', 'medical', 'fantasy']", joseon dynasty
"['historical', 'romance', 'medical', 'fantasy']", adapted from a manga
"['historical', 'romance', 'medical', 'fantasy']", time travel 
"['action', 'thriller', 'romance', 'medical']",secret crush
"['action', 'thriller', 'romance', 'medical']", awkward male lead
"['action', 'thriller', 'romance', 'medical']", eccentric male lead
"['action', 'thriller', 'romance', 'medical']", strong female lead
"['action', 'thriller', 'romance', 'medical']", nice male lead
"['action', 'thriller', 'romance', 'medical']", motherson relationship
"['action', 'thriller', 'romance', 'medical']", male chases female first
"['action', 'thriller', 'romance', 'medical']", gangster male lead
"['action', 'thriller', 'romance', 'medical']", introverted male lead
"['action', 'thriller', 'romance', 'medical']", smart female lead 
"['comedy', 'medical']",married female lead
"['comedy', 'medical']", married male lead
"['comedy', 'medical']", nurse supporting character
"['comedy', 'medical']", doctor supporting character
"['comedy', 'medical']", doctor male lead
"['comedy', 'medical']", web series
"['comedy', 'medical']", adapted from a webtoon 
"['romance', 'drama', 'medical']",strong male lead
"['romance', 'drama', 'medical']", hardworking female lead
"['romance', 'drama', 'medical']", smart male lead
"['romance', 'drama', 'medical']", hardworking male lead
"['romance', 'drama', 'medical']", character development
"['romance', 'drama', 'medical']", slow burn romance
"['romance', 'drama', 'medical']", smart female lead
"['romance', 'drama', 'medical']", trauma
"['romance', 'drama', 'medical']", male chases female first
"['romance', 'drama', 'medical']", second chance 
"['thriller', 'mystery', 'sci-fi']",amnesia
"['thriller', 'mystery', 'sci-fi']", human experimentation
"['thriller', 'mystery', 'sci-fi']", kidnapping
"['thriller', 'mystery', 'sci-fi']", tragic past
"['thriller', 'mystery', 'sci-fi']", fatherdaughter relationship
"['thriller', 'mystery', 'sci-fi']", bromance
"['thriller', 'mystery', 'sci-fi']", investigation
"['thriller', 'mystery', 'sci-fi']", suspense
"['thriller', 'mystery', 'sci-fi']", revenge
"['thriller', 'mystery', 'sci-fi']", murder 
"['comedy', 'drama', 'family', 'melodrama']",
"['action', 'thriller', 'drama', 'sci-fi']",teamwork
"['action', 'thriller', 'drama', 'sci-fi']", military
"['action', 'thriller', 'drama', 'sci-fi']", survival
"['action', 'thriller', 'drama', 'sci-fi']", monsters
"['action', 'thriller', 'drama', 'sci-fi']", supernatural being
"['action', 'thriller', 'drama', 'sci-fi']", gore
"['action', 'thriller', 'drama', 'sci-fi']", outerworld invasion
"['action', 'thriller', 'drama', 'sci-fi']", multiple mains
"['action', 'thriller', 'drama', 'sci-fi']", supernatural phenomena
"['action', 'thriller', 'drama', 'sci-fi']", student female lead 
"['food', 'comedy', 'romance', 'melodrama']",amnesia
"['food', 'comedy', 'romance', 'melodrama']", cooking
"['food', 'comedy', 'romance', 'melodrama']", successful female lead
"['food', 'comedy', 'romance', 'melodrama']", eccentric female lead
"['food', 'comedy', 'romance', 'melodrama']", cohabitation
"['food', 'comedy', 'romance', 'melodrama']", healing
"['food', 'comedy', 'romance', 'melodrama']", village setting
"['food', 'comedy', 'romance', 'melodrama']", countryside setting
"['food', 'comedy', 'romance', 'melodrama']", fashion designer female lead
"['food', 'comedy', 'romance', 'melodrama']", restaurateur male lead 
"['historical', 'mystery', 'drama']",historical fiction
"['historical', 'mystery', 'drama']", miniseries
"['historical', 'mystery', 'drama']", joseon dynasty
"['historical', 'mystery', 'drama']", investigation 
"['comedy', 'romance', 'life', 'drama']",first love
"['comedy', 'romance', 'life', 'drama']", high school
"['comedy', 'romance', 'life', 'drama']", shy male lead
"['comedy', 'romance', 'life', 'drama']", love triangle
"['comedy', 'romance', 'life', 'drama']", lying
"['comedy', 'romance', 'life', 'drama']", nice male lead
"['comedy', 'romance', 'life', 'drama']", hardworking male lead
"['comedy', 'romance', 'life', 'drama']", strong female lead
"['comedy', 'romance', 'life', 'drama']", coming of age
"['comedy', 'romance', 'life', 'drama']", school rivalry 
"['comedy', 'romance', 'drama', 'medical']",blind date
"['comedy', 'romance', 'drama', 'medical']", bickering mains relationship
"['comedy', 'romance', 'drama', 'medical']", dysfunctional family
"['comedy', 'romance', 'drama', 'medical']", second chance
"['comedy', 'romance', 'drama', 'medical']", lovehate relationship
"['comedy', 'romance', 'drama', 'medical']", workplace setting
"['comedy', 'romance', 'drama', 'medical']", exspouse relationship
"['comedy', 'romance', 'drama', 'medical']", age gap drama life
"['comedy', 'romance', 'drama', 'medical']", age gap real life
"['comedy', 'romance', 'drama', 'medical']", doctor female lead 
"['action', 'historical', 'drama', 'war']",swordfight
"['action', 'historical', 'drama', 'war']", silla dynasty
"['action', 'historical', 'drama', 'war']", historical fiction
"['action', 'historical', 'drama', 'war']", strong female lead
"['action', 'historical', 'drama', 'war']", melodrama 
"['business', 'drama']",workplace politics
"['business', 'drama']", greed
"['business', 'drama']", power struggle
"['business', 'drama']", ambition
"['business', 'drama']", revenge
"['business', 'drama']", murder
"['business', 'drama']", family 
"['historical', 'romance', 'melodrama', 'political']",smart female lead
"['historical', 'romance', 'melodrama', 'political']", strong female lead
"['historical', 'romance', 'melodrama', 'political']", power struggle
"['historical', 'romance', 'melodrama', 'political']", possessive male lead
"['historical', 'romance', 'melodrama', 'political']", love triangle
"['historical', 'romance', 'melodrama', 'political']", yuan dynasty
"['historical', 'romance', 'melodrama', 'political']", revenge
"['historical', 'romance', 'melodrama', 'political']", crossdressing
"['historical', 'romance', 'melodrama', 'political']", goryeo dynasty
"['historical', 'romance', 'melodrama', 'political']", female lead action scenes 
"['historical', 'romance', 'melodrama', 'political']",smart female lead
"['historical', 'romance', 'melodrama', 'political']", strong female lead
"['historical', 'romance', 'melodrama', 'political']", power struggle
"['historical', 'romance', 'melodrama', 'political']", possessive male lead
"['historical', 'romance', 'melodrama', 'political']", love triangle
"['historical', 'romance', 'melodrama', 'political']", yuan dynasty
"['historical', 'romance', 'melodrama', 'political']", revenge
"['historical', 'romance', 'melodrama', 'political']", crossdressing
"['historical', 'romance', 'melodrama', 'political']", goryeo dynasty
"['historical', 'romance', 'melodrama', 'political']", female lead action scenes 
"['historical', 'drama']",
"['romance', 'family', 'melodrama']",married female lead
"['romance', 'family', 'melodrama']", soap opera
"['romance', 'family', 'melodrama']", infidelity
"['romance', 'family', 'melodrama']", revenge 
['drama'],miniseries 
"['action', 'romance', 'drama', 'melodrama']",childhood friends relationship
"['action', 'romance', 'drama', 'melodrama']", death of a mother
"['action', 'romance', 'drama', 'melodrama']", age gap real life
"['action', 'romance', 'drama', 'melodrama']", brothers relationship
"['action', 'romance', 'drama', 'melodrama']", soap opera
"['action', 'romance', 'drama', 'melodrama']", multiple mains
"['action', 'romance', 'drama', 'melodrama']", death
"['action', 'romance', 'drama', 'melodrama']", murder
"['action', 'romance', 'drama', 'melodrama']", love triangle
"['action', 'romance', 'drama', 'melodrama']", friendship 
"['action', 'romance', 'drama', 'melodrama']",childhood friends relationship
"['action', 'romance', 'drama', 'melodrama']", death of a mother
"['action', 'romance', 'drama', 'melodrama']", age gap real life
"['action', 'romance', 'drama', 'melodrama']", brothers relationship
"['action', 'romance', 'drama', 'melodrama']", soap opera
"['action', 'romance', 'drama', 'melodrama']", multiple mains
"['action', 'romance', 'drama', 'melodrama']", death
"['action', 'romance', 'drama', 'melodrama']", murder
"['action', 'romance', 'drama', 'melodrama']", love triangle
"['action', 'romance', 'drama', 'melodrama']", friendship 
"['romance', 'melodrama']",older manyounger woman
"['romance', 'melodrama']", rich male lead
"['romance', 'melodrama']", love triangle
"['romance', 'melodrama']", rich female lead
"['romance', 'melodrama']", fate
"['romance', 'melodrama']", nice female lead
"['romance', 'melodrama']", organ transplantation
"['romance', 'melodrama']", illness
"['romance', 'melodrama']", nice male lead
"['romance', 'melodrama']", instant attraction 
"['romance', 'melodrama']",summer setting
"['romance', 'melodrama']", florist female lead
"['romance', 'melodrama']", heart transplant
"['romance', 'melodrama']", love square
"['romance', 'melodrama']", second chance
"['romance', 'melodrama']", love triangle 
"['romance', 'family', 'melodrama']",hardworking female lead
"['romance', 'family', 'melodrama']", soap opera
"['romance', 'family', 'melodrama']", fatherdaughter relationship 
"['music', 'business', 'comedy', 'drama']",unrequited love
"['music', 'business', 'comedy', 'drama']", bromance
"['music', 'business', 'comedy', 'drama']", entertainment industry
"['music', 'business', 'comedy', 'drama']", slight romance
"['music', 'business', 'comedy', 'drama']", older manyounger woman
"['music', 'business', 'comedy', 'drama']", band
"['music', 'business', 'comedy', 'drama']", older womanyounger man
"['music', 'business', 'comedy', 'drama']", friendship
"['music', 'business', 'comedy', 'drama']", idol supporting character
