kdrama_name,platform
"['comedy', 'drama', 'family', 'melodrama']",
"['action', 'thriller', 'drama', 'sci-fi']",Viki
"['food', 'comedy', 'romance', 'melodrama']",iQIYI
"['food', 'comedy', 'romance', 'melodrama']", Viki
"['historical', 'mystery', 'drama']",
"['comedy', 'romance', 'life', 'drama']",WeTV
"['comedy', 'romance', 'life', 'drama']", Netflix
"['comedy', 'romance', 'life', 'drama']", Viki
"['comedy', 'romance', 'drama', 'medical']",iQIYI
"['comedy', 'romance', 'drama', 'medical']", Viki
"['comedy', 'romance', 'drama', 'medical']", Tubi
"['comedy', 'romance', 'drama', 'medical']", KDRAMA
"['comedy', 'romance', 'drama', 'medical']", Apple TV
"['action', 'historical', 'drama', 'war']",
"['business', 'drama']",SBS World
"['business', 'drama']", Viki
"['business', 'drama']", Kocowa
"['historical', 'romance', 'melodrama', 'political']",Kocowa
"['historical', 'romance', 'melodrama', 'political']", Apple TV
"['historical', 'romance', 'melodrama', 'political']", Prime Video
"['historical', 'romance', 'melodrama', 'political']", Viki
"['historical', 'romance', 'melodrama', 'political']",Kocowa
"['historical', 'romance', 'melodrama', 'political']", Apple TV
"['historical', 'romance', 'melodrama', 'political']", Prime Video
"['historical', 'romance', 'melodrama', 'political']", Viki
"['historical', 'drama']",
"['romance', 'family', 'melodrama']",
['drama'],
"['action', 'romance', 'drama', 'melodrama']",Kocowa
"['action', 'romance', 'drama', 'melodrama']", Viki
"['action', 'romance', 'drama', 'melodrama']",Kocowa
"['action', 'romance', 'drama', 'melodrama']", Viki
"['romance', 'melodrama']",Kocowa
"['romance', 'melodrama']", Viki
"['romance', 'melodrama']",Viki
"['romance', 'family', 'melodrama']",
"['music', 'business', 'comedy', 'drama']",Viki
"['music', 'business', 'comedy', 'drama']", Kocowa
"['music', 'business', 'comedy', 'drama']", SBS World
"['business', 'comedy', 'drama']",
"['action', 'tokusatsu', 'sci-fi', 'fantasy']",
"['romance', 'drama', 'melodrama']",iQIYI
"['romance', 'drama', 'melodrama']", Viki
"['comedy', 'romance', 'fantasy']",
['drama'],
"['music', 'comedy', 'romance']",LINE TV
"['psychological', 'crime', 'youth', 'drama']",Netflix
"['law', 'romance', 'life', 'drama']",Netflix
"['comedy', 'romance', 'youth', 'fantasy']",Viki
"['comedy', 'romance', 'youth', 'fantasy']", WeTV
"['comedy', 'romance', 'youth', 'fantasy']", iQIYI
"['comedy', 'romance', 'drama']",Tubi
"['action', 'historical', 'romance', 'drama']",
"['historical', 'romance', 'medical', 'supernatural']",Apple TV
"['historical', 'romance', 'medical', 'supernatural']", Viki
"['historical', 'romance', 'medical', 'supernatural']", Kocowa
"['comedy', 'romance', 'drama']",Viki
"['comedy', 'romance', 'drama', 'fantasy']",WeTV
"['comedy', 'romance', 'drama', 'fantasy']", Netflix
"['comedy', 'romance', 'drama', 'fantasy']", KDRAMA
"['comedy', 'romance', 'drama', 'fantasy']", iQIYI
"['comedy', 'romance', 'drama', 'fantasy']", Viki
"['drama', 'family']",
"['drama', 'family', 'melodrama']",
"['comedy', 'romance', 'drama']",
"['action', 'thriller', 'comedy', 'drama']",Disney Hotstar
"['action', 'thriller', 'comedy', 'drama']", TVING
"['action', 'thriller', 'comedy', 'drama']", Hulu
"['comedy', 'romance']",Viki
"['comedy', 'romance']", Kocowa
"['comedy', 'romance', 'drama', 'medical']",Disney Hotstar
"['comedy', 'romance', 'drama', 'medical']", Viki
"['romance', 'drama', 'family', 'melodrama']",
"['romance', 'drama', 'melodrama']",Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['romance', 'drama', 'melodrama']", SBS World
"['romance', 'drama', 'family', 'melodrama']",
"['romance', 'drama', 'melodrama']",Kocowa
"['romance', 'drama', 'melodrama']", Viki
"['romance', 'drama', 'melodrama']",Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['drama', 'family']",Viki
"['drama', 'family']", Kocowa
"['comedy', 'romance', 'drama', 'melodrama']",Kocowa
"['comedy', 'romance', 'drama', 'melodrama']", Viki
"['comedy', 'romance', 'drama', 'fantasy']",
"['business', 'comedy', 'romance', 'sports']",Kocowa
"['business', 'comedy', 'romance', 'sports']", Apple TV
"['business', 'comedy', 'romance', 'sports']", Viki
"['romance', 'drama', 'melodrama']",Kocowa
"['romance', 'drama', 'melodrama']", Apple TV
"['romance', 'drama', 'melodrama']", Viki
['romance'],
"['comedy', 'romance', 'fantasy']",Viki
"['historical', 'romance', 'drama']",
"['romance', 'family']",SBS VOD
"['comedy', 'romance', 'drama', 'melodrama']",Prime Video
"['comedy', 'romance', 'drama', 'melodrama']", Viki
"['comedy', 'romance', 'drama', 'melodrama']", Kocowa
"['comedy', 'romance', 'drama', 'melodrama']", KBS World
"['music', 'romance', 'melodrama']",Kocowa
"['music', 'romance', 'melodrama']", Viki
['drama'],
"['music', 'romance', 'youth']",Tubi
"['music', 'romance', 'youth']", iQIYI
"['historical', 'comedy', 'romance', 'drama']",Disney Hotstar
"['historical', 'comedy', 'romance', 'drama']", WeTV
"['historical', 'comedy', 'romance', 'drama']", Netflix
"['historical', 'comedy', 'romance', 'drama']", iQIYI
"['historical', 'comedy', 'romance', 'drama']", Viki
"['mystery', 'comedy']",
"['thriller', 'romance', 'crime', 'melodrama']",Netflix
"['thriller', 'romance', 'crime', 'melodrama']", Prime Video
"['thriller', 'romance', 'crime', 'melodrama']", Apple TV
"['thriller', 'romance', 'crime', 'melodrama']", Viki
"['comedy', 'romance', 'drama']",
['melodrama'],
"['historical', 'mystery', 'comedy', 'drama']",
"['historical', 'law', 'drama', 'melodrama']",Kocowa
"['historical', 'law', 'drama', 'melodrama']", Viki
"['life', 'drama']",
"['romance', 'drama', 'melodrama']",TVING
"['romance', 'drama', 'melodrama']", Netflix
"['business', 'psychological', 'romance', 'medical']",Apple TV
"['business', 'psychological', 'romance', 'medical']", Viki
"['comedy', 'romance', 'life', 'drama']",
['historical'],KBS Drama Classic
"['romance', 'drama']",
"['action', 'historical']",
"['comedy', 'romance']",Prime Video
"['comedy', 'romance']", Viki
"['mystery', 'comedy', 'romance', 'fantasy']",Viki
"['comedy', 'romance', 'drama', 'martial arts']",Viki
"['comedy', 'romance', 'drama', 'martial arts']",Viki
"['psychological', 'romance', 'youth', 'drama']",Disney Hotstar
"['psychological', 'romance', 'youth', 'drama']", WeTV
"['psychological', 'romance', 'youth', 'drama']", Netflix
"['psychological', 'romance', 'youth', 'drama']", Prime Video
"['psychological', 'romance', 'youth', 'drama']", Apple TV
"['psychological', 'romance', 'youth', 'drama']", iflix
"['psychological', 'romance', 'youth', 'drama']", iQIYI
"['psychological', 'romance', 'youth', 'drama']", Viki
"['business', 'comedy', 'romance', 'melodrama']",
"['thriller', 'mystery', 'drama']",Tubi
"['business', 'comedy', 'romance', 'life']",Viki
"['mystery', 'drama']",Viki
"['life', 'youth']",
"['comedy', 'medical', 'fantasy', 'supernatural']",Viki
"['comedy', 'medical', 'fantasy', 'supernatural']", TVING
"['comedy', 'medical', 'fantasy', 'supernatural']", iQIYI
"['mystery', 'romance', 'youth', 'drama']",Kocowa
"['romance', 'drama', 'melodrama', 'political']",Kocowa
"['romance', 'drama', 'melodrama', 'political']", Viki
"['romance', 'drama']",
"['psychological', 'drama', 'melodrama']",
"['romance', 'melodrama']",
"['thriller', 'mystery', 'comedy', 'sci-fi']",Netflix
"['thriller', 'drama', 'melodrama']",Netflix
"['comedy', 'romance', 'drama']",
"['romance', 'drama']",
"['comedy', 'romance', 'life', 'fantasy']",Viki
"['comedy', 'romance', 'life', 'fantasy']", Kocowa
"['comedy', 'romance', 'life', 'fantasy']", iQIYI
"['military', 'adventure', 'historical', 'drama']",
"['historical', 'romance', 'drama']",Kocowa
"['historical', 'romance', 'drama']", Viki
"['comedy', 'romance', 'drama']",SBS World
"['comedy', 'romance', 'drama']", Viki
"['thriller', 'mystery', 'drama', 'supernatural']",SBS World
"['thriller', 'mystery', 'drama', 'supernatural']", Kocowa
"['business', 'comedy', 'romance', 'drama']",Viki
"['drama', 'melodrama']",KBS World
"['drama', 'melodrama']", Kocowa
"['drama', 'melodrama']", Viki
"['romance', 'drama']",
"['comedy', 'romance', 'drama', 'melodrama']",
"['thriller', 'romance', 'drama', 'melodrama']",Kocowa
"['thriller', 'romance', 'drama', 'melodrama']", Viki
"['romance', 'drama', 'melodrama']",
"['food', 'romance', 'drama', 'melodrama']",
"['romance', 'drama', 'melodrama']",Viki
"['comedy', 'romance', 'medical']",Kocowa
"['comedy', 'romance', 'medical']", Viki
"['action', 'mystery', 'comedy', 'crime']",Viki
"['action', 'mystery', 'comedy', 'crime']", Kocowa
"['action', 'mystery', 'comedy', 'crime']", SBS World
"['romance', 'life', 'drama', 'medical']",Kocowa
"['romance', 'life', 'drama', 'medical']", Viki
"['mystery', 'comedy', 'romance', 'fantasy']",iQIYI
"['mystery', 'comedy', 'romance', 'fantasy']", Viki
"['romance', 'family']",
"['business', 'comedy', 'crime', 'drama']",Viki
"['business', 'comedy', 'crime', 'drama']", Kocowa
"['comedy', 'romance']",AsianCrush
"['comedy', 'romance']", Netflix
"['comedy', 'romance']", Viki
"['thriller', 'psychological', 'drama', 'sci-fi']",Netflix
"['thriller', 'business', 'romance', 'drama']",iWant TFC
"['thriller', 'business', 'romance', 'drama']", Viki
"['romance', 'drama']",
"['romance', 'life']",
"['romance', 'life', 'drama', 'melodrama']",
"['thriller', 'mystery', 'drama', 'melodrama']",Viki
"['mystery', 'life', 'drama']",Disney Hotstar
"['mystery', 'life', 'drama']", iQIYI
"['mystery', 'life', 'drama']", Netflix
"['romance', 'drama', 'melodrama']",KBS World
"['historical', 'romance', 'drama', 'political']",Viki
"['mystery', 'drama']",TVING
"['mystery', 'drama']", Netflix
"['thriller', 'mystery']",
"['action', 'thriller', 'mystery', 'sci-fi']",Hulu
"['action', 'historical', 'romance', 'fantasy']",Viki
"['action', 'historical', 'romance', 'fantasy']", Apple TV
"['comedy', 'romance', 'life', 'drama']",
"['comedy', 'romance', 'fantasy', 'melodrama']",Viki
"['comedy', 'romance', 'fantasy', 'melodrama']", Apple TV
"['action', 'historical', 'romance', 'melodrama']",KBS World
"['action', 'historical', 'romance', 'melodrama']", Viki
"['action', 'historical', 'romance', 'melodrama']", Kocowa
"['historical', 'political']",KBS Drama Classic
"['historical', 'romance', 'drama']",Viki
"['historical', 'romance', 'drama']", Kocowa
"['action', 'thriller', 'historical', 'sci-fi']",Netflix
"['action', 'adventure', 'historical', 'political']",Viki
"['action', 'adventure', 'historical', 'political']", Kocowa
"['business', 'comedy', 'romance', 'drama']",
"['romance', 'drama']",
"['drama', 'family']",
"['romance', 'drama', 'melodrama']",
"['romance', 'melodrama']",
"['romance', 'drama', 'melodrama']",
"['thriller', 'mystery', 'romance', 'supernatural']",Viki
"['thriller', 'mystery', 'romance', 'supernatural']", WeTV
"['thriller', 'mystery', 'romance', 'supernatural']", Prime Video
"['thriller', 'mystery', 'romance', 'supernatural']", KDRAMA
"['thriller', 'mystery', 'romance', 'supernatural']", Apple TV
"['thriller', 'mystery', 'romance', 'supernatural']", iQIYI
"['action', 'thriller', 'mystery', 'romance']",Viki
"['action', 'thriller', 'mystery', 'romance']", Kocowa
"['action', 'thriller', 'mystery', 'romance']", Apple TV
"['action', 'thriller', 'mystery', 'romance']", Prime Video
"['comedy', 'romance', 'melodrama']",Viki
"['comedy', 'romance', 'melodrama']", Kocowa
"['action', 'life', 'drama', 'medical']",SBS World
"['action', 'life', 'drama', 'medical']", Viki
"['psychological', 'comedy', 'romance']",
"['comedy', 'romance', 'fantasy']",Prime Video
"['action', 'thriller', 'romance', 'crime']",Viki
"['horror', 'comedy', 'romance', 'supernatural']",Tooniverse
"['music', 'romance', 'youth', 'drama']",Viki
"['music', 'romance', 'youth', 'drama']", Kocowa
"['thriller', 'horror', 'psychological', 'drama']",
"['mystery', 'horror', 'drama', 'supernatural']",Netflix
"['comedy', 'supernatural', 'sitcom']",
"['thriller', 'mystery', 'psychological', 'drama']",iQIYI
"['thriller', 'mystery', 'psychological', 'drama']", Viki
"['thriller', 'mystery', 'psychological', 'drama']", Apple TV
"['comedy', 'romance', 'life', 'fantasy']",Netflix
"['mystery', 'comedy', 'romance', 'life']",Viki
"['mystery', 'comedy', 'romance', 'life']", Netflix
"['business', 'comedy', 'romance', 'drama']",WeTV
"['business', 'comedy', 'romance', 'drama']", Netflix
"['business', 'comedy', 'romance', 'drama']", Apple TV
"['business', 'comedy', 'romance', 'drama']", Prime Video
"['business', 'comedy', 'romance', 'drama']", iQIYI
"['business', 'comedy', 'romance', 'drama']", Viki
"['comedy', 'romance', 'drama', 'family']",
"['romance', 'drama']",Viki
"['romance', 'drama']", Kocowa
"['romance', 'drama']", Wavve
"['action', 'fantasy', 'supernatural']",
"['drama', 'family', 'melodrama', 'supernatural']",Netflix
"['romance', 'youth', 'fantasy']",Viki
"['romance', 'youth', 'fantasy']", Netflix
"['romance', 'youth', 'fantasy']", Kocowa
"['romance', 'youth', 'fantasy']", KBS World
"['mystery', 'drama']",Tubi
"['romance', 'drama', 'melodrama']",Kocowa
"['romance', 'drama', 'melodrama']", Apple TV
"['thriller', 'mystery', 'drama']",iQIYI
"['thriller', 'mystery', 'drama']", WeTV
"['thriller', 'mystery', 'drama']", TVING
"['comedy', 'romance', 'drama']",Viki
"['comedy', 'romance', 'drama', 'sitcom']",Apple TV
"['comedy', 'romance', 'drama', 'sitcom']", Prime Video
"['comedy', 'romance', 'drama', 'sitcom']", Viki
"['comedy', 'romance', 'drama', 'sitcom']",     
"['comedy', 'romance', 'drama', 'sitcom']",    
"['comedy', 'romance', 'drama', 'sitcom']", Viki
"['comedy', 'romance', 'drama', 'sitcom']",    
"['comedy', 'romance', 'drama', 'sitcom']", Viki
"['comedy', 'romance', 'sports']",iQIYI
"['comedy', 'romance', 'sports']", Tubi
"['comedy', 'romance', 'sports']", Apple TV
"['business', 'comedy', 'romance', 'melodrama']",SBS World
"['business', 'comedy', 'romance', 'melodrama']", Viki
"['business', 'comedy', 'romance', 'melodrama']", Kocowa
"['business', 'comedy', 'romance', 'melodrama']", SBS VOD
"['mystery', 'comedy', 'melodrama', 'political']",Kocowa
"['comedy', 'romance', 'life', 'drama']",Viki
"['comedy', 'romance', 'life', 'drama']", Kocowa
"['comedy', 'romance', 'life', 'drama']", Apple TV
"['comedy', 'romance', 'youth', 'melodrama']",AsianCrush
"['comedy', 'romance', 'youth', 'melodrama']", Prime Video
"['comedy', 'romance', 'youth', 'melodrama']", Tubi
"['romance', 'drama', 'family', 'melodrama']",Kocowa
"['romance', 'drama', 'family', 'melodrama']", Viki
"['romance', 'drama', 'family', 'melodrama']",
"['romance', 'drama', 'melodrama']",KBS World
"['comedy', 'romance', 'drama']",Viki
"['comedy', 'romance', 'drama']", Kocowa
"['comedy', 'romance', 'drama']", Netflix
"['comedy', 'romance', 'drama']", KBS World
"['thriller', 'historical', 'mystery', 'horror']",WeTV
"['thriller', 'historical', 'mystery', 'horror']", TVING
"['thriller', 'historical', 'mystery', 'horror']", iQIYI
"['comedy', 'romance', 'life', 'drama']",TVING
"['comedy', 'romance', 'life', 'drama']", Netflix
"['action', 'historical', 'romance', 'drama']",
"['romance', 'drama']",
"['romance', 'life', 'drama', 'medical']",Netflix
"['romance', 'drama', 'medical']",Kocowa
"['drama', 'sports', 'melodrama']",Kocowa
"['drama', 'sports', 'melodrama']", Viki
"['horror', 'comedy', 'romance', 'fantasy']",WeTV
"['horror', 'comedy', 'romance', 'fantasy']", Netflix
"['horror', 'comedy', 'romance', 'fantasy']", Apple TV
"['horror', 'comedy', 'romance', 'fantasy']", Prime Video
"['horror', 'comedy', 'romance', 'fantasy']", iQIYI
"['horror', 'comedy', 'romance', 'fantasy']", Viki
"['business', 'romance', 'drama', 'melodrama']",Viki
"['business', 'romance', 'drama']",Viki
"['comedy', 'romance', 'drama']",Viki
"['comedy', 'romance', 'drama']", KBS World
"['food', 'romance', 'drama', 'fantasy']",Viki
"['romance', 'drama', 'family', 'melodrama']",
"['comedy', 'romance', 'drama']",iQIYI
"['comedy', 'romance', 'drama']", Viki
"['comedy', 'romance', 'drama']", Kakao TV
"['mystery', 'comedy', 'romance', 'drama']",Viki
"['mystery', 'comedy', 'romance', 'drama']", Kocowa
"['mystery', 'comedy', 'romance']",
['drama'],
"['historical', 'medical']",
"['historical', 'drama', 'medical']",
"['mystery', 'business', 'comedy', 'life']",Prime Video
"['mystery', 'business', 'comedy', 'life']", iQIYI
['historical'],
"['action', 'historical', 'comedy', 'romance']",WeTV
"['action', 'historical', 'comedy', 'romance']", Kocowa
"['action', 'historical', 'comedy', 'romance']", Apple TV
"['action', 'historical', 'comedy', 'romance']", Viki
"['psychological', 'comedy', 'romance', 'drama']",Viki
"['psychological', 'comedy', 'romance', 'drama']", Netflix
"['psychological', 'comedy', 'romance', 'drama']", Kocowa
"['psychological', 'comedy', 'romance', 'drama']", iWant TFC
"['psychological', 'comedy', 'romance', 'drama']", SBS World
"['comedy', 'romance', 'mature']",
"['comedy', 'romance', 'youth', 'sci-fi']",Emotional Click
"['comedy', 'romance', 'youth', 'sci-fi']", AsianCrush
"['mystery', 'law', 'romance', 'supernatural']",WeTV
"['mystery', 'law', 'romance', 'supernatural']", Kocowa
"['mystery', 'law', 'romance', 'supernatural']", Apple TV
"['mystery', 'law', 'romance', 'supernatural']", iQIYI
"['mystery', 'law', 'romance', 'supernatural']", Viki
"['comedy', 'romance']",Kocowa
"['romance', 'drama', 'melodrama']",SBS World
"['romance', 'drama', 'melodrama']", Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['romance', 'drama', 'melodrama']", iWant TFC
"['comedy', 'romance', 'fantasy', 'supernatural']",Viki
"['comedy', 'romance']",Tubi
"['comedy', 'romance']",Tubi
"['comedy', 'romance', 'drama']",Tubi
"['food', 'comedy', 'romance', 'melodrama']",Viki
"['comedy', 'romance']",Apple TV
"['comedy', 'romance']", Viki
"['music', 'mystery', 'comedy', 'romance']",Kocowa
"['music', 'mystery', 'comedy', 'romance']", Viki
"['mystery', 'romance', 'drama']",Netflix
"['comedy', 'romance', 'drama', 'sci-fi']",WeTV
"['comedy', 'romance', 'drama', 'sci-fi']", Kocowa
"['comedy', 'romance', 'drama', 'sci-fi']", Apple TV
"['comedy', 'romance', 'drama', 'sci-fi']", Viki
"['romance', 'drama', 'melodrama']",KBS World
"['romance', 'drama', 'melodrama']", Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['romance', 'drama', 'melodrama']",KBS World
"['romance', 'drama', 'melodrama']", Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['romance', 'drama', 'melodrama']",KDRAMA
"['romance', 'youth', 'drama']",Viki
"['music', 'comedy', 'life', 'youth']",Kocowa
"['music', 'comedy', 'life', 'youth']", KBS World
"['music', 'youth', 'drama']",Prime Video
"['music', 'youth', 'drama']", iQIYI
['drama'],
"['romance', 'life', 'drama', 'medical']",Wavve
"['romance', 'life', 'drama', 'medical']", Viki
"['romance', 'life', 'drama', 'medical']", Hulu
"['historical', 'drama']",
"['life', 'supernatural']",Viki
"['music', 'comedy', 'romance', 'drama']",Viki
"['music', 'comedy', 'romance', 'drama']", Netflix
"['music', 'comedy', 'romance', 'drama']", Prime Video
"['music', 'comedy', 'romance', 'drama']", iQIYI
"['action', 'military', 'historical', 'drama']",
"['romance', 'drama']",
"['business', 'romance', 'drama']",Viki
"['business', 'romance', 'drama']", SBS World
"['thriller', 'mystery', 'law', 'drama']",Viki
"['thriller', 'mystery', 'law', 'drama']", Kocowa
"['thriller', 'mystery', 'law', 'drama']", SBS VOD
"['action', 'thriller', 'law']",Viki
"['action', 'thriller', 'mystery', 'comedy']",Netflix
"['action', 'historical', 'romance', 'drama']",
"['historical', 'drama']",
"['historical', 'drama', 'political']",Tubi
"['business', 'comedy', 'romance', 'drama']",WeTV
"['business', 'comedy', 'romance', 'drama']", Netflix
"['business', 'comedy', 'romance', 'drama']", Tubi
"['romance', 'youth']",
"['romance', 'drama', 'melodrama']",Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['action', 'romance', 'drama']",WeTV
"['action', 'romance', 'drama']",WeTV
"['comedy', 'romance', 'youth']",
"['action', 'thriller', 'horror', 'fantasy']",Prime Video
"['business', 'romance', 'life', 'drama']",Netflix
"['action', 'thriller', 'mystery', 'supernatural']",Kocowa
"['action', 'thriller', 'mystery', 'supernatural']", Apple TV
['romance'],
"['psychological', 'comedy', 'romance', 'drama']",Netflix
"['psychological', 'comedy', 'romance', 'drama']",Disney Hotstar
"['psychological', 'comedy', 'romance', 'drama']", WeTV
"['psychological', 'comedy', 'romance', 'drama']", Kocowa
"['psychological', 'comedy', 'romance', 'drama']", Viki
"['psychological', 'comedy', 'romance', 'drama']",Disney Hotstar
"['psychological', 'comedy', 'romance', 'drama']", WeTV
"['psychological', 'comedy', 'romance', 'drama']", Kocowa
"['psychological', 'comedy', 'romance', 'drama']", Viki
"['comedy', 'romance', 'life', 'drama']",
"['romance', 'drama', 'melodrama']",Kocowa
"['historical', 'romance', 'drama']",Viki
"['historical', 'romance', 'drama']", Kocowa
"['historical', 'drama']",KBS World
"['action', 'adventure', 'historical', 'comedy', 'romance', 'martial arts', 'supernatural']",Viki
"['action', 'adventure', 'historical', 'comedy', 'romance', 'martial arts', 'supernatural']", Kocowa
"['action', 'thriller', 'historical', 'political']",
"['comedy', 'romance', 'life']",
"['mystery', 'romance', 'fantasy', 'melodrama']",iQIYI
"['mystery', 'romance', 'fantasy', 'melodrama']", Viki
"['thriller', 'mystery', 'drama', 'fantasy']",iQIYI
"['thriller', 'mystery', 'drama', 'fantasy']", Viki
"['thriller', 'mystery', 'drama', 'fantasy']", Prime Video
"['thriller', 'mystery', 'drama', 'fantasy']", Netflix
"['thriller', 'mystery', 'drama', 'fantasy']", TVING
"['comedy', 'romance']",
"['action', 'historical', 'drama', 'fantasy']",
"['historical', 'law', 'romance', 'drama']",Viki
"['historical', 'law', 'romance', 'drama']", Kocowa
"['historical', 'romance', 'fantasy']",
"['action', 'historical', 'drama', 'fantasy']",
"['music', 'comedy', 'life']",iflix
"['thriller', 'mystery', 'psychological', 'drama']",iQIYI
"['thriller', 'mystery', 'psychological', 'drama']", Viki
"['thriller', 'mystery', 'psychological', 'drama']", Apple TV
"['comedy', 'law', 'romance', 'drama']",Viki
"['comedy', 'law', 'romance', 'drama']", Netflix
"['comedy', 'law', 'romance', 'drama']", Kocowa
"['comedy', 'law', 'romance', 'drama']", SBS World
"['business', 'comedy', 'romance', 'drama']",Viki
"['business', 'comedy', 'romance', 'drama']", Kocowa
"['comedy', 'sitcom']",
"['youth', 'drama']",KBS World
"['mystery', 'life', 'youth', 'drama']",KBS World
"['comedy', 'romance', 'life', 'drama']",WeTV
"['comedy', 'romance', 'life', 'drama']", Netflix
"['comedy', 'romance', 'life', 'drama']", Viki
"['romance', 'life', 'drama', 'sports']",Kocowa
"['romance', 'life', 'drama', 'sports']", Viki
"['thriller', 'mystery', 'law', 'drama']",Viki
"['thriller', 'mystery', 'law', 'drama']", Apple TV
"['thriller', 'mystery', 'law', 'drama']", Kocowa
"['law', 'drama']",Netflix
"['action', 'thriller', 'drama', 'sci-fi']",Viki
"['action', 'thriller', 'drama', 'sci-fi']", Kocowa
"['action', 'thriller', 'drama', 'sci-fi']", Apple TV
['drama'],
"['comedy', 'romance', 'fantasy']",Kocowa
"['romance', 'drama']",
"['romance', 'drama', 'melodrama']",Viki
"['romance', 'drama', 'melodrama']", Kocowa
"['thriller', 'mystery', 'comedy', 'romance']",WeTV
"['thriller', 'mystery', 'comedy', 'romance']", Kocowa
"['thriller', 'mystery', 'comedy', 'romance']", SBS World
"['thriller', 'mystery', 'comedy', 'romance']", Apple TV
"['thriller', 'mystery', 'comedy', 'romance']", iQIYI
"['thriller', 'mystery', 'comedy', 'romance']", Viki
"['life', 'drama']",
"['romance', 'drama', 'melodrama']",
"['drama', 'family', 'melodrama']",
"['drama', 'family', 'melodrama']",
"['historical', 'drama']",
"['romance', 'drama', 'family', 'melodrama']",KBS World
"['historical', 'romance', 'drama', 'family']",
"['historical', 'romance', 'drama', 'family', 'melodrama']",
"['drama', 'melodrama']",
"['romance', 'melodrama']",
"['romance', 'life', 'drama', 'melodrama']",
"['romance', 'medical']",KBS World
"['romance', 'family']",
['drama'],
"['romance', 'drama', 'family', 'melodrama']",
"['historical', 'romance', 'drama', 'family', 'melodrama']",
"['thriller', 'drama']",iQIYI
"['thriller', 'drama']", Viki
"['action', 'thriller', 'mystery', 'drama']",Viki
"['action', 'thriller', 'mystery', 'drama']", WeTV
"['action', 'thriller', 'mystery', 'drama']", iQIYI
"['psychological', 'comedy', 'romance', 'drama']",WeTV
"['psychological', 'comedy', 'romance', 'drama']", Kocowa
"['psychological', 'comedy', 'romance', 'drama']", Apple TV
"['psychological', 'comedy', 'romance', 'drama']", China Huace TV
"['psychological', 'comedy', 'romance', 'drama']", Viki
"['drama', 'fantasy']",
"['mystery', 'comedy', 'sci-fi']",KOK TV
"['mystery', 'comedy', 'sci-fi']", Viki
"['mystery', 'comedy', 'drama', 'sitcom']",
"['mystery', 'comedy', 'drama', 'sitcom']",
"['food', 'mystery', 'romance', 'family']",Viki
"['romance', 'drama', 'melodrama']",SBS World
"['romance', 'drama', 'melodrama']", Viki
"['comedy', 'romance']",TVING
"['comedy', 'romance']", Netflix
"['thriller', 'historical', 'horror', 'political']",Netflix
"['historical', 'romance', 'drama', 'supernatural']",KDRAMA
"['historical', 'romance', 'drama', 'supernatural']", Viki
"['comedy', 'romance', 'fantasy', 'supernatural']",Disney Hotstar
"['comedy', 'romance', 'fantasy', 'supernatural']", Disney
"['comedy', 'romance', 'fantasy', 'supernatural']", Hulu
"['business', 'comedy', 'life', 'drama']",Kocowa
"['business', 'comedy', 'life', 'drama']", Viki
"['business', 'comedy', 'life', 'drama']", WeTV
"['comedy', 'romance', 'medical', 'fantasy']",Viki
"['comedy', 'romance', 'medical', 'fantasy']", Wavve
"['action', 'military', 'romance', 'political']",
"['action', 'thriller', 'mystery', 'sci-fi']",Viki
"['action', 'thriller', 'mystery', 'sci-fi']", WeTV
"['action', 'thriller', 'mystery', 'sci-fi']", TVING
"['action', 'thriller', 'mystery', 'sci-fi']", iQIYI
"['comedy', 'romance', 'family', 'melodrama']",
"['romance', 'drama', 'melodrama']",
"['action', 'thriller', 'crime']",Viki
"['food', 'life', 'drama']",
"['mystery', 'law', 'crime', 'drama']",Netflix
"['action', 'thriller', 'law', 'romance']",WeTV
"['action', 'thriller', 'law', 'romance']", Netflix
"['action', 'thriller', 'law', 'romance']", Apple TV
"['action', 'thriller', 'law', 'romance']", iQIYI
"['action', 'thriller', 'law', 'romance']", Viki
"['thriller', 'law', 'romance']",
"['mystery', 'business', 'romance', 'melodrama']",KBS World
"['mystery', 'business', 'romance', 'melodrama']",KBS World
"['mystery', 'comedy', 'law', 'drama']",Viki
"['mystery', 'comedy', 'law', 'drama']", Netflix
"['historical', 'comedy', 'romance']",
"['thriller', 'mystery', 'psychological', 'drama']",Kocowa
"['thriller', 'mystery', 'psychological', 'drama']", Viki
"['music', 'comedy', 'romance', 'drama']",iQIYI
"['music', 'comedy', 'romance', 'drama']", Viki
"['mystery', 'psychological', 'romance', 'melodrama']",SBS World
"['mystery', 'psychological', 'romance', 'melodrama']", Viki
"['mystery', 'psychological', 'romance', 'melodrama']", Kocowa
"['mystery', 'psychological', 'romance', 'melodrama']", Apple TV
"['food', 'comedy', 'romance', 'drama']",Tubi
"['food', 'comedy', 'romance', 'drama']",Tubi
"['food', 'comedy', 'romance', 'life']",KDRAMA
"['business', 'comedy', 'romance']",Apple TV
"['business', 'comedy', 'romance']", Viki
"['action', 'mystery', 'comedy', 'crime']",
