kdrama_name,day
"['music', 'comedy', 'romance', 'youth']",monday
"['music', 'comedy', 'romance', 'youth']", tuesday
"['music', 'comedy', 'romance', 'youth']",monday
"['music', 'comedy', 'romance', 'youth']", tuesday
"['historical', 'drama']",saturday
"['historical', 'drama']", sunday
"['food', 'comedy', 'romance']",monday
"['food', 'comedy', 'romance']", tuesday
"['thriller', 'mystery', 'sci-fi', 'medical']",friday
"['mystery', 'psychological', 'drama', 'medical']",sunday
['romance'],monday
['romance'], tuesday
['romance'], wednesday
['romance'], sunday
"['historical', 'romance', 'medical', 'fantasy']",saturday
"['historical', 'romance', 'medical', 'fantasy']", sunday
"['action', 'thriller', 'romance', 'medical']",wednesday
"['action', 'thriller', 'romance', 'medical']", thursday
"['comedy', 'medical']",friday
"['comedy', 'medical']", saturday
"['romance', 'drama', 'medical']",monday
"['romance', 'drama', 'medical']", tuesday
"['thriller', 'mystery', 'sci-fi']",saturday
"['thriller', 'mystery', 'sci-fi']", sunday
"['comedy', 'drama', 'family', 'melodrama']",saturday
"['comedy', 'drama', 'family', 'melodrama']", sunday
"['action', 'thriller', 'drama', 'sci-fi']",friday
"['food', 'comedy', 'romance', 'melodrama']",friday
"['food', 'comedy', 'romance', 'melodrama']", saturday
"['historical', 'mystery', 'drama']",saturday
"['historical', 'mystery', 'drama']", sunday
"['comedy', 'romance', 'life', 'drama']",monday
"['comedy', 'romance', 'life', 'drama']", tuesday
"['comedy', 'romance', 'drama', 'medical']",friday
"['comedy', 'romance', 'drama', 'medical']", saturday
"['action', 'historical', 'drama', 'war']",wednesday
"['action', 'historical', 'drama', 'war']", thursday
"['business', 'drama']",monday
"['business', 'drama']", tuesday
"['historical', 'romance', 'melodrama', 'political']",monday
"['historical', 'romance', 'melodrama', 'political']", tuesday
"['historical', 'romance', 'melodrama', 'political']",monday
"['historical', 'romance', 'melodrama', 'political']", tuesday
"['historical', 'drama']",wednesday
"['historical', 'drama']", thursday
"['romance', 'family', 'melodrama']",monday
"['romance', 'family', 'melodrama']", tuesday
"['romance', 'family', 'melodrama']", wednesday
"['romance', 'family', 'melodrama']", thursday
"['romance', 'family', 'melodrama']", friday
['drama'],friday
"['action', 'romance', 'drama', 'melodrama']",saturday
"['action', 'romance', 'drama', 'melodrama']", sunday
"['action', 'romance', 'drama', 'melodrama']",saturday
"['action', 'romance', 'drama', 'melodrama']", sunday
"['romance', 'melodrama']",wednesday
"['romance', 'melodrama']", thursday
"['romance', 'melodrama']",monday
"['romance', 'melodrama']", tuesday
"['romance', 'family', 'melodrama']",monday
"['romance', 'family', 'melodrama']", tuesday
"['romance', 'family', 'melodrama']", wednesday
"['romance', 'family', 'melodrama']", thursday
"['romance', 'family', 'melodrama']", friday
"['music', 'business', 'comedy', 'drama']",wednesday
"['music', 'business', 'comedy', 'drama']", thursday
"['business', 'comedy', 'drama']",friday
"['business', 'comedy', 'drama']", saturday
"['action', 'tokusatsu', 'sci-fi', 'fantasy']",friday
"['romance', 'drama', 'melodrama']",wednesday
"['romance', 'drama', 'melodrama']", thursday
"['comedy', 'romance', 'fantasy']",monday
"['comedy', 'romance', 'fantasy']", tuesday
['drama'],monday
['drama'], tuesday
['drama'], wednesday
['drama'], thursday
['drama'], friday
"['music', 'comedy', 'romance']",tuesday
"['music', 'comedy', 'romance']", thursday
"['psychological', 'crime', 'youth', 'drama']",wednesday
"['law', 'romance', 'life', 'drama']",wednesday
"['law', 'romance', 'life', 'drama']", thursday
"['comedy', 'romance', 'youth', 'fantasy']",wednesday
"['comedy', 'romance', 'youth', 'fantasy']", thursday
"['comedy', 'romance', 'drama']",friday
"['comedy', 'romance', 'drama']", saturday
"['action', 'historical', 'romance', 'drama']",wednesday
"['action', 'historical', 'romance', 'drama']", thursday
"['historical', 'romance', 'medical', 'supernatural']",monday
"['historical', 'romance', 'medical', 'supernatural']", tuesday
"['comedy', 'romance', 'drama']",NA
"['comedy', 'romance', 'drama', 'fantasy']",wednesday
"['comedy', 'romance', 'drama', 'fantasy']", thursday
"['drama', 'family']",monday
"['drama', 'family']", tuesday
"['drama', 'family']", wednesday
"['drama', 'family']", thursday
"['drama', 'family']", friday
"['drama', 'family', 'melodrama']",monday
"['drama', 'family', 'melodrama']", tuesday
"['drama', 'family', 'melodrama']", wednesday
"['drama', 'family', 'melodrama']", thursday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['action', 'thriller', 'comedy', 'drama']",monday
"['action', 'thriller', 'comedy', 'drama']", tuesday
"['comedy', 'romance']",friday
"['comedy', 'romance']", saturday
"['comedy', 'romance', 'drama', 'medical']",friday
"['comedy', 'romance', 'drama', 'medical']", saturday
"['romance', 'drama', 'family', 'melodrama']",monday
"['romance', 'drama', 'family', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'family', 'melodrama']",monday
"['romance', 'drama', 'family', 'melodrama']", tuesday
"['romance', 'drama', 'family', 'melodrama']", wednesday
"['romance', 'drama', 'family', 'melodrama']", thursday
"['romance', 'drama', 'family', 'melodrama']", friday
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['drama', 'family']",monday
"['drama', 'family']", tuesday
"['comedy', 'romance', 'drama', 'melodrama']",saturday
"['comedy', 'romance', 'drama', 'melodrama']", sunday
"['comedy', 'romance', 'drama', 'fantasy']",wednesday
"['comedy', 'romance', 'drama', 'fantasy']", thursday
"['business', 'comedy', 'romance', 'sports']",monday
"['business', 'comedy', 'romance', 'sports']", tuesday
"['romance', 'drama', 'melodrama']",wednesday
"['romance', 'drama', 'melodrama']", thursday
['romance'],monday
['romance'], tuesday
"['comedy', 'romance', 'fantasy']",thursday
"['historical', 'romance', 'drama']",NA
"['romance', 'family']",saturday
"['romance', 'family']", sunday
"['comedy', 'romance', 'drama', 'melodrama']",saturday
"['comedy', 'romance', 'drama', 'melodrama']", sunday
"['music', 'romance', 'melodrama']",saturday
"['music', 'romance', 'melodrama']", sunday
['drama'],monday
['drama'], tuesday
"['music', 'romance', 'youth']",monday
"['music', 'romance', 'youth']", tuesday
"['historical', 'comedy', 'romance', 'drama']",monday
"['historical', 'comedy', 'romance', 'drama']", tuesday
"['mystery', 'comedy']",friday
"['thriller', 'romance', 'crime', 'melodrama']",wednesday
"['thriller', 'romance', 'crime', 'melodrama']", thursday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
['melodrama'],monday
['melodrama'], tuesday
['melodrama'], wednesday
['melodrama'], thursday
['melodrama'], friday
"['historical', 'mystery', 'comedy', 'drama']",NA
"['historical', 'law', 'drama', 'melodrama']",saturday
"['historical', 'law', 'drama', 'melodrama']", sunday
"['life', 'drama']",NA
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['business', 'psychological', 'romance', 'medical']",wednesday
"['business', 'psychological', 'romance', 'medical']", thursday
"['comedy', 'romance', 'life', 'drama']",thursday
"['comedy', 'romance', 'life', 'drama']", friday
['historical'],NA
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['action', 'historical']",saturday
"['action', 'historical']", sunday
"['comedy', 'romance']",wednesday
"['comedy', 'romance']", thursday
"['mystery', 'comedy', 'romance', 'fantasy']",saturday
"['mystery', 'comedy', 'romance', 'fantasy']", sunday
"['comedy', 'romance', 'drama', 'martial arts']",monday
"['comedy', 'romance', 'drama', 'martial arts']", tuesday
"['comedy', 'romance', 'drama', 'martial arts']", wednesday
"['comedy', 'romance', 'drama', 'martial arts']", thursday
"['comedy', 'romance', 'drama', 'martial arts']",monday
"['comedy', 'romance', 'drama', 'martial arts']", tuesday
"['comedy', 'romance', 'drama', 'martial arts']", wednesday
"['comedy', 'romance', 'drama', 'martial arts']", thursday
"['psychological', 'romance', 'youth', 'drama']",friday
"['psychological', 'romance', 'youth', 'drama']", saturday
"['business', 'comedy', 'romance', 'melodrama']",monday
"['business', 'comedy', 'romance', 'melodrama']", tuesday
"['business', 'comedy', 'romance', 'melodrama']", wednesday
"['business', 'comedy', 'romance', 'melodrama']", thursday
"['business', 'comedy', 'romance', 'melodrama']", friday
"['thriller', 'mystery', 'drama']",friday
"['thriller', 'mystery', 'drama']", saturday
"['business', 'comedy', 'romance', 'life']",friday
"['business', 'comedy', 'romance', 'life']", saturday
"['mystery', 'drama']",saturday
"['mystery', 'drama']", sunday
"['life', 'youth']",sunday
"['comedy', 'medical', 'fantasy', 'supernatural']",monday
"['comedy', 'medical', 'fantasy', 'supernatural']", tuesday
"['mystery', 'romance', 'youth', 'drama']",monday
"['mystery', 'romance', 'youth', 'drama']", tuesday
"['romance', 'drama', 'melodrama', 'political']",monday
"['romance', 'drama', 'melodrama', 'political']", tuesday
"['romance', 'drama']",saturday
"['romance', 'drama']", sunday
"['psychological', 'drama', 'melodrama']",monday
"['psychological', 'drama', 'melodrama']", tuesday
"['psychological', 'drama', 'melodrama']", wednesday
"['psychological', 'drama', 'melodrama']", thursday
"['romance', 'melodrama']",saturday
"['romance', 'melodrama']", sunday
"['thriller', 'mystery', 'comedy', 'sci-fi']",friday
"['thriller', 'drama', 'melodrama']",friday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['comedy', 'romance', 'life', 'fantasy']",friday
"['comedy', 'romance', 'life', 'fantasy']", saturday
"['military', 'adventure', 'historical', 'drama']",saturday
"['military', 'adventure', 'historical', 'drama']", sunday
"['historical', 'romance', 'drama']",monday
"['historical', 'romance', 'drama']", tuesday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['thriller', 'mystery', 'drama', 'supernatural']",monday
"['thriller', 'mystery', 'drama', 'supernatural']", tuesday
"['business', 'comedy', 'romance', 'drama']",saturday
"['business', 'comedy', 'romance', 'drama']", sunday
"['drama', 'melodrama']",monday
"['drama', 'melodrama']", tuesday
"['drama', 'melodrama']", wednesday
"['drama', 'melodrama']", thursday
"['drama', 'melodrama']", friday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['comedy', 'romance', 'drama', 'melodrama']",saturday
"['comedy', 'romance', 'drama', 'melodrama']", sunday
"['thriller', 'romance', 'drama', 'melodrama']",wednesday
"['thriller', 'romance', 'drama', 'melodrama']", thursday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']", wednesday
"['romance', 'drama', 'melodrama']", thursday
"['romance', 'drama', 'melodrama']", friday
"['food', 'romance', 'drama', 'melodrama']",monday
"['food', 'romance', 'drama', 'melodrama']", tuesday
"['food', 'romance', 'drama', 'melodrama']", wednesday
"['food', 'romance', 'drama', 'melodrama']", thursday
"['food', 'romance', 'drama', 'melodrama']", friday
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['comedy', 'romance', 'medical']",monday
"['comedy', 'romance', 'medical']", tuesday
"['action', 'mystery', 'comedy', 'crime']",monday
"['action', 'mystery', 'comedy', 'crime']", tuesday
"['romance', 'life', 'drama', 'medical']",monday
"['romance', 'life', 'drama', 'medical']", tuesday
"['mystery', 'comedy', 'romance', 'fantasy']",wednesday
"['mystery', 'comedy', 'romance', 'fantasy']", thursday
"['romance', 'family']",saturday
"['romance', 'family']", sunday
"['business', 'comedy', 'crime', 'drama']",wednesday
"['business', 'comedy', 'crime', 'drama']", thursday
"['comedy', 'romance']",monday
"['comedy', 'romance']", tuesday
"['thriller', 'psychological', 'drama', 'sci-fi']",NA
"['thriller', 'business', 'romance', 'drama']",wednesday
"['thriller', 'business', 'romance', 'drama']", thursday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['romance', 'life']",wednesday
"['romance', 'life']", thursday
"['romance', 'life', 'drama', 'melodrama']",saturday
"['thriller', 'mystery', 'drama', 'melodrama']",wednesday
"['thriller', 'mystery', 'drama', 'melodrama']", thursday
"['mystery', 'life', 'drama']",friday
"['mystery', 'life', 'drama']", saturday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']", wednesday
"['romance', 'drama', 'melodrama']", thursday
"['romance', 'drama', 'melodrama']", friday
"['historical', 'romance', 'drama', 'political']",saturday
"['historical', 'romance', 'drama', 'political']", sunday
"['mystery', 'drama']",wednesday
"['mystery', 'drama']", thursday
"['thriller', 'mystery']",friday
"['action', 'thriller', 'mystery', 'sci-fi']",wednesday
"['action', 'historical', 'romance', 'fantasy']",monday
"['action', 'historical', 'romance', 'fantasy']", tuesday
"['comedy', 'romance', 'life', 'drama']",wednesday
"['comedy', 'romance', 'life', 'drama']", thursday
"['comedy', 'romance', 'fantasy', 'melodrama']",friday
"['comedy', 'romance', 'fantasy', 'melodrama']", saturday
"['action', 'historical', 'romance', 'melodrama']",wednesday
"['action', 'historical', 'romance', 'melodrama']", thursday
"['historical', 'political']",saturday
"['historical', 'political']", sunday
"['historical', 'romance', 'drama']",monday
"['historical', 'romance', 'drama']", tuesday
"['action', 'thriller', 'historical', 'sci-fi']",NA
"['action', 'adventure', 'historical', 'political']",monday
"['action', 'adventure', 'historical', 'political']", tuesday
"['business', 'comedy', 'romance', 'drama']",saturday
"['business', 'comedy', 'romance', 'drama']", sunday
"['romance', 'drama']",monday
"['romance', 'drama']", tuesday
"['romance', 'drama']", wednesday
"['romance', 'drama']", thursday
"['romance', 'drama']", friday
"['romance', 'drama']", saturday
"['drama', 'family']",monday
"['drama', 'family']", tuesday
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['romance', 'melodrama']",monday
"['romance', 'melodrama']", tuesday
"['romance', 'melodrama']", wednesday
"['romance', 'melodrama']", thursday
"['romance', 'melodrama']", friday
"['romance', 'drama', 'melodrama']",wednesday
"['romance', 'drama', 'melodrama']", thursday
"['thriller', 'mystery', 'romance', 'supernatural']",monday
"['thriller', 'mystery', 'romance', 'supernatural']", tuesday
"['action', 'thriller', 'mystery', 'romance']",monday
"['action', 'thriller', 'mystery', 'romance']", tuesday
"['comedy', 'romance', 'melodrama']",monday
"['comedy', 'romance', 'melodrama']", tuesday
"['action', 'life', 'drama', 'medical']",wednesday
"['action', 'life', 'drama', 'medical']", thursday
"['psychological', 'comedy', 'romance']",friday
"['psychological', 'comedy', 'romance']", saturday
"['comedy', 'romance', 'fantasy']",monday
"['comedy', 'romance', 'fantasy']", tuesday
"['action', 'thriller', 'romance', 'crime']",monday
"['action', 'thriller', 'romance', 'crime']", tuesday
"['horror', 'comedy', 'romance', 'supernatural']",friday
"['music', 'romance', 'youth', 'drama']",wednesday
"['music', 'romance', 'youth', 'drama']", thursday
"['thriller', 'horror', 'psychological', 'drama']",saturday
"['thriller', 'horror', 'psychological', 'drama']", sunday
"['mystery', 'horror', 'drama', 'supernatural']",friday
"['comedy', 'supernatural', 'sitcom']",monday
"['thriller', 'mystery', 'psychological', 'drama']",monday
"['thriller', 'mystery', 'psychological', 'drama']", tuesday
"['comedy', 'romance', 'life', 'fantasy']",wednesday
"['comedy', 'romance', 'life', 'fantasy']", thursday
"['mystery', 'comedy', 'romance', 'life']",friday
"['mystery', 'comedy', 'romance', 'life']", saturday
"['business', 'comedy', 'romance', 'drama']",wednesday
"['business', 'comedy', 'romance', 'drama']", thursday
"['comedy', 'romance', 'drama', 'family']",monday
"['comedy', 'romance', 'drama', 'family']", tuesday
"['comedy', 'romance', 'drama', 'family']", wednesday
"['comedy', 'romance', 'drama', 'family']", thursday
"['comedy', 'romance', 'drama', 'family']", friday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['action', 'fantasy', 'supernatural']",sunday
"['drama', 'family', 'melodrama', 'supernatural']",saturday
"['drama', 'family', 'melodrama', 'supernatural']", sunday
"['romance', 'youth', 'fantasy']",friday
"['mystery', 'drama']",monday
"['mystery', 'drama']", tuesday
"['romance', 'drama', 'melodrama']",saturday
"['thriller', 'mystery', 'drama']",monday
"['thriller', 'mystery', 'drama']", tuesday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['comedy', 'romance', 'drama', 'sitcom']",monday
"['comedy', 'romance', 'drama', 'sitcom']", tuesday
"['comedy', 'romance', 'drama', 'sitcom']", wednesday
"['comedy', 'romance', 'drama', 'sitcom']", thursday
"['comedy', 'romance', 'drama', 'sitcom']", friday
"['comedy', 'romance', 'drama', 'sitcom']",monday
"['comedy', 'romance', 'drama', 'sitcom']", tuesday
"['comedy', 'romance', 'drama', 'sitcom']", wednesday
"['comedy', 'romance', 'drama', 'sitcom']", thursday
"['comedy', 'romance', 'drama', 'sitcom']", friday
"['comedy', 'romance', 'drama', 'sitcom']",monday
"['comedy', 'romance', 'drama', 'sitcom']", tuesday
"['comedy', 'romance', 'drama', 'sitcom']", wednesday
"['comedy', 'romance', 'drama', 'sitcom']", thursday
"['comedy', 'romance', 'drama', 'sitcom']", friday
"['comedy', 'romance', 'sports']",monday
"['comedy', 'romance', 'sports']", tuesday
"['business', 'comedy', 'romance', 'melodrama']",monday
"['business', 'comedy', 'romance', 'melodrama']", tuesday
"['mystery', 'comedy', 'melodrama', 'political']",monday
"['mystery', 'comedy', 'melodrama', 'political']", tuesday
"['comedy', 'romance', 'life', 'drama']",friday
"['comedy', 'romance', 'life', 'drama']", saturday
"['comedy', 'romance', 'youth', 'melodrama']",monday
"['comedy', 'romance', 'youth', 'melodrama']", tuesday
"['romance', 'drama', 'family', 'melodrama']",wednesday
"['romance', 'drama', 'family', 'melodrama']", thursday
"['romance', 'drama', 'family', 'melodrama']",monday
"['romance', 'drama', 'family', 'melodrama']", tuesday
"['romance', 'drama', 'family', 'melodrama']", wednesday
"['romance', 'drama', 'family', 'melodrama']", thursday
"['romance', 'drama', 'family', 'melodrama']", friday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']", wednesday
"['romance', 'drama', 'melodrama']", thursday
"['romance', 'drama', 'melodrama']", friday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['thriller', 'historical', 'mystery', 'horror']",wednesday
"['thriller', 'historical', 'mystery', 'horror']", thursday
"['comedy', 'romance', 'life', 'drama']",saturday
"['comedy', 'romance', 'life', 'drama']", sunday
"['action', 'historical', 'romance', 'drama']",wednesday
"['action', 'historical', 'romance', 'drama']", thursday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['romance', 'life', 'drama', 'medical']",thursday
"['romance', 'drama', 'medical']",wednesday
"['romance', 'drama', 'medical']", thursday
"['drama', 'sports', 'melodrama']",friday
"['drama', 'sports', 'melodrama']", saturday
"['horror', 'comedy', 'romance', 'fantasy']",saturday
"['horror', 'comedy', 'romance', 'fantasy']", sunday
"['business', 'romance', 'drama', 'melodrama']",saturday
"['business', 'romance', 'drama', 'melodrama']", sunday
"['business', 'romance', 'drama']",wednesday
"['business', 'romance', 'drama']", thursday
"['comedy', 'romance', 'drama']",saturday
"['comedy', 'romance', 'drama']", sunday
"['food', 'romance', 'drama', 'fantasy']",saturday
"['romance', 'drama', 'family', 'melodrama']",wednesday
"['romance', 'drama', 'family', 'melodrama']", thursday
"['comedy', 'romance', 'drama']",tuesday
"['comedy', 'romance', 'drama']", saturday
"['mystery', 'comedy', 'romance', 'drama']",monday
"['mystery', 'comedy', 'romance', 'drama']", tuesday
"['mystery', 'comedy', 'romance']",wednesday
"['mystery', 'comedy', 'romance']", thursday
['drama'],sunday
"['historical', 'medical']",monday
"['historical', 'medical']", tuesday
"['historical', 'drama', 'medical']",monday
"['historical', 'drama', 'medical']", tuesday
"['historical', 'drama', 'medical']", wednesday
"['historical', 'drama', 'medical']", thursday
"['historical', 'drama', 'medical']", friday
"['mystery', 'business', 'comedy', 'life']",friday
"['mystery', 'business', 'comedy', 'life']", saturday
['historical'],wednesday
['historical'], thursday
"['action', 'historical', 'comedy', 'romance']",monday
"['action', 'historical', 'comedy', 'romance']", tuesday
"['psychological', 'comedy', 'romance', 'drama']",wednesday
"['psychological', 'comedy', 'romance', 'drama']", thursday
"['comedy', 'romance', 'mature']",wednesday
"['comedy', 'romance', 'mature']", thursday
"['comedy', 'romance', 'youth', 'sci-fi']",monday
"['comedy', 'romance', 'youth', 'sci-fi']", tuesday
"['comedy', 'romance', 'youth', 'sci-fi']", wednesday
"['comedy', 'romance', 'youth', 'sci-fi']", thursday
"['comedy', 'romance', 'youth', 'sci-fi']", friday
"['comedy', 'romance', 'youth', 'sci-fi']", saturday
"['mystery', 'law', 'romance', 'supernatural']",wednesday
"['mystery', 'law', 'romance', 'supernatural']", thursday
"['comedy', 'romance']",wednesday
"['comedy', 'romance']", thursday
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['comedy', 'romance', 'fantasy', 'supernatural']",monday
"['comedy', 'romance', 'fantasy', 'supernatural']", tuesday
"['comedy', 'romance']",monday
"['comedy', 'romance']", tuesday
"['comedy', 'romance']",wednesday
"['comedy', 'romance']", thursday
"['comedy', 'romance', 'drama']",monday
"['comedy', 'romance', 'drama']", tuesday
"['food', 'comedy', 'romance', 'melodrama']",monday
"['food', 'comedy', 'romance', 'melodrama']", tuesday
"['food', 'comedy', 'romance', 'melodrama']", wednesday
"['food', 'comedy', 'romance', 'melodrama']", thursday
"['comedy', 'romance']",thursday
"['comedy', 'romance']", friday
"['music', 'mystery', 'comedy', 'romance']",monday
"['music', 'mystery', 'comedy', 'romance']", tuesday
"['mystery', 'romance', 'drama']",saturday
"['mystery', 'romance', 'drama']", sunday
"['comedy', 'romance', 'drama', 'sci-fi']",wednesday
"['comedy', 'romance', 'drama', 'sci-fi']", thursday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']", wednesday
"['romance', 'drama', 'melodrama']", thursday
"['romance', 'youth', 'drama']",wednesday
"['romance', 'youth', 'drama']", friday
"['music', 'comedy', 'life', 'youth']",NA
"['music', 'youth', 'drama']",monday
"['music', 'youth', 'drama']", tuesday
['drama'],monday
['drama'], tuesday
"['romance', 'life', 'drama', 'medical']",wednesday
"['romance', 'life', 'drama', 'medical']", thursday
"['historical', 'drama']",monday
"['historical', 'drama']", tuesday
"['life', 'supernatural']",tuesday
"['music', 'comedy', 'romance', 'drama']",friday
"['action', 'military', 'historical', 'drama']",saturday
"['action', 'military', 'historical', 'drama']", sunday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['business', 'romance', 'drama']",saturday
"['business', 'romance', 'drama']", sunday
"['thriller', 'mystery', 'law', 'drama']",monday
"['thriller', 'mystery', 'law', 'drama']", tuesday
"['action', 'thriller', 'law']",wednesday
"['action', 'thriller', 'law']", thursday
"['action', 'thriller', 'mystery', 'comedy']",saturday
"['action', 'thriller', 'mystery', 'comedy']", sunday
"['action', 'historical', 'romance', 'drama']",wednesday
"['action', 'historical', 'romance', 'drama']", thursday
"['historical', 'drama']",saturday
"['historical', 'drama']", sunday
"['historical', 'drama', 'political']",friday
"['historical', 'drama', 'political']", saturday
"['business', 'comedy', 'romance', 'drama']",monday
"['business', 'comedy', 'romance', 'drama']", tuesday
"['romance', 'youth']",thursday
"['romance', 'drama', 'melodrama']",wednesday
"['romance', 'drama', 'melodrama']", thursday
"['action', 'romance', 'drama']",wednesday
"['action', 'romance', 'drama']", thursday
"['action', 'romance', 'drama']",wednesday
"['action', 'romance', 'drama']", thursday
"['comedy', 'romance', 'youth']",NA
"['action', 'thriller', 'horror', 'fantasy']",friday
"['business', 'romance', 'life', 'drama']",friday
"['business', 'romance', 'life', 'drama']", saturday
"['action', 'thriller', 'mystery', 'supernatural']",monday
"['action', 'thriller', 'mystery', 'supernatural']", tuesday
['romance'],saturday
['romance'], sunday
"['psychological', 'comedy', 'romance', 'drama']",saturday
"['psychological', 'comedy', 'romance', 'drama']", sunday
"['psychological', 'comedy', 'romance', 'drama']",wednesday
"['psychological', 'comedy', 'romance', 'drama']", thursday
"['psychological', 'comedy', 'romance', 'drama']",wednesday
"['psychological', 'comedy', 'romance', 'drama']", thursday
"['comedy', 'romance', 'life', 'drama']",NA
"['romance', 'drama', 'melodrama']",saturday
"['romance', 'drama', 'melodrama']", sunday
"['historical', 'romance', 'drama']",monday
"['historical', 'romance', 'drama']", tuesday
"['historical', 'drama']",saturday
"['historical', 'drama']", sunday
"['action', 'adventure', 'historical', 'comedy', 'romance', 'martial arts', 'supernatural']",wednesday
"['action', 'adventure', 'historical', 'comedy', 'romance', 'martial arts', 'supernatural']", thursday
"['action', 'thriller', 'historical', 'political']",saturday
"['action', 'thriller', 'historical', 'political']", sunday
"['comedy', 'romance', 'life']",saturday
"['comedy', 'romance', 'life']", sunday
"['mystery', 'romance', 'fantasy', 'melodrama']",wednesday
"['mystery', 'romance', 'fantasy', 'melodrama']", thursday
"['thriller', 'mystery', 'drama', 'fantasy']",saturday
"['thriller', 'mystery', 'drama', 'fantasy']", sunday
"['comedy', 'romance']",monday
"['comedy', 'romance']", tuesday
"['comedy', 'romance']", wednesday
"['comedy', 'romance']", thursday
"['comedy', 'romance']", friday
"['action', 'historical', 'drama', 'fantasy']",monday
"['action', 'historical', 'drama', 'fantasy']", tuesday
"['historical', 'law', 'romance', 'drama']",friday
"['historical', 'law', 'romance', 'drama']", saturday
"['historical', 'romance', 'fantasy']",saturday
"['historical', 'romance', 'fantasy']", sunday
"['action', 'historical', 'drama', 'fantasy']",monday
"['action', 'historical', 'drama', 'fantasy']", tuesday
"['music', 'comedy', 'life']",monday
"['music', 'comedy', 'life']", tuesday
"['music', 'comedy', 'life']", wednesday
"['music', 'comedy', 'life']", thursday
"['music', 'comedy', 'life']", friday
"['thriller', 'mystery', 'psychological', 'drama']",monday
"['thriller', 'mystery', 'psychological', 'drama']", tuesday
"['comedy', 'law', 'romance', 'drama']",wednesday
"['comedy', 'law', 'romance', 'drama']", thursday
"['business', 'comedy', 'romance', 'drama']",monday
"['business', 'comedy', 'romance', 'drama']", tuesday
"['comedy', 'sitcom']",monday
"['comedy', 'sitcom']", tuesday
"['comedy', 'sitcom']", wednesday
"['comedy', 'sitcom']", thursday
"['comedy', 'sitcom']", friday
"['youth', 'drama']",NA
"['mystery', 'life', 'youth', 'drama']",thursday
"['comedy', 'romance', 'life', 'drama']",monday
"['comedy', 'romance', 'life', 'drama']", tuesday
"['romance', 'life', 'drama', 'sports']",monday
"['romance', 'life', 'drama', 'sports']", tuesday
"['thriller', 'mystery', 'law', 'drama']",wednesday
"['thriller', 'mystery', 'law', 'drama']", thursday
"['law', 'drama']",friday
"['action', 'thriller', 'drama', 'sci-fi']",monday
"['action', 'thriller', 'drama', 'sci-fi']", tuesday
['drama'],NA
"['comedy', 'romance', 'fantasy']",monday
"['comedy', 'romance', 'fantasy']", wednesday
"['comedy', 'romance', 'fantasy']", friday
"['romance', 'drama']",wednesday
"['romance', 'drama']", thursday
"['romance', 'drama', 'melodrama']",wednesday
"['romance', 'drama', 'melodrama']", thursday
"['thriller', 'mystery', 'comedy', 'romance']",wednesday
"['thriller', 'mystery', 'comedy', 'romance']", thursday
"['life', 'drama']",wednesday
"['life', 'drama']", thursday
"['romance', 'drama', 'melodrama']",monday
"['romance', 'drama', 'melodrama']", tuesday
"['romance', 'drama', 'melodrama']", wednesday
"['romance', 'drama', 'melodrama']", thursday
"['romance', 'drama', 'melodrama']", friday
