kdrama_name,actor
"['thriller', 'mystery', 'drama', 'fantasy']", Lee Joon
"['thriller', 'mystery', 'drama', 'fantasy']", Gong Seung Yeon
"['thriller', 'mystery', 'drama', 'fantasy']", Jung Jin Young
"['thriller', 'mystery', 'drama', 'fantasy']", Kim Woo Seok
"['comedy', 'romance', 'drama']",Ahn Hyo Seop
"['comedy', 'romance', 'drama']", Kim Se Jeong
"['comedy', 'romance', 'drama']", Kim Min Gue
"['comedy', 'romance', 'drama']", Seol In Ah
"['comedy', 'romance', 'drama']", Lee Deok Hwa
"['comedy', 'romance', 'drama']", Choi Byung Chan
"['music', 'drama']",Kwon Hyun Bin
"['music', 'drama']", Kim Na Hyun
"['music', 'drama']", Choi Si Hun
"['music', 'drama']", Baek Jin
"['music', 'drama']", Park Chan Kyu
"['music', 'drama']", Jin Yea
"['romance', 'drama', 'melodrama']",Kim Young Kwang
"['romance', 'drama', 'melodrama']", Lee Sung Kyung
"['romance', 'drama', 'melodrama']", Sung Joon
"['romance', 'drama', 'melodrama']", Ahn Hee Yeon
"['romance', 'drama', 'melodrama']", Kim Ye Won
"['romance', 'drama', 'melodrama']", Yeon Je Hyung
"['romance', 'drama', 'family']",Eugene
"['romance', 'drama', 'family']", Uhm Tae Woong
"['romance', 'drama', 'family']", Kim Yoo Mi
"['romance', 'drama', 'family']", Choi Jung Yoon
"['romance', 'drama', 'family']", Kim Sung Soo
"['romance', 'drama', 'family']", Park Min Woo
"['romance', 'life', 'drama']",Jung So Min
"['romance', 'life', 'drama']", Sung Joon
"['romance', 'life', 'drama']", Lee Mi Sook
"['romance', 'life', 'drama']", Han Groo
"['romance', 'life', 'drama']", Kim Young Kwang
"['romance', 'life', 'drama']", Choi Hwa Jung
"['comedy', 'law', 'romance', 'life']",Yoon Sang Hyun
"['comedy', 'law', 'romance', 'life']", Choi Ji Woo
"['comedy', 'law', 'romance', 'life']", Ha Seok Jin
"['comedy', 'law', 'romance', 'life']", Uhm Ki Joon
"['comedy', 'law', 'romance', 'life']", Kim Jin Woo
"['comedy', 'law', 'romance', 'life']", Ga Deuk Hee
"['romance', 'drama', 'family']",Lee Young Eun
"['romance', 'drama', 'family']", Kim Jin Woo
"['romance', 'drama', 'family']", Baek Il Sub
"['romance', 'drama', 'family']", Sun Woo Yong Nyeo
"['romance', 'drama', 'family']", Kim Young Jae
"['romance', 'drama', 'family']", Min Ji Young
"['historical', 'comedy', 'romance', 'drama']",Kang Ji Hwan
"['historical', 'comedy', 'romance', 'drama']", Han Ji Min
"['historical', 'comedy', 'romance', 'drama']", Ryu Jin
"['historical', 'comedy', 'romance', 'drama']", Han Go Eun
"['historical', 'comedy', 'romance', 'drama']", Kang Samuel
"['historical', 'comedy', 'romance', 'drama']", Kang Nam Gil
"['thriller', 'mystery', 'comedy', 'romance']",Moon Geun Young
"['thriller', 'mystery', 'comedy', 'romance']", Kim Seon Ho
"['thriller', 'mystery', 'comedy', 'romance']", Jung Eugene
"['thriller', 'mystery', 'comedy', 'romance']", Ki Do Hoon
"['thriller', 'mystery', 'comedy', 'romance']", Jo Jae Yoon
"['thriller', 'mystery', 'comedy', 'romance']", Ahn Seung Gyun
"['thriller', 'mystery', 'drama']",Park Gyu Young
"['thriller', 'mystery', 'drama']", Kang Min Hyuk
"['thriller', 'mystery', 'drama']", Lee Chung Ah
"['thriller', 'mystery', 'drama']", Lee Dong Gun
"['thriller', 'mystery', 'drama']", Jeon Hyo Sung
"['thriller', 'mystery', 'drama']", Han Jae In
"['thriller', 'mystery', 'comedy', 'romance']",Cho Yeo Jung
"['thriller', 'mystery', 'comedy', 'romance']", Go Jun
"['thriller', 'mystery', 'comedy', 'romance']", Yeonwoo
"['thriller', 'mystery', 'comedy', 'romance']", Kim Young Dae
"['thriller', 'mystery', 'comedy', 'romance']", Song Ok Sook
"['thriller', 'mystery', 'comedy', 'romance']", Jung Sang Hoon
"['mystery', 'comedy', 'romance', 'youth']",Han Ji Hyun
"['mystery', 'comedy', 'romance', 'youth']", Bae In Hyuk
"['mystery', 'comedy', 'romance', 'youth']", Kim Hyun Jin
"['mystery', 'comedy', 'romance', 'youth']", Jang Gyu Ri
"['mystery', 'comedy', 'romance', 'youth']", Lee Min Jae
"['mystery', 'comedy', 'romance', 'youth']", Lee Eun Saem
"['mystery', 'comedy', 'romance', 'youth']",Han Ji Hyun
"['mystery', 'comedy', 'romance', 'youth']", Bae In Hyuk
"['mystery', 'comedy', 'romance', 'youth']", Kim Hyun Jin
"['mystery', 'comedy', 'romance', 'youth']", Jang Gyu Ri
"['mystery', 'comedy', 'romance', 'youth']", Lee Min Jae
"['mystery', 'comedy', 'romance', 'youth']", Lee Eun Saem
['drama'],Kim Dong Wan
['drama'], Wang Ji Hye
['drama'], Yang Jin Woo
['drama'], Choi Jung Yoon
['drama'], Yun  Joon Suk
['drama'], Kim Duk Hyun
"['psychological', 'romance', 'life', 'drama']",Kim Go Eun
"['psychological', 'romance', 'life', 'drama']", Park Hae Jin
"['psychological', 'romance', 'life', 'drama']", Seo Kang Joon
"['psychological', 'romance', 'life', 'drama']", Lee Sung Kyung
"['psychological', 'romance', 'life', 'drama']", Nam Joo Hyuk
"['psychological', 'romance', 'life', 'drama']", Park Min Ji
"['comedy', 'romance', 'drama', 'melodrama']",Moon Geun Young
"['comedy', 'romance', 'drama', 'melodrama']", Park Shi Hoo
"['comedy', 'romance', 'drama', 'melodrama']", So Yi Hyun
"['comedy', 'romance', 'drama', 'melodrama']", Kim Ji Suk
"['comedy', 'romance', 'drama', 'melodrama']", Kim Seung Soo
"['comedy', 'romance', 'drama', 'melodrama']", Kim Yoo Ri
"['mystery', 'romance', 'drama', 'melodrama']",Kang Tae Sung
"['mystery', 'romance', 'drama', 'melodrama']", Lee Joong Moon
"['mystery', 'romance', 'drama', 'melodrama']", Im Sung Eon
"['mystery', 'romance', 'drama', 'melodrama']", Choi Jung Yoon
"['mystery', 'romance', 'drama', 'melodrama']", Seo Eun Chae
"['mystery', 'romance', 'drama', 'melodrama']", Lee Hye Eun
"['mystery', 'drama', 'supernatural']",Oh Ji Ho
"['mystery', 'drama', 'supernatural']", Oh Ji Eun
"['mystery', 'drama', 'supernatural']", Jeon Hyo Sung
"['mystery', 'drama', 'supernatural']", Yoo Seung Mok
"['mystery', 'drama', 'supernatural']", Yeon Je Wook
"['mystery', 'drama', 'supernatural']", Yoo Min Kyu
"['comedy', 'romance', 'supernatural', 'political']",Yoo Ah In
"['comedy', 'romance', 'supernatural', 'political']", Im Soo Jung
"['comedy', 'romance', 'supernatural', 'political']", Go Kyung Pyo
"['comedy', 'romance', 'supernatural', 'political']", Kwak Shi Yang
"['comedy', 'romance', 'supernatural', 'political']", Jo  Woo Jin
"['comedy', 'romance', 'supernatural', 'political']", Oh Na Ra
"['thriller', 'mystery', 'comedy', 'fantasy']",Ryu Seung Ryong
"['thriller', 'mystery', 'comedy', 'fantasy']", Ahn Jae Hong
"['thriller', 'mystery', 'comedy', 'fantasy']", Kim Nam Hee
"['thriller', 'mystery', 'comedy', 'fantasy']", Kim Yoo Jung
"['thriller', 'mystery', 'comedy', 'fantasy']", Jung Ho Yeon
"['thriller', 'mystery', 'comedy', 'fantasy']", Lee Jae Woong
"['law', 'drama', 'political']",Lee Jung Jae
"['law', 'drama', 'political']", Shin Min Ah
"['law', 'drama', 'political']", Kim Gab Soo
"['law', 'drama', 'political']", Lee Elijah
"['law', 'drama', 'political']", Kim Dong Jun
"['law', 'drama', 'political']", Jung Jin Young
"['thriller', 'mystery', 'supernatural']",Kang Ji Hwan
"['thriller', 'mystery', 'supernatural']", Kim Ok Bin
"['thriller', 'mystery', 'supernatural']", Shim Hee Sub
"['thriller', 'mystery', 'supernatural']", Lee Elijah
"['thriller', 'mystery', 'supernatural']", Han Seo Jin
"['thriller', 'mystery', 'supernatural']", Lee Jae Yong
"['thriller', 'mystery', 'psychological', 'drama']",Kim Sun Ah
"['thriller', 'mystery', 'psychological', 'drama']", Lee Yi Kyung
"['thriller', 'mystery', 'psychological', 'drama']", Nam Gyu Ri
"['thriller', 'mystery', 'psychological', 'drama']", Cha Hak Yeon
"['thriller', 'mystery', 'psychological', 'drama']", Joo Seok Tae
"['thriller', 'mystery', 'psychological', 'drama']", Na Young Hee
"['comedy', 'romance', 'life']",Han Ye Seul
"['comedy', 'romance', 'life']", Kim Ji Suk
"['comedy', 'romance', 'life']", Lee Sang Woo
"['comedy', 'romance', 'life']", Ryu Hyun Kyung
"['comedy', 'romance', 'life']", Lee Sang Hee
"['comedy', 'romance', 'life']", Ahn Se Ha
"['thriller', 'mystery']",Park Hae Soo
"['thriller', 'mystery']", Kim Su Hyun
"['thriller', 'mystery']", Lee Hee Joon
"['thriller', 'mystery']", Cha Joo Young
"['thriller', 'mystery']", Nam Ki Ae
"['thriller', 'mystery']", Heo Jun Seok
"['thriller', 'mystery', 'comedy', 'melodrama']",Kim Hye Joon
"['thriller', 'mystery', 'comedy', 'melodrama']", Kim Jung Young
"['thriller', 'mystery', 'comedy', 'melodrama']", Oh Na Ra
"['thriller', 'mystery', 'comedy', 'melodrama']", Nam Moon Chul
"['thriller', 'mystery', 'comedy', 'melodrama']", Choi Kyu Jin
"['thriller', 'mystery', 'comedy', 'melodrama']", Kim Shi Eun
"['business', 'comedy', 'romance', 'drama']",Kai
"['business', 'comedy', 'romance', 'drama']", Park Eun Bin
"['business', 'comedy', 'romance', 'drama']", Yun  Joon Suk
"['business', 'comedy', 'romance', 'drama']", Lee Il Hwa
"['business', 'comedy', 'romance', 'drama']", Park Seo Yeon
"['business', 'comedy', 'romance', 'drama']", Kim Young Hee
"['romance', 'life', 'medical', 'melodrama']",Yoon Kye Sang
"['romance', 'life', 'medical', 'melodrama']", Ha Ji Won
"['romance', 'life', 'medical', 'melodrama']", Jang Seung Jo
"['romance', 'life', 'medical', 'melodrama']", Min Jin Woong
"['romance', 'life', 'medical', 'melodrama']", Kang Boo Ja
"['romance', 'life', 'medical', 'melodrama']", Lee Jae Ryong
"['romance', 'melodrama']",Seo Ji Hye
"['romance', 'melodrama']", Wang Bit Na
"['romance', 'melodrama']", Joo Sang Wook
"['romance', 'melodrama']", Kang Nam Gil
"['romance', 'melodrama']", Go Doo Shim
"['romance', 'melodrama']", Heo Jung Min
"['romance', 'family', 'melodrama']",Kang Sung Yun
"['romance', 'family', 'melodrama']", Go Se Won
"['romance', 'family', 'melodrama']", Song Sun Mi
"['romance', 'family', 'melodrama']", Lee Pil Mo
"['romance', 'family', 'melodrama']", Park In Hwan
"['romance', 'family', 'melodrama']", Kim Na Woon
"['comedy', 'romance', 'drama']",Park So Dam
"['comedy', 'romance', 'drama']", Jung Il Woo
"['comedy', 'romance', 'drama']", Ahn Jae Hyun
"['comedy', 'romance', 'drama']", Lee Jung Shin
"['comedy', 'romance', 'drama']", Choi Min
"['comedy', 'romance', 'drama']", Son Na Eun
"['comedy', 'romance', 'drama']",Park So Dam
"['comedy', 'romance', 'drama']", Jung Il Woo
"['comedy', 'romance', 'drama']", Ahn Jae Hyun
"['comedy', 'romance', 'drama']", Lee Jung Shin
"['comedy', 'romance', 'drama']", Choi Min
"['comedy', 'romance', 'drama']", Son Na Eun
"['thriller', 'mystery', 'sci-fi']",Yeo Jin Goo
"['thriller', 'mystery', 'sci-fi']", Kim Kang Woo
"['thriller', 'mystery', 'sci-fi']", Gong Seung Yeon
"['thriller', 'mystery', 'sci-fi']", Lee Gi Kwang
"['thriller', 'mystery', 'sci-fi']", Ahn Woo Yeon
"['thriller', 'mystery', 'sci-fi']", Seo Hyun Chul
"['romance', 'life', 'youth', 'drama']",Ji Chang Wook
"['romance', 'life', 'youth', 'drama']", Kim Ji Won
"['romance', 'life', 'youth', 'drama']", Kim Min Seok
"['romance', 'life', 'youth', 'drama']", So Ju Yeon
"['romance', 'life', 'youth', 'drama']", Ryu Kyung Soo
"['romance', 'life', 'youth', 'drama']", Han Ji Eun
"['action', 'thriller', 'crime']",Lee Min Ho
"['action', 'thriller', 'crime']", Park Min Young
"['action', 'thriller', 'crime']", Lee Joon Hyuk
"['action', 'thriller', 'crime']", Kim Sang Joong
"['action', 'thriller', 'crime']", Hwang Sun Hee
"['action', 'thriller', 'crime']", Kim Mi Sook
"['mystery', 'law', 'drama', 'melodrama']",Kim Joon
"['mystery', 'law', 'drama', 'melodrama']", Jung Min
"['mystery', 'law', 'drama', 'melodrama']", Kim Sung Kyung
"['mystery', 'law', 'drama', 'melodrama']", Jung Joo Yeon
"['mystery', 'law', 'drama', 'melodrama']", Im Dae Ho
"['mystery', 'law', 'drama', 'melodrama']", Jung Han Yong
"['thriller', 'mystery', 'law', 'youth']",Yoon Kyun Sang
"['thriller', 'mystery', 'law', 'youth']", Geum Sae Rok
"['thriller', 'mystery', 'law', 'youth']", Lee Jun Young
"['thriller', 'mystery', 'law', 'youth']", Choi Yoo Hwa
"['thriller', 'mystery', 'law', 'youth']", Choi Kyu Jin
"['thriller', 'mystery', 'law', 'youth']", Han So Eun
"['business', 'comedy', 'romance', 'drama']",Yoon Kyun Sang
"['business', 'comedy', 'romance', 'drama']", Kim Yoo Jung
"['business', 'comedy', 'romance', 'drama']", Song Jae Rim
"['business', 'comedy', 'romance', 'drama']", Go Geon Han
"['business', 'comedy', 'romance', 'drama']", Yoo  Sun
"['business', 'comedy', 'romance', 'drama']", Kim Won Hae
"['comedy', 'crime', 'drama']",Yeom Jung Ah
"['comedy', 'crime', 'drama']", Jeon So Min
"['comedy', 'crime', 'drama']", Kim Jae Hwa
"['comedy', 'crime', 'drama']", Lee Moo Saeng
"['comedy', 'crime', 'drama']", Na In Woo
"['comedy', 'crime', 'drama']", Jang Shin Young
"['comedy', 'romance', 'fantasy']",Go Eun Mi
"['comedy', 'romance', 'fantasy']", Ahn Jae Hyo
"['comedy', 'romance', 'fantasy']", Jo Eun Hyung
"['comedy', 'romance', 'fantasy']", Kim Ha Yeon
"['comedy', 'romance', 'fantasy']", Shin Yi
"['comedy', 'romance', 'fantasy']", Park Kwang Seon
"['food', 'comedy', 'romance', 'drama']",Gong Yoo
"['food', 'comedy', 'romance', 'drama']", Yoon Eun Hye
"['food', 'comedy', 'romance', 'drama']", Lee Sun Kyun
"['food', 'comedy', 'romance', 'drama']", Chae Jung An
"['food', 'comedy', 'romance', 'drama']", Kim Chang Wan
"['food', 'comedy', 'romance', 'drama']", Kim Dong Wook
"['comedy', 'romance', 'fantasy']",Kim Min Young
"['comedy', 'romance', 'fantasy']", Yong Jun Hyung
"['comedy', 'romance', 'fantasy']", Chae Seo Jin
"['comedy', 'romance', 'fantasy']", Lee Tae Ri
"['comedy', 'romance', 'fantasy']", Gil Eun Hye
"['comedy', 'romance', 'fantasy']", Ryu Hye Rin
"['mystery', 'romance', 'drama', 'supernatural']",Yoo Jun
"['mystery', 'romance', 'drama', 'supernatural']", Hur Hyun Jun
"['mystery', 'romance', 'drama', 'supernatural']", Yeon Min Ji
"['mystery', 'romance', 'drama', 'supernatural']", Baek Seo Hoo
"['mystery', 'romance', 'drama', 'supernatural']", Min Hyo Gi
"['thriller', 'horror', 'supernatural']",Lee Young Jin
"['thriller', 'horror', 'supernatural']", Lee Jung Hun
"['thriller', 'horror', 'supernatural']", Im Won Hee
"['thriller', 'horror', 'supernatural']", Lee Se Eun
"['thriller', 'horror', 'supernatural']", Myung Ji Yun
"['thriller', 'horror', 'supernatural']", Cha Soo Yeon
"['thriller', 'mystery', 'romance', 'melodrama']",Jang Ki Yong
"['thriller', 'mystery', 'romance', 'melodrama']", Jin Ki Joo
"['thriller', 'mystery', 'romance', 'melodrama']", Heo Joon Ho
"['thriller', 'mystery', 'romance', 'melodrama']", Yoon Jong Hoon
"['thriller', 'mystery', 'romance', 'melodrama']", Kim Kyung Nam
"['thriller', 'mystery', 'romance', 'melodrama']", Seo Jung Yeon
"['comedy', 'romance', 'drama', 'supernatural']",Rain
"['comedy', 'romance', 'drama', 'supernatural']", Oh Yeon Seo
"['comedy', 'romance', 'drama', 'supernatural']", Kim In Kwon
"['comedy', 'romance', 'drama', 'supernatural']", Kim Soo Ro
"['comedy', 'romance', 'drama', 'supernatural']", Lee Min Jung
"['comedy', 'romance', 'drama', 'supernatural']", Lee Ha Nee
"['thriller', 'mystery', 'law', 'drama']",Lee Jun Ho
"['thriller', 'mystery', 'law', 'drama']", Shin Hyun Bin
"['thriller', 'mystery', 'law', 'drama']", Yoo Jae Myung
"['thriller', 'mystery', 'law', 'drama']", Nam Ki Ae
"['thriller', 'mystery', 'law', 'drama']", Yoon Gyung Ho
"['thriller', 'mystery', 'law', 'drama']", Ryu Kyung Soo
"['mystery', 'youth']",Choi Hyun Joon
"['mystery', 'youth']", Hong Eun Ki
"['historical', 'drama']",Jin Yi Han
"['historical', 'drama']", Kim Ha Eun
"['historical', 'drama']", Lee Chun Hee
"['historical', 'drama']", Ahn Nae Sang
"['historical', 'drama']", Jung Ae Ri
"['historical', 'drama']", Kim Eung Soo
"['food', 'comedy', 'romance']",Jung Il Woo
"['food', 'comedy', 'romance']", Lee Chung Ah
"['food', 'comedy', 'romance']", Lee Ki Woo
"['food', 'comedy', 'romance']", Hwang Hyun Hee
"['food', 'comedy', 'romance']", Jo Yoon Woo
"['food', 'comedy', 'romance']", Jung In Ki
"['comedy', 'romance']",Oh Ji Ho
"['comedy', 'romance']", Han Ye Seul
"['comedy', 'romance']", Kim Sung Min
"['comedy', 'romance']", Kim Tae Yoon
"['comedy', 'romance']", Lee Seok Min
"['comedy', 'romance']", Kim  Jung Wook
"['thriller', 'mystery', 'comedy', 'romance']",Jeon Do Yeon
"['thriller', 'mystery', 'comedy', 'romance']", Jung Kyung Ho
"['thriller', 'mystery', 'comedy', 'romance']", Lee Bong Ryun
"['thriller', 'mystery', 'comedy', 'romance']", Oh Eui Shik
"['thriller', 'mystery', 'comedy', 'romance']", Shin Jae Ha
"['thriller', 'mystery', 'comedy', 'romance']", Roh Yoon Seo
"['military', 'comedy', 'romance', 'political']",Hyun Bin
"['military', 'comedy', 'romance', 'political']", Son Ye Jin
"['military', 'comedy', 'romance', 'political']", Seo Ji Hye
"['military', 'comedy', 'romance', 'political']", Kim Jung Hyun
"['military', 'comedy', 'romance', 'political']", Yang Kyung Won
"['military', 'comedy', 'romance', 'political']", Lee Shin Young
"['romance', 'drama', 'family', 'melodrama']",Park Sun Young
"['romance', 'drama', 'family', 'melodrama']", Go Se Won
"['romance', 'drama', 'family', 'melodrama']", Lee Chae Mi
"['romance', 'drama', 'family', 'melodrama']", Jang  Yoon Seo
"['romance', 'drama', 'family', 'melodrama']", Yoo Hye Ri
"['romance', 'drama', 'family', 'melodrama']", Heo Tae Hee
"['drama', 'medical']",Kwon Sang Woo
"['drama', 'medical']", Ju Ji Hoon
"['drama', 'medical']", Jung Ryeo Won
"['drama', 'medical']", Oh Yeon Seo
"['drama', 'medical']", Choi Min Ho
"['drama', 'medical']", Park Won Sang
"['action', 'mystery', 'drama']",Son Hyun Joo
"['action', 'mystery', 'drama']", Lee Joon Gi
"['action', 'mystery', 'drama']", Moon Chae Won
"['action', 'mystery', 'drama']", Yoo  Sun
"['action', 'mystery', 'drama']", Lee Sun Bin
"['action', 'mystery', 'drama']", Go Yoon
"['thriller', 'mystery', 'medical']",Go Kyung Pyo
"['thriller', 'mystery', 'medical']", Jo Jae Hyun
"['thriller', 'mystery', 'medical']", Jeon So Min
"['thriller', 'mystery', 'medical']", Uhm Ji Sung
"['thriller', 'mystery', 'medical']", Kim Jong Goo
"['thriller', 'mystery', 'medical']", Jin Yi Han
"['historical', 'romance', 'melodrama', 'political']",Jo Jung Suk
"['historical', 'romance', 'melodrama', 'political']", Shin Sae Kyeong
"['historical', 'romance', 'melodrama', 'political']", Park Ye Young
"['business', 'comedy', 'romance']",Lee Min Jung
"['business', 'comedy', 'romance']", Joo Sang Wook
"['business', 'comedy', 'romance']", Seo Kang Joon
"['business', 'comedy', 'romance']", Kim Gyu Ri
"['business', 'comedy', 'romance']", Hwang Bo Ra
"['business', 'comedy', 'romance']", Kim Eung Soo
"['romance', 'life', 'drama', 'family']",Kang Ha Neul
"['romance', 'life', 'drama', 'family']", Ha Ji Won
"['romance', 'life', 'drama', 'family']", Go Doo Shim
"['romance', 'life', 'drama', 'family']", Kwon Sang Woo
"['romance', 'life', 'drama', 'family']", Sung Dong Il
"['romance', 'life', 'drama', 'family']", Jung Ji So
"['romance', 'drama', 'medical']",Kim Young Kwang
"['romance', 'drama', 'medical']", Jung So Min
"['romance', 'drama', 'medical']", Ha Seok Jin
"['romance', 'drama', 'medical']", Lee Kyung Young
"['romance', 'drama', 'medical']", Kim Hye Eun
"['romance', 'drama', 'medical']", Yoon Joo Hee
"['action', 'military', 'drama']",Jung Hae In
"['action', 'military', 'drama']", Koo Kyo Hwan
"['action', 'military', 'drama']", Kim Sung Kyun
"['action', 'military', 'drama']", Son Suk Ku
"['action', 'military', 'drama']", Hong Kyung
"['action', 'military', 'drama']", Jo Hyun Chul
"['food', 'comedy', 'romance', 'supernatural']",Shin Dong Wook
"['food', 'comedy', 'romance', 'supernatural']", Kwon Yu Ri
"['food', 'comedy', 'romance', 'supernatural']", Lee Yeol Eum
"['food', 'comedy', 'romance', 'supernatural']", Kim Hyun Joon
"['food', 'comedy', 'romance', 'supernatural']", Lee Min Hyuk
"['food', 'comedy', 'romance', 'supernatural']", Jung Yi Rang
"['historical', 'war']",Park Ye Jin
"['historical', 'war']", Hong Soo Hyun
"['historical', 'war']", Jeong Bo Seok
"['historical', 'war']", Choi Soo Jong
"['historical', 'war']", Jun Hyun
"['historical', 'war']", Go In Beom
"['historical', 'drama']",Kim Heung Ki
"['historical', 'drama']", Won Mi Kyung
"['historical', 'drama']", Kim Sung Won
"['historical', 'drama']", Baek Il Sub
"['historical', 'drama']", Kim Dong Hoon
"['historical', 'drama']", Seo Woo Rim
"['drama', 'medical']",Park Bo Young
"['drama', 'medical']", Yeon Woo Jin
"['drama', 'medical']", Jang Dong Yoon
"['drama', 'medical']", Lee Jung Eun
"['drama', 'medical']", Lee Sang Hee
"['drama', 'medical']", Yoo In Soo
"['business', 'comedy', 'romance', 'drama']",Chae Rim
"['business', 'comedy', 'romance', 'drama']", Lee Min Ki
"['business', 'comedy', 'romance', 'drama']", Lee Hye Young 
"['business', 'comedy', 'romance', 'drama']", Gong Hyung Jin
"['business', 'comedy', 'romance', 'drama']", Lee Hyun Woo
"['business', 'comedy', 'romance', 'drama']", Kim Na Woon
"['comedy', 'romance', 'drama']",Park Gyu Young
"['comedy', 'romance', 'drama']", Kim Min Jae
"['comedy', 'romance', 'drama']", Kwon Yool
"['comedy', 'romance', 'drama']", Hwang Hee
"['comedy', 'romance', 'drama']", Yeonwoo
"['comedy', 'romance', 'drama']", Woo Hee Jin
"['historical', 'mystery', 'romance', 'martial arts']",Ha Ji Won
"['historical', 'mystery', 'romance', 'martial arts']", Lee Seo Jin
"['historical', 'mystery', 'romance', 'martial arts']", Kim Min Joon
"['historical', 'mystery', 'romance', 'martial arts']", Noh Hyun Hee
"['historical', 'mystery', 'romance', 'martial arts']", Lee Moon Shik
"['historical', 'mystery', 'romance', 'martial arts']", Kwon Yong Woon
"['business', 'romance', 'drama', 'melodrama']",Go Eun Mi
"['business', 'romance', 'drama', 'melodrama']", Kim Jung Hyun
"['business', 'romance', 'drama', 'melodrama']", Hwang Bo Ra
"['business', 'romance', 'drama', 'melodrama']", Seo Woo Jin
"['business', 'romance', 'drama', 'melodrama']", Kim Young Bae
"['business', 'romance', 'drama', 'melodrama']", Lee Na Eun
['romance'],Yoo Ho Jung
['romance'], Lee Ki Woo
['romance'], Jung Woong In
['romance'], Im Ji Eun
['romance'], Kim Bum
['romance'], Oh Joo Eun
"['action', 'thriller', 'horror', 'sci-fi']",Kim Ok Bin
"['action', 'thriller', 'horror', 'sci-fi']", Lee Joon Hyuk
"['action', 'thriller', 'horror', 'sci-fi']", Park Keun Rok
"['action', 'thriller', 'horror', 'sci-fi']", Oh Yu Jin
"['action', 'thriller', 'horror', 'sci-fi']", Song Sang Eun
"['action', 'thriller', 'horror', 'sci-fi']", Lee Ye Bit
"['comedy', 'romance', 'drama']",Choi Soo Young
"['comedy', 'romance', 'drama']", Lee Jong Hyuk
"['comedy', 'romance', 'drama']", Lee Chun Hee
"['comedy', 'romance', 'drama']", Hong Jong Hyun
"['comedy', 'romance', 'drama']", Jo Yoon Woo
"['comedy', 'romance', 'drama']", Lee Min Woo
"['life', 'drama', 'melodrama']",Go Hyun Jung
"['life', 'drama', 'melodrama']", Kim Hye Ja
"['life', 'drama', 'melodrama']", Na Moon Hee
"['life', 'drama', 'melodrama']", Go Doo Shim
"['life', 'drama', 'melodrama']", Park Won Sook
"['life', 'drama', 'melodrama']", Youn Yuh Jung
"['romance', 'drama', 'melodrama']",Yoon Jung Hee
"['romance', 'drama', 'melodrama']", Lee Tae Gon
"['romance', 'drama', 'melodrama']", Jo Yeon Woo
"['romance', 'drama', 'melodrama']", Lee Soo Kyung
"['romance', 'drama', 'melodrama']", Han Hye Sook
"['romance', 'drama', 'melodrama']", Kang Ji Sub
"['life', 'drama', 'melodrama']",Go Hyun Jung
"['life', 'drama', 'melodrama']", Kim Hye Ja
"['life', 'drama', 'melodrama']", Na Moon Hee
"['life', 'drama', 'melodrama']", Go Doo Shim
"['life', 'drama', 'melodrama']", Park Won Sook
"['life', 'drama', 'melodrama']", Youn Yuh Jung
"['romance', 'drama']",Han Ji Hyo
"['romance', 'drama']", Kim Do Young
"['romance', 'drama']", Kwon Ah Reum
"['romance', 'drama']", amond
"['romance', 'drama']", Son Hyun Woo
"['romance', 'drama']", Kim Ji Hoon
"['romance', 'drama']",Han Ji Hyo
"['romance', 'drama']", Kim Do Young
"['romance', 'drama']", Kwon Ah Reum
"['romance', 'drama']", amond
"['romance', 'drama']", Son Hyun Woo
"['romance', 'drama']", Kim Ji Hoon
"['historical', 'mystery', 'political']",Han Seok Kyu
"['historical', 'mystery', 'political']", Jang Hyuk
"['historical', 'mystery', 'political']", Shin Sae Kyeong
"['historical', 'mystery', 'political']", Jo Jin Woong
"['historical', 'mystery', 'political']", Park Hyuk Kwon
"['historical', 'mystery', 'political']", Hyun Woo
['romance'],Yoo Ho Jung
['romance'], Son Hyun Joo
['romance'], Hong Yo Sub
['romance'], Kim Sung Ryung
['romance'], Ban Hyo Jung
['romance'], Shin Sung Rok
"['mystery', 'comedy', 'law', 'melodrama']",Kwon Sang Woo
"['mystery', 'comedy', 'law', 'melodrama']", Bae Sung Woo
"['mystery', 'comedy', 'law', 'melodrama']", Jung Woo Sung
"['mystery', 'comedy', 'law', 'melodrama']", Kim Joo Hyun
"['mystery', 'comedy', 'law', 'melodrama']", Jung Woong In
"['mystery', 'comedy', 'law', 'melodrama']", Kim Eung Soo
"['food', 'comedy', 'romance']",Son Ye Jin
"['food', 'comedy', 'romance']", Jung Joon
"['food', 'comedy', 'romance']", So Ji Sub
"['food', 'comedy', 'romance']", So Yoo Jin
"['food', 'comedy', 'romance']", Ji Sung
"['food', 'comedy', 'romance']", Kwon Sang Woo
"['comedy', 'crime', 'drama']",Chun Woo Hee
"['comedy', 'crime', 'drama']", Kim Dong Wook
"['comedy', 'crime', 'drama']", Yoon Park
"['comedy', 'crime', 'drama']", Park So Jin
"['comedy', 'crime', 'drama']", Lee Yeon
"['comedy', 'crime', 'drama']", Hong Seung Bum
"['action', 'comedy', 'martial arts', 'sci-fi']",Cho Mi Yeon
"['action', 'comedy', 'martial arts', 'sci-fi']", Lee Tae Vin
"['action', 'comedy', 'martial arts', 'sci-fi']", Kim Jae Woon
"['action', 'comedy', 'martial arts', 'sci-fi']", Zflat
"['action', 'comedy', 'martial arts', 'sci-fi']", Kim Eung Soo
