kdrama_name,actor
"['romance', 'drama', 'family']", Kim Sung Soo
"['romance', 'drama', 'family']", Yoon Se Ah
"['romance', 'drama', 'family']", Kim Young Ae
"['romance', 'drama', 'family']", Jung Hye Sun
"['psychological', 'life', 'drama']",Lee Sun Kyun
"['psychological', 'life', 'drama']", IU
"['psychological', 'life', 'drama']", Park Ho San
"['psychological', 'life', 'drama']", Song Sae Byuk
"['psychological', 'life', 'drama']", Lee Ji Ah
"['psychological', 'life', 'drama']", Kim Young Min
"['comedy', 'drama', 'melodrama']",Shim Yi Young
"['comedy', 'drama', 'melodrama']", Kim Hye Ri
"['comedy', 'drama', 'melodrama']", Andy
"['comedy', 'drama', 'melodrama']", Jo Eun Bit
"['comedy', 'drama', 'melodrama']", Yoo Joo Won
"['comedy', 'drama', 'melodrama']", Kwon Jae Hee
"['action', 'thriller', 'mystery', 'crime']",Han So Hee
"['action', 'thriller', 'mystery', 'crime']", Park Hee Soon 
"['action', 'thriller', 'mystery', 'crime']", Ahn Bo Hyun
"['action', 'thriller', 'mystery', 'crime']", Lee Hak Joo
"['action', 'thriller', 'mystery', 'crime']", Kim  Sang Ho
"['action', 'thriller', 'mystery', 'crime']", Chang Ryul
"['historical', 'comedy', 'romance', 'drama']",Gong Seung Yeon
"['historical', 'comedy', 'romance', 'drama']", Lee  Jong Hyun
"['historical', 'comedy', 'romance', 'drama']", Jin Ye Ju
"['historical', 'comedy', 'romance', 'drama']", Ahn Bo Hyun
"['historical', 'comedy', 'romance', 'drama']", Lee Jae Jin
"['historical', 'comedy', 'romance', 'drama']", Lee Chul Min
"['comedy', 'romance', 'drama']",Choi Soo Jong
"['comedy', 'romance', 'drama']", Uee
"['comedy', 'romance', 'drama']", Lee Jang Woo
"['comedy', 'romance', 'drama']", Yoon Jin Yi
"['comedy', 'romance', 'drama']", Jung Eun Woo
"['comedy', 'romance', 'drama']", Na Hye Mi
"['mystery', 'romance', 'drama', 'sci-fi']",Kim Dong Wook
"['mystery', 'romance', 'drama', 'sci-fi']", Jin Ki Joo
"['mystery', 'romance', 'drama', 'sci-fi']", Seo Ji Hye
"['mystery', 'romance', 'drama', 'sci-fi']", Lee Won Jung
"['mystery', 'romance', 'drama', 'sci-fi']", Lee Ji Hyun
"['mystery', 'romance', 'drama', 'sci-fi']", Lee Kyu Hoe
"['comedy', 'romance', 'drama', 'supernatural']",Rain
"['comedy', 'romance', 'drama', 'supernatural']", Oh Yeon Seo
"['comedy', 'romance', 'drama', 'supernatural']", Kim In Kwon
"['comedy', 'romance', 'drama', 'supernatural']", Kim Soo Ro
"['comedy', 'romance', 'drama', 'supernatural']", Lee Min Jung
"['comedy', 'romance', 'drama', 'supernatural']", Lee Ha Nee
"['comedy', 'romance', 'fantasy']",Jang Ki Yong
"['comedy', 'romance', 'fantasy']", Lee Hye Ri
"['comedy', 'romance', 'fantasy']", Kang Han Na
"['comedy', 'romance', 'fantasy']", Kim Do Wan
"['comedy', 'romance', 'fantasy']", Bae In Hyuk
"['comedy', 'romance', 'fantasy']", Park Kyung Hye
"['romance', 'melodrama']",Choi Jin Shil
"['romance', 'melodrama']", Lee Tae Ran
"['romance', 'melodrama']", Son Hyun Joo
"['romance', 'melodrama']", Jang Dong Jik
"['romance', 'melodrama']", Choi Ji Na
"['romance', 'melodrama']", Kim Hae Sook
"['comedy', 'romance', 'drama', 'supernatural']",Park Ji Yeon
"['comedy', 'romance', 'drama', 'supernatural']", Kim Dong Ho
"['comedy', 'romance', 'drama', 'supernatural']", Kisum
"['comedy', 'romance', 'drama', 'supernatural']", Ahn Bo Hyun
"['comedy', 'romance', 'drama', 'supernatural']", Yang Hak Jin
"['comedy', 'romance', 'drama', 'supernatural']", Kang Chul Woong
"['historical', 'comedy', 'romance']",Joo Won
"['historical', 'comedy', 'romance']", Oh Yeon Seo
"['historical', 'comedy', 'romance']", Lee Jung Shin
"['historical', 'comedy', 'romance']", Kim Yoon Hye
"['historical', 'comedy', 'romance']", Son Chang Min
"['historical', 'comedy', 'romance']", Yoon Se Ah
"['mystery', 'comedy', 'romance', 'drama']",Jin Yi Han
"['mystery', 'comedy', 'romance', 'drama']", Yoo In Na
"['mystery', 'comedy', 'romance', 'drama']", Namkoong Min
"['mystery', 'comedy', 'romance', 'drama']", Lee Young Eun
"['mystery', 'comedy', 'romance', 'drama']", Ha Yun Joo
"['mystery', 'comedy', 'romance', 'drama']", Uhm Soo Jung
"['comedy', 'romance', 'life', 'drama']",Sung Hoon
"['comedy', 'romance', 'life', 'drama']", Song Ji Eun
"['comedy', 'romance', 'life', 'drama']", Kim Jae Young
"['comedy', 'romance', 'life', 'drama']", Jung Da Sol
"['comedy', 'romance', 'life', 'drama']", Lee Hae In
"['comedy', 'romance', 'life', 'drama']", Baek Seung Heon
"['action', 'mystery', 'comedy', 'romance']",So Ji Sub
"['action', 'mystery', 'comedy', 'romance']", Jung In Sun
"['action', 'mystery', 'comedy', 'romance']", Son Ho Jun
"['action', 'mystery', 'comedy', 'romance']", Im Se Mi
"['action', 'mystery', 'comedy', 'romance']", Kim Geon U
"['action', 'mystery', 'comedy', 'romance']", Ok Ye Rin
"['romance', 'melodrama']",Kam Woo Sung
"['romance', 'melodrama']", Choi Soo Young
"['romance', 'melodrama']", Lee Joon Hyuk
"['romance', 'melodrama']", Jang Shin Young
"['romance', 'melodrama']", Shim Hye Jin
"['romance', 'melodrama']", Kwon Hae Hyo
"['mystery', 'comedy', 'romance', 'youth']",Yoo Seung Ho
"['mystery', 'comedy', 'romance', 'youth']", Jo Bo Ah
"['mystery', 'comedy', 'romance', 'youth']", Kwak Dong Yeon
"['mystery', 'comedy', 'romance', 'youth']", Chun Ho Jin
"['mystery', 'comedy', 'romance', 'youth']", Lee Kang Min
"['mystery', 'comedy', 'romance', 'youth']", Kim Yeo Jin
"['comedy', 'romance', 'family']",Son Hyun Joo
"['comedy', 'romance', 'family']", Lee Pil Mo
"['comedy', 'romance', 'family']", Han Sang Jin
"['comedy', 'romance', 'family']", Ji Chang Wook
"['comedy', 'romance', 'family']", Yoo Ha Na
"['comedy', 'romance', 'family']", Park Sun Young
"['life', 'drama']",Han Ye Ri
"['life', 'drama']", Kim Ji Suk
"['life', 'drama']", Choo Ja Hyun
"['life', 'drama']", Jung Jin Young
"['life', 'drama']", Won Mi Kyung
"['life', 'drama']", Shin Jae Ha
"['romance', 'drama']",Noh Min Woo
"['romance', 'drama']", Yang  Jin Sung
"['romance', 'drama']", Jung Yoon Hak
"['romance', 'drama']", Han Hye Rin
"['romance', 'drama']", Kim Eun Jung
"['romance', 'drama']", Yoon Joo Sang
"['mystery', 'melodrama']",Choi Myung Gil
"['mystery', 'melodrama']", Park Ha Na
"['mystery', 'melodrama']", Wang Bit Na
"['mystery', 'melodrama']", Lee Eun Hyung
"['mystery', 'melodrama']", Han Sang Jin
"['mystery', 'melodrama']", Lee Ho Jae
"['mystery', 'comedy', 'drama', 'fantasy']",Hwang Jung Eum
"['mystery', 'comedy', 'drama', 'fantasy']", Yook Sung Jae
"['mystery', 'comedy', 'drama', 'fantasy']", Choi Won Young
"['mystery', 'comedy', 'drama', 'fantasy']", Jung Da Eun
"['mystery', 'comedy', 'drama', 'fantasy']", Lee Joon Hyuk
"['mystery', 'comedy', 'drama', 'fantasy']", Na In Woo
"['music', 'comedy', 'romance', 'youth']",Joo Won
"['music', 'comedy', 'romance', 'youth']", Shim Eun Kyung
"['music', 'comedy', 'romance', 'youth']", Park Bo Gum
"['music', 'comedy', 'romance', 'youth']", Bae Min Jung
"['music', 'comedy', 'romance', 'youth']", Go Kyung Pyo
"['music', 'comedy', 'romance', 'youth']", Min Do Hee
"['action', 'thriller', 'mystery', 'drama']",Lee Joon Hyuk
"['action', 'thriller', 'mystery', 'drama']", Jung In Sun
"['action', 'thriller', 'mystery', 'drama']", Lee Won Jong
"['action', 'thriller', 'mystery', 'drama']", Jo Hee Bong
"['action', 'thriller', 'mystery', 'drama']", Seo Jung Yeon
"['action', 'thriller', 'mystery', 'drama']", Park Hoon
"['action', 'thriller', 'crime']",Ha Jung Woo
"['action', 'thriller', 'crime']", Hwang Jung Min
"['action', 'thriller', 'crime']", Park Hae Soo
"['action', 'thriller', 'crime']", Jo  Woo Jin
"['action', 'thriller', 'crime']", Yoo Yeon Seok
"['action', 'thriller', 'crime']", Choo Ja Hyun
"['life', 'drama']",Park In Hwan
"['life', 'drama']", Song Kang
"['life', 'drama']", Na Moon Hee
"['life', 'drama']", Hong Seung Hee
"['life', 'drama']", Kim Tae Hoon
"['life', 'drama']", Yoon  Ji Hye
"['comedy', 'romance', 'drama', 'family']",Kwak Dong Yeon
"['comedy', 'romance', 'drama', 'family']", Park Se Wan
"['comedy', 'romance', 'drama', 'family']", Ye Ji Won
"['comedy', 'romance', 'drama', 'family']", Youn Yuh Jung
"['comedy', 'romance', 'drama', 'family']", Oh Ji Ho
"['comedy', 'romance', 'drama', 'family']", Song Won Seok
"['romance', 'life', 'youth', 'drama']",Han So Hee
"['romance', 'life', 'youth', 'drama']", Song Kang
"['romance', 'life', 'youth', 'drama']", Chae Jong Hyeop
"['romance', 'life', 'youth', 'drama']", Lee Yeol Eum
"['romance', 'life', 'youth', 'drama']", Yang Hye Ji
"['romance', 'life', 'youth', 'drama']", Kim Min Gwi
"['romance', 'medical']",Kim Min Jung
"['romance', 'medical']", Ji Sung
"['romance', 'medical']", Jo Jae Hyun
"['romance', 'medical']", Jung Ho Geun
"['romance', 'medical']", Shin Da Eun
"['romance', 'medical']", Son Yeo Eun
"['historical', 'drama']",Lee Il Hwa
"['historical', 'drama']", Seo Young
"['historical', 'drama']", Kim Se In
"['historical', 'drama']", Lee Kye In
"['historical', 'drama']", Kwon Hae Sung
"['historical', 'drama']", Choi Phillip
"['comedy', 'romance', 'drama', 'melodrama']",Lee Da Hae
"['comedy', 'romance', 'drama', 'melodrama']", Ryu Soo Young
"['comedy', 'romance', 'drama', 'melodrama']", Ahn Woo Yeon
"['comedy', 'romance', 'drama', 'melodrama']", Bae Soo Bin
"['comedy', 'romance', 'drama', 'melodrama']", Yoon Se Ah
"['comedy', 'romance', 'drama', 'melodrama']", Shim Hyung Tak
"['business', 'drama', 'political']",Lee Yo Won
"['business', 'drama', 'political']", Jin Goo
"['business', 'drama', 'political']", Uee
"['business', 'drama', 'political']", Jung Hae In
"['business', 'drama', 'political']", Jeon Gook Hwan
"['business', 'drama', 'political']", Jung Han Yong
"['mystery', 'romance', 'supernatural']",Lee Jin Wook
"['mystery', 'romance', 'supernatural']", Lee Seung Joon
"['mystery', 'romance', 'supernatural']", Jo Yoon Hee
"['mystery', 'romance', 'supernatural']", Oh Min Suk
"['mystery', 'romance', 'supernatural']", Lee Yi Kyung
"['mystery', 'romance', 'supernatural']", Jo Min Ah
"['romance', 'drama', 'family']",Na Hye Mi
"['romance', 'drama', 'family']", Choi Woong
"['romance', 'drama', 'family']", Jung Min Ah
"['romance', 'drama', 'family']", Jung Heon
"['romance', 'drama', 'family']", Do Ji Won
"['romance', 'drama', 'family']", Kim Yoo Suk
"['comedy', 'romance', 'drama', 'melodrama']",Go Kyung Pyo
"['comedy', 'romance', 'drama', 'melodrama']", Kang Han Na
"['comedy', 'romance', 'drama', 'melodrama']", Joo Jong Hyuk
"['comedy', 'romance', 'drama', 'melodrama']", Lee Bom So Ri
"['comedy', 'romance', 'drama', 'melodrama']", Lee Ji Myeong
"['comedy', 'romance', 'life', 'drama']",Park Ha Sun
"['comedy', 'romance', 'life', 'drama']", Kwon Yool
"['comedy', 'romance', 'life', 'drama']", Moon Hee Kyung
"['comedy', 'romance', 'life', 'drama']", Kim Jong Goo
"['comedy', 'romance', 'life', 'drama']", Jo Wan Ki
"['comedy', 'romance', 'life', 'drama']", Baek Eun Hye
"['comedy', 'romance']",Sung Hoon
"['comedy', 'romance']", Kim Jae Kyung
"['comedy', 'romance']", Kim Dong Seok
"['comedy', 'romance']", Park Eun Seok
"['comedy', 'romance']", Lee Seung Yeon
"['comedy', 'romance']", Park Shin Woon
"['thriller', 'mystery', 'drama', 'melodrama']",Kim Seo Hyung
"['thriller', 'mystery', 'drama', 'melodrama']", Ryu Deok Hwan
"['thriller', 'mystery', 'drama', 'melodrama']", Park Hoon
"['thriller', 'mystery', 'drama', 'melodrama']", Ahn Ji Ho
"['thriller', 'mystery', 'drama', 'melodrama']", Min Jin Woong
"['thriller', 'mystery', 'drama', 'melodrama']", Kang Ye Won
"['historical', 'romance', 'war', 'political']",Jo Jung Suk
"['historical', 'romance', 'war', 'political']", Yoon Shi Yoon
"['historical', 'romance', 'war', 'political']", Han Ye Ri
"['historical', 'romance', 'war', 'political']", Choi Moo Sung
"['historical', 'romance', 'war', 'political']", Park Hyuk Kwon
"['historical', 'romance', 'war', 'political']", Min Sung Wook
"['comedy', 'romance', 'drama', 'sitcom']",Lee Min Woo
"['comedy', 'romance', 'drama', 'sitcom']", Go Soo
"['comedy', 'romance', 'drama', 'sitcom']", Kim Hyo Jin
"['comedy', 'romance', 'drama', 'sitcom']", Yeon Jung Hoon
"['comedy', 'romance', 'drama', 'sitcom']", Lee Min Woo
"['comedy', 'romance', 'drama', 'sitcom']", Lee Jenny
"['mystery', 'comedy', 'romance', 'drama']",Jeon Hye Jin
"['mystery', 'comedy', 'romance', 'drama']", Choi Soo Young
"['mystery', 'comedy', 'romance', 'drama']", Ahn Jae Wook
"['mystery', 'comedy', 'romance', 'drama']", Park Sung Hoon
"['mystery', 'comedy', 'romance', 'drama']", Kim Hye Eun
"['mystery', 'comedy', 'romance', 'drama']", Seo Ye Hwa
"['romance', 'drama', 'melodrama']",Song Hye Kyo
"['romance', 'drama', 'melodrama']", Jang Ki Yong
"['romance', 'drama', 'melodrama']", Choi Hee Seo
"['romance', 'drama', 'melodrama']", Kim Joo Heon
"['romance', 'drama', 'melodrama']", Park  Hyo Joo
"['romance', 'drama', 'melodrama']", Yoon Na Moo
"['action', 'thriller', 'mystery', 'drama']",Kim Myung Soo
"['action', 'thriller', 'mystery', 'drama']", Choi Jin Hyuk
"['action', 'thriller', 'mystery', 'drama']", Choi Min Soo
"['action', 'thriller', 'mystery', 'drama']", Yeonwoo
"['action', 'thriller', 'mystery', 'drama']", Kim Yoo Ri
"['action', 'thriller', 'mystery', 'drama']", Lee Sung Yeol
"['historical', 'romance', 'youth', 'drama']",Jang Dong Yoon
"['historical', 'romance', 'youth', 'drama']", Seol In Ah
"['historical', 'romance', 'youth', 'drama']", Choo Young Woo
"['historical', 'romance', 'youth', 'drama']", Do Sang Woo
"['historical', 'romance', 'youth', 'drama']", Hyun Seung Hee
"['historical', 'romance', 'youth', 'drama']", Jin Yi Han
"['comedy', 'romance', 'sci-fi']",Gong Hyo Jin
"['comedy', 'romance', 'sci-fi']", Lee Min Ho
"['comedy', 'romance', 'sci-fi']", Han Ji Eun
"['comedy', 'romance', 'sci-fi']", Oh Jung Se
"['comedy', 'romance', 'sci-fi']", Kim Joo Heon
"['comedy', 'romance', 'sci-fi']", Lee El
"['comedy', 'romance', 'drama']",Ahn Jae Wook
"['comedy', 'romance', 'drama']", Chae Rim
"['comedy', 'romance', 'drama']", Ryu Jin
"['comedy', 'romance', 'drama']", Park Sun Young
"['comedy', 'romance', 'drama']", Moon Cheon Shik
"['comedy', 'romance', 'drama']", Jung Suk Yong
"['comedy', 'romance', 'drama', 'medical']",Jang Na Ra
"['comedy', 'romance', 'drama', 'medical']", Go Jun
"['comedy', 'romance', 'drama', 'medical']", Park Byung Eun
"['comedy', 'romance', 'drama', 'medical']", Jung Gun Joo
"['comedy', 'romance', 'drama', 'medical']", Kim Hye Ok
"['comedy', 'romance', 'drama', 'medical']", Kim Jae Hwa
"['thriller', 'comedy', 'romance', 'supernatural']",Park Bo Young
"['thriller', 'comedy', 'romance', 'supernatural']", Kim Seul Gi
"['thriller', 'comedy', 'romance', 'supernatural']", Jo Jung Suk
"['thriller', 'comedy', 'romance', 'supernatural']", Im Joo Hwan
"['thriller', 'comedy', 'romance', 'supernatural']", Kang Ki Young
"['thriller', 'comedy', 'romance', 'supernatural']", Kwak Shi Yang
"['comedy', 'romance', 'fantasy', 'melodrama']",Lee Min Ki
"['comedy', 'romance', 'fantasy', 'melodrama']", Nana
"['comedy', 'romance', 'fantasy', 'melodrama']", Kang Min Hyuk
"['comedy', 'romance', 'fantasy', 'melodrama']", Kim Ho Jung
"['comedy', 'romance', 'fantasy', 'melodrama']", Lee Hwi Hyang
"['comedy', 'romance', 'fantasy', 'melodrama']", Sun Woo Jae Duk
"['comedy', 'law', 'romance', 'life']",So Ji Sub
"['comedy', 'law', 'romance', 'life']", Shin Min Ah
"['comedy', 'law', 'romance', 'life']", Jung Gyu Woon
"['comedy', 'law', 'romance', 'life']", Yoo In Young
"['comedy', 'law', 'romance', 'life']", Sung Hoon
"['comedy', 'law', 'romance', 'life']", Henry Lau
"['comedy', 'romance', 'fantasy', 'melodrama']",Lee Min Ki
"['comedy', 'romance', 'fantasy', 'melodrama']", Nana
"['comedy', 'romance', 'fantasy', 'melodrama']", Kang Min Hyuk
"['comedy', 'romance', 'fantasy', 'melodrama']", Kim Ho Jung
"['comedy', 'romance', 'fantasy', 'melodrama']", Lee Hwi Hyang
"['comedy', 'romance', 'fantasy', 'melodrama']", Sun Woo Jae Duk
"['thriller', 'romance', 'drama', 'fantasy']",Yeri
"['thriller', 'romance', 'drama', 'fantasy']", Yang Hong Seok
"['thriller', 'romance', 'drama', 'fantasy']", Lee Sang Jun
"['thriller', 'romance', 'drama', 'fantasy']", Kim Yi Seo
"['thriller', 'romance', 'drama', 'fantasy']", Kim Gyeol Yu
"['thriller', 'romance', 'drama', 'fantasy']", Park Joo Hyun
"['comedy', 'romance', 'drama', 'supernatural']",Han Chae Ah
"['comedy', 'romance', 'drama', 'supernatural']", Shin Hyun Joon
"['comedy', 'romance', 'drama', 'supernatural']", Kim Jung Eun
"['comedy', 'romance', 'drama', 'supernatural']", Han Jae Suk
"['comedy', 'romance', 'drama', 'supernatural']", Narsha
"['comedy', 'romance', 'drama', 'supernatural']", Ryu Si Hyun
"['comedy', 'romance', 'drama', 'melodrama']",Uee
"['comedy', 'romance', 'drama', 'melodrama']", Joo Won
"['comedy', 'romance', 'drama', 'melodrama']", Ryu Soo Young
"['comedy', 'romance', 'drama', 'melodrama']", Choi Jung Yoon
"['comedy', 'romance', 'drama', 'melodrama']", Jung Woong In
"['comedy', 'romance', 'drama', 'melodrama']", Yeon Woo Jin
"['romance', 'drama']",Song Yoon Ah
"['romance', 'drama']", Kim Ha Neul
"['romance', 'drama']", Lee Bum Soo
"['romance', 'drama']", Park Yong Ha
"['romance', 'drama']", Kim Sung Oh
"['romance', 'drama']", Yoo Seo Jin
"['comedy', 'life', 'drama']",Moon So Ri
"['comedy', 'life', 'drama']", Jung Jae Young
"['comedy', 'life', 'drama']", Lee Sang Yeob
"['comedy', 'life', 'drama']", Kim Ga Eun
"['comedy', 'life', 'drama']", Kim Nam Hee
"['comedy', 'life', 'drama']", Ahn Nae Sang
"['romance', 'drama', 'melodrama']",Kim Ha Neul
"['romance', 'drama', 'melodrama']", Lee Sang Yoon
"['romance', 'drama', 'melodrama']", Shin Sung Rok
"['romance', 'drama', 'melodrama']", Choi Yeo Jin
"['romance', 'drama', 'melodrama']", Jang Hee Jin
"['romance', 'drama', 'melodrama']", Kim Hwan Hee
"['romance', 'supernatural']",Lee Hyun Jun
"['romance', 'supernatural']", Moon Ji Yong
"['romance', 'supernatural']", Kang Woo Jung
"['comedy', 'romance', 'life']",Joy
"['comedy', 'romance', 'life']", Choo Young Woo
"['comedy', 'romance', 'life']", Baek Sung Chul
"['comedy', 'romance', 'life']", Jung Suk Yong
"['comedy', 'romance', 'life']", Noh Jae Won
"['comedy', 'romance', 'life']", Park Ye Ni
"['comedy', 'law', 'drama']",Namkoong Min
"['comedy', 'law', 'drama']", Kim Ji Eun
"['comedy', 'law', 'drama']", Choi Dae Hoon
"['comedy', 'law', 'drama']", Lee Deok Hwa
"['comedy', 'law', 'drama']", Park Jin Woo
"['comedy', 'law', 'drama']", Ha Sung Kwang
['drama'],Lee Deok Hwa
['drama'], Kim Hae Sook
['drama'], Lee Tae Hwan
['drama'], Seo Dong Won
['drama'], Choi Hee Seo
['drama'], Yoo Seung Yong
"['comedy', 'romance', 'youth', 'drama']",Jang Na Ra
"['comedy', 'romance', 'youth', 'drama']", Jung Kyung Ho
"['comedy', 'romance', 'youth', 'drama']", Yoo Da In
"['comedy', 'romance', 'youth', 'drama']", Kwon Yool
"['comedy', 'romance', 'youth', 'drama']", Yoo In Na
"['comedy', 'romance', 'youth', 'drama']", Seo In Young
"['music', 'romance', 'youth', 'drama']",Kim Myung Soo
"['music', 'romance', 'youth', 'drama']", Yoon So Hee
"['music', 'romance', 'youth', 'drama']", Kim Ji Young
"['music', 'romance', 'youth', 'drama']", Kang Nam Gil
"['music', 'romance', 'youth', 'drama']", Shin Ji Soo
"['music', 'romance', 'youth', 'drama']", Lee Tae Im
"['thriller', 'mystery', 'law', 'crime']",Kim Soo Hyun
"['thriller', 'mystery', 'law', 'crime']", Cha Seung Won
"['thriller', 'mystery', 'law', 'crime']", Lee Seol
"['thriller', 'mystery', 'law', 'crime']", Kim Shin Rok
"['thriller', 'mystery', 'law', 'crime']", Kim Hong Pa
"['thriller', 'mystery', 'law', 'crime']", Kim Sung Gyu
"['romance', 'life', 'drama', 'melodrama']",Jung Hae In
"['romance', 'life', 'drama', 'melodrama']", Han Ji Min
"['romance', 'life', 'drama', 'melodrama']", Kim Joon Han
"['romance', 'life', 'drama', 'melodrama']", Im Sung Eon
"['romance', 'life', 'drama', 'melodrama']", Joo Min Kyung
"['romance', 'life', 'drama', 'melodrama']", Song Seung Hwan
"['romance', 'drama']",So Ji Sub
"['romance', 'drama']", Kim Ji Won
"['romance', 'drama']", Im Ju Eun
"['romance', 'drama']", Lee Jong Hyuk
"['romance', 'drama']", Ha Jae Sook
"['romance', 'drama']", Yoon Joo Man
"['mystery', 'comedy', 'romance', 'drama']",Lee Ha Nee
"['mystery', 'comedy', 'romance', 'drama']", Lee Sang Yoon
"['mystery', 'comedy', 'romance', 'drama']", Lee Won Keun
"['mystery', 'comedy', 'romance', 'drama']", Jin Seo Yun
"['mystery', 'comedy', 'romance', 'drama']", Song Won Seok
"['mystery', 'comedy', 'romance', 'drama']", Jeon Gook Hwan
"['life', 'drama', 'family', 'melodrama']",Han Hye Jin
"['life', 'drama', 'family', 'melodrama']", Ji Jin Hee
"['life', 'drama', 'family', 'melodrama']", Kim Jee Soo
"['life', 'drama', 'family', 'melodrama']", Lee Sang Woo
"['life', 'drama', 'family', 'melodrama']", Kim Hye Na
"['life', 'drama', 'family', 'melodrama']", Park Jung Soo
"['business', 'romance', 'drama', 'melodrama']",Park Han Byul
"['business', 'romance', 'drama', 'melodrama']", Lee Tae Gon
"['business', 'romance', 'drama', 'melodrama']", Jung Eun Woo
"['business', 'romance', 'drama', 'melodrama']", Yoon  Se In
"['business', 'romance', 'drama', 'melodrama']", Kim Joo Young
"['business', 'romance', 'drama', 'melodrama']", Lee Hye Sook
"['romance', 'family']",Seo Ha Joon
"['romance', 'family']", Im Se Mi
"['romance', 'family']", Lee Kyu Han
"['romance', 'family']", Nam Bo Ra
"['romance', 'family']", Yoon Jong Hoon
"['romance', 'family']", Kim Ye Won
['life'],Hong Hwa Yeon
"['romance', 'drama', 'sports', 'fantasy']",Yoo Seung Ho
"['romance', 'drama', 'sports', 'fantasy']", Lee Hyun Jin
"['romance', 'drama', 'sports', 'fantasy']", Park Eun Bin
"['romance', 'drama', 'sports', 'fantasy']", Kim Seung Pil
"['romance', 'drama', 'sports', 'fantasy']", Go In Beom
"['romance', 'drama', 'sports', 'fantasy']", Roh Jeong Eui
"['historical', 'romance', 'drama', 'supernatural']",Kim Seol Hyun
"['historical', 'romance', 'drama', 'supernatural']", Yeo Jin Goo
"['historical', 'romance', 'drama', 'supernatural']", Lee  Jong Hyun
"['historical', 'romance', 'drama', 'supernatural']", Gil Eun Hye
"['historical', 'romance', 'drama', 'supernatural']", Song Jong Ho
"['historical', 'romance', 'drama', 'supernatural']", Lee Il Hwa
"['romance', 'life', 'youth', 'drama']",Choi  Woo Shik
"['romance', 'life', 'youth', 'drama']", Kim Da Mi
"['romance', 'life', 'youth', 'drama']", Kim Sung Cheol
"['romance', 'life', 'youth', 'drama']", Roh Jeong Eui
"['romance', 'life', 'youth', 'drama']", Ahn Dong Goo
"['romance', 'life', 'youth', 'drama']", Park Jin Joo
"['historical', 'mystery', 'romance', 'drama']",Park Hyung Sik
"['historical', 'mystery', 'romance', 'drama']", Jeon So Nee
"['historical', 'mystery', 'romance', 'drama']", Pyo Ye Jin
"['historical', 'mystery', 'romance', 'drama']", Yoon Jong Seok
"['historical', 'mystery', 'romance', 'drama']", Lee Tae Sun
"['historical', 'mystery', 'romance', 'drama']", Heo Won Seo
"['romance', 'life', 'drama', 'melodrama']",Lee Byung Hun
"['romance', 'life', 'drama', 'melodrama']", Shin Min Ah
"['romance', 'life', 'drama', 'melodrama']", Cha Seung Won
"['romance', 'life', 'drama', 'melodrama']", Lee Jung Eun
"['romance', 'life', 'drama', 'melodrama']", Uhm Jung Hwa
"['romance', 'life', 'drama', 'melodrama']", Han Ji Min
"['business', 'romance']",Lee Seung Gyu
"['business', 'romance']", Lee Jong Hyuk
"['business', 'romance']", Yu Seong Yong
"['business', 'romance']", Jung Jin Woo
"['business', 'romance']", Sung Ryung
"['business', 'romance']", Park Si Young
"['comedy', 'romance', 'family']",Song Jae Rim
"['comedy', 'romance', 'family']", Kim So Eun
"['comedy', 'romance', 'family']", Yoo  Sun
"['comedy', 'romance', 'family']", Kim Gyu Ri
"['comedy', 'romance', 'family']", Lee Byung Joon
"['comedy', 'romance', 'family']", Lee Wan
"['music', 'romance', 'youth']",Ji Hyun Woo
"['music', 'romance', 'youth']", Seo Ji Hye
"['music', 'romance', 'youth']", Kim Ok Bin
"['music', 'romance', 'youth']", Hwanhee
"['music', 'romance', 'youth']", Jo  Sang Gu
"['music', 'romance', 'youth']", Shin Hyun Tak
"['historical', 'romance', 'drama', 'melodrama']",Kim Min Ha
"['historical', 'romance', 'drama', 'melodrama']", Youn Yuh Jung
"['historical', 'romance', 'drama', 'melodrama']", Jin Ha
"['historical', 'romance', 'drama', 'melodrama']", Lee Min Ho
"['historical', 'romance', 'drama', 'melodrama']", Yuna
"['historical', 'romance', 'drama', 'melodrama']", Park So Hee
"['romance', 'life', 'melodrama', 'supernatural']",Jung Woo Sung
"['romance', 'life', 'melodrama', 'supernatural']", Han Ji Min
"['romance', 'life', 'melodrama', 'supernatural']", Kim Bum
"['romance', 'life', 'melodrama', 'supernatural']", Park Jung Woo
"['romance', 'life', 'melodrama', 'supernatural']", Kim Min Kyung
"['romance', 'life', 'melodrama', 'supernatural']", Kim Joon Sung
"['thriller', 'mystery', 'romance', 'drama']",Kim Seo Hyung
"['thriller', 'mystery', 'romance', 'drama']", Yoo  Sun
"['thriller', 'mystery', 'romance', 'drama']", Seo Young Hee
"['thriller', 'mystery', 'romance', 'drama']", Lee Shi Woo
"['thriller', 'mystery', 'romance', 'drama']", Gong Jung Hwan
"['thriller', 'mystery', 'romance', 'drama']", Lee Chun Hee
"['action', 'thriller', 'drama', 'melodrama']",Lee Ji Ah
"['action', 'thriller', 'drama', 'melodrama']", Lee Sang Yoon
"['action', 'thriller', 'drama', 'melodrama']", Jang Hee Jin
"['action', 'thriller', 'drama', 'melodrama']", Park Ki Woong
"['action', 'thriller', 'drama', 'melodrama']", Bong Tae Kyu
"['action', 'thriller', 'drama', 'melodrama']", Han Soo Yeon
"['romance', 'drama', 'melodrama']",Lee Young Ae
