kdrama_name,original_networks
"['thriller', 'mystery']",TVING
"['romance', 'family']",MBC
"['historical', 'mystery', 'comedy', 'romance']",tvN
"['historical', 'romance', 'drama']",KBS
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama', 'melodrama']",KBS
"['action', 'thriller', 'crime', 'sci-fi']",Netflix
"['action', 'thriller', 'crime', 'sci-fi']", OCN
"['romance', 'drama']",MBC
"['comedy', 'youth', 'drama', 'political']",TVING
"['romance', 'life', 'drama', 'sports']",jTBC
"['romance', 'life', 'drama', 'sports']", Netflix
"['food', 'romance']",SBS
"['thriller', 'historical', 'drama']",SBS
"['romance', 'life', 'drama', 'melodrama']",MBC
"['historical', 'mystery', 'romance', 'melodrama']",SBS
"['comedy', 'drama', 'sitcom']",SBS
['romance'],KBS
"['action', 'romance', 'drama', 'political']",SBS
"['food', 'comedy', 'romance', 'drama']",tvN
"['historical', 'comedy', 'romance']",SBS
"['action', 'thriller', 'mystery', 'drama']",OCN
"['thriller', 'mystery', 'psychological']",OCN
"['romance', 'drama', 'family', 'melodrama']",KBS
"['romance', 'drama']",SBS
"['romance', 'drama']",MBC
"['comedy', 'romance', 'life', 'melodrama']",SBS
"['mystery', 'youth', 'drama']",KBS
"['mystery', 'comedy', 'romance', 'youth']",KBS
"['romance', 'youth', 'drama', 'melodrama']",KBS
"['romance', 'youth', 'drama', 'melodrama']", Viki
"['mystery', 'romance', 'youth', 'drama']",KBS
"['mystery', 'life', 'youth', 'drama']",jTBC
"['military', 'thriller', 'mystery', 'horror']",OCN
"['business', 'comedy', 'romance', 'drama']",tvN
"['comedy', 'romance', 'life', 'drama']",tvN
"['romance', 'life', 'drama']",SBS
"['romance', 'drama', 'melodrama']",KBS
"['music', 'romance', 'drama', 'melodrama']",jTBC
"['romance', 'drama', 'melodrama', 'political']",SBS
"['historical', 'mystery', 'drama', 'political']",SBS
"['historical', 'romance', 'medical', 'fantasy']",jTBC
"['romance', 'drama', 'fantasy', 'melodrama']",DRAMAcube
"['thriller', 'mystery', 'psychological', 'drama']",SBS
['historical'],NA
"['historical', 'mystery', 'comedy', 'romance']",tvN
"['business', 'romance', 'melodrama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['comedy', 'romance', 'drama', 'fantasy']",Netflix
"['comedy', 'romance', 'drama', 'fantasy']", TVING
"['comedy', 'romance', 'drama', 'fantasy']", tvN
"['thriller', 'mystery', 'comedy', 'fantasy']",KBS
"['comedy', 'romance', 'life', 'youth']",NA
"['historical', 'drama']",KBS
"['comedy', 'romance', 'drama', 'melodrama']",KBS
"['comedy', 'romance', 'life', 'youth']",KBS
"['mystery', 'psychological', 'crime', 'drama']",MBC
"['comedy', 'romance', 'drama']",MBC
"['business', 'comedy', 'romance', 'drama']",iQiyi
"['business', 'comedy', 'romance', 'drama']", jTBC
"['historical', 'romance', 'supernatural', 'political']",MBC
"['romance', 'family']",MBC
"['comedy', 'romance', 'drama']",tvN
"['comedy', 'romance', 'life', 'drama']",MBC
"['comedy', 'romance', 'life', 'sports']",OCN
"['comedy', 'romance', 'life', 'sports']", Viki
"['comedy', 'romance', 'life', 'melodrama']",SBS
"['thriller', 'mystery', 'romance', 'drama']",Channel A
"['thriller', 'mystery', 'romance', 'drama']", Viki
"['thriller', 'mystery', 'sci-fi']",tvN
"['thriller', 'mystery', 'sci-fi']",tvN
"['historical', 'drama', 'political']",MBC
"['romance', 'family', 'melodrama']",KBS
['romance'],MBC
"['action', 'thriller', 'mystery', 'sci-fi']",jTBC
"['action', 'thriller', 'mystery', 'sci-fi']", Netflix
"['action', 'historical', 'drama', 'political']",SBS
"['action', 'thriller', 'mystery', 'supernatural']",jTBC
"['mystery', 'psychological', 'drama']",jTBC
"['romance', 'drama', 'sports', 'melodrama']",SBS
['romance'],SBS
"['romance', 'drama']",SBS
"['romance', 'drama', 'melodrama', 'political']",jTBC
"['music', 'comedy', 'romance']",Amazon Prime
"['music', 'comedy', 'romance']", iQiyi
"['music', 'comedy', 'romance']", Naver TV Cast
"['music', 'comedy', 'romance']", Viki
"['music', 'comedy', 'romance']", vLive
"['comedy', 'romance', 'youth', 'sitcom']",Netflix
"['law', 'youth', 'drama']",jTBC
"['thriller', 'mystery', 'psychological', 'mature']",Netflix
"['romance', 'life', 'youth']",Naver TV Cast
"['comedy', 'romance', 'drama']",DramaX
"['romance', 'drama', 'melodrama']",NA
"['romance', 'life', 'drama', 'melodrama']",jTBC
"['romance', 'life', 'drama', 'melodrama']", Netflix
"['action', 'thriller', 'historical', 'drama']",Netflix
"['life', 'drama']",jTBC
"['comedy', 'romance', 'drama', 'medical']",KBS
"['comedy', 'romance', 'drama', 'medical']",KBS
"['music', 'romance']",Disney
"['action', 'mystery', 'psychological']",OCN
"['action', 'business', 'comedy', 'drama']",MBC
"['romance', 'drama', 'melodrama']",MBC
"['historical', 'drama', 'political']",MBC
"['thriller', 'romance', 'drama']",MBN
"['thriller', 'romance', 'drama']", Viki
"['mystery', 'business', 'law', 'political']",MBC
"['romance', 'drama']",SBS
"['business', 'comedy', 'drama', 'fantasy']",MBC
"['thriller', 'romance', 'crime', 'political']",KBS
"['action', 'comedy', 'romance', 'crime']",KBS
"['mystery', 'comedy', 'crime', 'drama']",OCN
"['action', 'thriller', 'mystery', 'drama']",Netflix
"['romance', 'drama']",SBS
"['business', 'comedy', 'sitcom']",MBC
"['romance', 'drama', 'family']",MBC
"['thriller', 'mystery', 'romance', 'drama']",tvN
"['youth', 'drama']",NA
"['music', 'romance']",Fuji TV
"['music', 'romance']", MBC
"['comedy', 'romance', 'drama', 'supernatural']",SBS
"['comedy', 'romance', 'crime', 'drama']",jTBC
"['action', 'adventure', 'mystery', 'comedy']",tvN
"['music', 'mystery', 'comedy', 'romance']",SBS
['romance'],NA
"['thriller', 'mystery', 'law', 'drama']",Netflix
"['thriller', 'mystery', 'law', 'drama']", tvN
"['law', 'romance', 'drama']",ENA
"['law', 'romance', 'drama']", Genie TV
"['law', 'romance', 'drama']", Viki
"['action', 'comedy', 'romance', 'supernatural']",jTBC
"['action', 'comedy', 'romance', 'supernatural']",jTBC
"['action', 'comedy', 'romance', 'supernatural']", TVING
"['business', 'comedy', 'romance', 'life']",KBS
"['business', 'comedy', 'romance', 'life']",KBS
"['comedy', 'romance', 'drama', 'family']",KBS
"['action', 'business', 'law', 'drama']",KBS
"['romance', 'life', 'drama', 'melodrama']",ENA
"['romance', 'life', 'drama', 'melodrama']", Genie TV
"['romance', 'youth']",NA
"['romance', 'drama']",SBS
"['romance', 'drama']",KBS
"['comedy', 'romance', 'drama', 'medical']",tvN
"['action', 'comedy', 'crime', 'drama']",SBS
"['romance', 'drama', 'medical', 'melodrama']",SBS
"['thriller', 'comedy', 'law', 'romance']",SBS
"['comedy', 'romance', 'drama', 'supernatural']",MBC every
"['comedy', 'romance', 'life', 'drama']",KBS
"['comedy', 'romance']",MBC
"['romance', 'drama', 'melodrama']",SBS
"['action', 'horror', 'drama', 'sci-fi']",Netflix
"['romance', 'drama', 'family', 'melodrama']",KBS
"['food', 'comedy', 'romance', 'life']",jTBC
"['food', 'comedy', 'romance', 'life']", Viki
"['comedy', 'romance', 'youth', 'fantasy']",Oksusu
"['thriller', 'mystery', 'romance', 'supernatural']",XtvN
"['action', 'comedy', 'romance']",MBC
"['comedy', 'romance', 'life', 'drama']",KBS
"['action', 'comedy', 'romance', 'drama']",MBC
"['thriller', 'mystery', 'comedy', 'law']",SBS
"['romance', 'drama', 'medical']",jTBC
['historical'],KBS
"['romance', 'drama']",SBS
"['comedy', 'romance', 'drama', 'fantasy']",tvN
"['thriller', 'horror', 'romance', 'fantasy']",tvN
"['historical', 'horror', 'romance', 'fantasy']",tvN
['drama'],SBS
"['action', 'thriller', 'crime', 'drama']",SBS
"['action', 'adventure', 'thriller', 'romance']",SBS
"['action', 'mystery', 'comedy', 'drama']",OCN
"['romance', 'drama']",MBN
['historical'],KBS
"['thriller', 'mystery']",OCN
"['food', 'comedy', 'romance', 'life']",SBS
"['romance', 'drama', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']",SBS
"['romance', 'youth', 'drama', 'melodrama']",MBC
"['comedy', 'romance', 'drama']",SBS
"['comedy', 'romance', 'family', 'medical']",MBC
"['romance', 'crime', 'melodrama']",SBS
"['thriller', 'drama', 'melodrama']",Netflix
"['romance', 'drama', 'family', 'sitcom']",TV Chosun
"['drama', 'family', 'melodrama']",KBS
"['business', 'drama', 'political']",MBC
"['comedy', 'romance', 'melodrama', 'supernatural']",jTBC
"['romance', 'drama', 'family', 'melodrama']",SBS
"['action', 'historical', 'romance', 'drama']",KBS
"['comedy', 'romance', 'drama', 'fantasy']",tvN
"['action', 'thriller', 'mystery']",SBS
"['romance', 'drama', 'family']",KBS
"['thriller', 'mystery', 'horror', 'supernatural']",tvN
"['historical', 'romance', 'melodrama', 'political']",tvN
"['historical', 'drama', 'political']",KBS
"['thriller', 'mystery', 'comedy', 'drama']",ENA
"['mystery', 'law', 'crime', 'drama']",tvN
"['comedy', 'romance', 'drama', 'medical']",SBS
"['action', 'thriller', 'mystery', 'drama']",DRAMAcube
"['action', 'thriller', 'mystery', 'drama']", ENA
"['action', 'thriller', 'mystery', 'drama']", SBS
"['action', 'thriller', 'mystery', 'drama']", SBS Plus
"['drama', 'family']",jTBC
"['historical', 'romance', 'drama', 'political']",MBC
"['law', 'drama', 'melodrama']",jTBC
"['law', 'drama', 'melodrama']", ViuTV
"['mystery', 'drama', 'medical']",jTBC
"['thriller', 'mystery', 'drama']",SBS
"['thriller', 'mystery', 'drama']", SBS Plus
"['business', 'comedy', 'romance', 'life']",Netflix
"['comedy', 'romance', 'family']",SBS
"['action', 'mystery', 'comedy', 'crime']",SBS
"['action', 'thriller', 'mystery', 'drama']",DRAMAcube
"['action', 'thriller', 'mystery', 'drama']", ENA
"['action', 'thriller', 'mystery', 'drama']", SBS
"['action', 'thriller', 'mystery', 'drama']", SBS Plus
"['historical', 'mystery', 'comedy', 'romance']",MBC
"['thriller', 'historical', 'romance', 'medical']",KBS
"['action', 'thriller', 'psychological', 'romance']",tvN
"['thriller', 'mystery', 'psychological', 'supernatural']",MBC
"['comedy', 'romance', 'life', 'drama']",KBS
"['thriller', 'mystery', 'horror', 'supernatural']",KBS
"['thriller', 'drama', 'melodrama']",Netflix
"['psychological', 'drama', 'fantasy', 'supernatural']",MBC
"['psychological', 'drama', 'fantasy', 'supernatural']",MBC
"['comedy', 'life', 'drama', 'family']",jTBC
"['comedy', 'life', 'drama', 'family']", Netflix
"['comedy', 'life', 'drama', 'family']", TVING
"['action', 'thriller', 'mystery', 'drama']",jTBC
"['law', 'romance', 'drama', 'political']",tvN
['historical'],KBS
"['historical', 'romance', 'drama']",KBS
"['historical', 'romance', 'supernatural', 'war']",SBS
"['mystery', 'romance', 'youth', 'supernatural']",Daum Kakao TV
"['comedy', 'drama', 'political']",tvN
"['business', 'comedy', 'romance']",MBC
"['comedy', 'romance', 'family', 'melodrama']",TV Chosun
"['action', 'thriller', 'mystery', 'law']",MBC
"['thriller', 'mystery', 'horror', 'supernatural']",OCN
"['comedy', 'romance', 'drama', 'melodrama']",SBS
"['comedy', 'romance', 'drama', 'fantasy']",TVING
"['comedy', 'romance', 'drama', 'fantasy']", tvN
"['music', 'historical', 'romance', 'melodrama']",Netflix
"['music', 'historical', 'romance', 'melodrama']", SBS
"['comedy', 'romance', 'drama', 'fantasy']",tvN
['music'],SBS Plus
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'life', 'drama', 'melodrama']",jTBC
"['romance', 'life', 'drama', 'melodrama']", Netflix
"['historical', 'drama', 'political']",KBS
"['action', 'thriller', 'psychological', 'romance']",tvN
"['thriller', 'mystery', 'comedy']",tvN
"['thriller', 'mystery', 'horror']",SBS
"['military', 'comedy', 'romance', 'drama']",MBC
"['historical', 'drama', 'political']",SBS
['historical'],KBS
"['historical', 'romance', 'drama', 'political']",MBC
"['historical', 'romance', 'drama', 'political']", Viki
"['historical', 'drama']",MBC
"['business', 'comedy', 'romance', 'drama']",SBS
"['thriller', 'mystery', 'drama']",TVING
"['thriller', 'historical', 'drama', 'political']",KBS
"['mystery', 'romance', 'drama', 'sci-fi']",Netflix
"['mystery', 'romance', 'drama', 'sci-fi']", SBS
"['historical', 'romance', 'drama']",KBS
"['historical', 'romance', 'drama']", Netflix
"['historical', 'romance', 'drama']",MBC
"['historical', 'romance', 'drama', 'medical']",MBC
"['action', 'thriller', 'historical', 'romance']",KBS
"['comedy', 'romance', 'drama', 'fantasy']",tvN
"['thriller', 'mystery', 'romance', 'drama']",jTBC
"['action', 'thriller', 'mystery', 'romance']",SBS
"['romance', 'youth', 'sports']",MBC
"['comedy', 'law', 'romance']",KBS
"['comedy', 'law', 'romance']", Viki
"['comedy', 'law', 'romance']", ViuTV
"['comedy', 'romance', 'drama', 'fantasy']",SBS
"['comedy', 'romance', 'drama', 'fantasy']",SBS
"['music', 'comedy', 'romance', 'youth']",tvN
"['thriller', 'mystery', 'drama']",Netflix
"['thriller', 'mystery', 'drama']", OCN
"['romance', 'life', 'drama', 'melodrama']",jTBC
"['romance', 'life', 'drama', 'melodrama']", Viki
"['comedy', 'romance', 'life', 'youth']",Netflix
"['comedy', 'romance', 'life']",Mnet
"['action', 'comedy', 'romance', 'drama']",KBS
"['food', 'mystery', 'drama', 'melodrama']",KBS
"['historical', 'drama']",MBC
"['historical', 'business', 'melodrama', 'political']",KBS
"['comedy', 'romance', 'drama', 'supernatural']",Naver TV Cast
"['comedy', 'romance', 'fantasy', 'melodrama']",KBS
"['life', 'melodrama']",tvN
"['music', 'romance', 'drama', 'melodrama']",SBS
"['mystery', 'horror', 'youth', 'supernatural']",NA
"['romance', 'drama', 'melodrama']",jTBC
"['mystery', 'romance', 'drama', 'melodrama']",jTBC
"['adventure', 'comedy', 'romance', 'life']",jTBC
"['thriller', 'mystery', 'drama']",SBS
"['action', 'historical', 'romance', 'political']",KBS
"['comedy', 'romance', 'drama']",KBS
"['romance', 'melodrama']",KBS
"['business', 'comedy', 'romance', 'drama']",KBS
"['youth', 'drama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama', 'melodrama']", Netflix
"['action', 'thriller', 'historical', 'romance']",MBC
"['historical', 'romance', 'drama', 'melodrama']",MBC
"['historical', 'romance', 'drama', 'melodrama']", Viki
"['historical', 'drama']",KBS
"['drama', 'family', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']",MBC
"['romance', 'family']",KBS
"['thriller', 'mystery', 'drama']",tvN
"['action', 'historical', 'comedy', 'drama']",SBS
"['mystery', 'law', 'drama']",OCN
"['thriller', 'romance', 'drama', 'melodrama']",MBC
"['historical', 'mystery', 'romance', 'fantasy']",MBC
"['mystery', 'horror', 'comedy', 'supernatural']",Netflix
"['romance', 'drama', 'melodrama']",MBC
"['thriller', 'romance', 'drama']",MBC
"['business', 'comedy', 'romance', 'drama']",SBS
"['romance', 'drama']",MBC
"['romance', 'drama', 'melodrama']",SBS
"['romance', 'drama', 'family', 'melodrama']",KBS
"['historical', 'mystery', 'romance', 'drama']",SBS
"['historical', 'mystery', 'romance', 'drama']", ViuTV
"['thriller', 'mystery', 'horror', 'sci-fi']",Netflix
"['thriller', 'drama', 'melodrama']",Netflix
"['thriller', 'mystery', 'romance', 'drama']",tvN
"['adventure', 'mystery', 'fantasy']",Naver TV Cast
"['adventure', 'mystery', 'fantasy']", vLive
"['music', 'psychological', 'drama', 'fantasy']",Netflix
"['comedy', 'life', 'sitcom']",Naver TV Cast
"['action', 'mystery', 'comedy', 'romance']",iQiyi
"['action', 'mystery', 'comedy', 'romance']", MBC
"['mystery', 'drama', 'melodrama']",SBS
"['action', 'historical', 'comedy', 'romance']",KBS
"['food', 'comedy', 'romance', 'drama']",jTBC
"['comedy', 'life', 'drama', 'medical']",tvN
"['action', 'adventure', 'historical', 'romance']",tvN
"['comedy', 'romance', 'drama', 'fantasy']",MBN
"['comedy', 'romance', 'drama', 'fantasy']", Viki
"['comedy', 'romance', 'youth']",SBS
"['comedy', 'romance', 'youth']",SBS
"['action', 'mystery', 'drama', 'supernatural']",Netflix
"['action', 'mystery', 'drama', 'supernatural']", OCN
"['comedy', 'romance', 'life', 'drama']",SBS
"['thriller', 'mystery', 'supernatural']",OCN
"['action', 'thriller', 'mystery', 'crime']",MBC
"['thriller', 'mystery', 'horror', 'supernatural']",SBS
"['comedy', 'romance', 'drama', 'family']",KBS
"['thriller', 'mystery', 'medical']",OCN
"['comedy', 'romance', 'family']",tvN
"['romance', 'drama', 'melodrama']",jTBC
"['psychological', 'life', 'fantasy', 'supernatural']",TVING
"['thriller', 'romance', 'drama', 'melodrama']",jTBC
"['action', 'thriller', 'mystery', 'crime']",Disney
"['action', 'thriller', 'mystery', 'crime']", Hulu
"['romance', 'life', 'drama']",jTBC
"['romance', 'life', 'drama']", Netflix
"['romance', 'life', 'drama']",jTBC
"['music', 'comedy', 'romance', 'supernatural']",Naver TV Cast
"['comedy', 'romance', 'family']",KBS
"['comedy', 'romance', 'drama', 'fantasy']",Naver TV Cast
"['comedy', 'romance', 'drama', 'fantasy']",Naver TV Cast
"['comedy', 'romance', 'drama', 'fantasy']",Naver TV Cast
"['thriller', 'mystery', 'sci-fi']",OCN
"['action', 'thriller', 'drama']",SBS
"['comedy', 'sitcom']",MBC
['drama'],SBS
"['drama', 'family']",SBS
"['thriller', 'mystery', 'drama']",SBS
"['thriller', 'mystery', 'fantasy', 'political']",OCN
['romance'],jTBC
"['comedy', 'romance', 'drama', 'sports']",SBS
"['business', 'comedy', 'life', 'drama']",SBS
"['business', 'comedy', 'life', 'drama']", Viki
"['business', 'comedy', 'life', 'drama']", ViuTV
"['romance', 'drama']",SBS
['romance'],SBS
"['action', 'thriller', 'drama', 'fantasy']",MBC
"['action', 'thriller', 'drama', 'fantasy']", Netflix
"['romance', 'life', 'youth']",Naver TV Cast
"['romance', 'drama', 'melodrama', 'supernatural']",tvN
"['romance', 'life', 'drama', 'supernatural']",NA
"['comedy', 'romance', 'drama']",tvN
"['business', 'comedy', 'romance', 'drama']",Channel A
"['business', 'comedy', 'romance', 'drama']", Viki
"['comedy', 'law', 'romance', 'drama']",tvN
"['action', 'thriller', 'mystery', 'drama']",MBC
"['thriller', 'mystery', 'sci-fi']",OCN
"['thriller', 'mystery', 'psychological', 'drama']",OCN
"['historical', 'drama']",MBC
"['action', 'business', 'romance', 'drama']",MBC
['drama'],MBC
"['comedy', 'romance', 'youth']",NA
"['mystery', 'romance', 'melodrama', 'political']",Netflix
"['mystery', 'romance', 'melodrama', 'political']", SBS
"['comedy', 'romance', 'youth', 'drama']",tvN
"['action', 'thriller', 'drama']",NA
"['romance', 'life', 'melodrama']",Channel A
"['romance', 'life', 'melodrama']", Viki
"['romance', 'life', 'drama', 'melodrama']",Netflix
"['romance', 'life', 'drama', 'melodrama']", tvN
"['romance', 'drama', 'family', 'melodrama']",SBS
"['mystery', 'comedy', 'romance', 'supernatural']",MBC
"['romance', 'drama', 'family', 'melodrama']",KBS
"['action', 'thriller', 'mystery', 'drama']",MBC
"['action', 'thriller', 'mystery', 'drama']",MBC
"['romance', 'drama', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']",SBS
"['business', 'romance', 'melodrama']",SBS
"['comedy', 'romance', 'life']",tvN
"['comedy', 'romance', 'drama']",KBS
"['music', 'comedy', 'drama']",TV Chosun
"['music', 'comedy', 'drama']", Viki
"['action', 'mystery', 'comedy', 'supernatural']",Netflix
"['action', 'mystery', 'comedy', 'supernatural']", OCN
"['action', 'mystery', 'comedy', 'supernatural']", tvN
"['comedy', 'romance', 'drama', 'melodrama']",KBS
"['historical', 'comedy', 'drama', 'political']",Netflix
"['historical', 'comedy', 'drama', 'political']", tvN
"['action', 'thriller', 'mystery', 'crime']",jTBC
"['comedy', 'romance', 'drama']",KBS
"['drama', 'family', 'melodrama']",KBS
"['thriller', 'mystery', 'comedy', 'fantasy']",ENA
"['comedy', 'romance']",KBS
['drama'],KBS
"['action', 'thriller', 'mystery', 'business']",jTBC
"['action', 'thriller', 'mystery', 'crime']",Netflix
"['action', 'thriller', 'mystery', 'crime']", SBS
"['comedy', 'drama', 'supernatural', 'sitcom']",MBN
"['action', 'mystery', 'drama', 'supernatural']",OCN
"['thriller', 'romance', 'drama', 'melodrama']",KBS
"['action', 'thriller', 'psychological', 'crime']",Disney
"['action', 'thriller', 'psychological', 'crime']", Hulu
"['comedy', 'law', 'crime', 'drama']",Netflix
"['comedy', 'law', 'crime', 'drama']", tvN
"['thriller', 'mystery', 'psychological']",OCN
"['thriller', 'comedy', 'romance', 'fantasy']",MBC
"['comedy', 'romance', 'drama', 'family']",KBS
"['food', 'romance', 'drama']",SBS
"['mystery', 'drama', 'melodrama']",SBS
"['business', 'romance']",SBS
"['food', 'comedy', 'romance']",MBC
"['action', 'historical', 'romance', 'martial arts']",SBS
"['comedy', 'romance', 'drama']",jTBC
"['comedy', 'romance', 'drama']", Netflix
"['thriller', 'mystery', 'drama', 'political']",OCN
"['romance', 'life', 'drama']",SBS
"['action', 'youth', 'drama']",NA
"['music', 'romance', 'youth']",Naver TV Cast
"['romance', 'drama']",KBS
"['comedy', 'romance', 'life', 'youth']",Oksusu
"['comedy', 'romance', 'life', 'sports']",MBC
"['romance', 'life', 'drama']",Daum Kakao TV
"['romance', 'life', 'drama']", Netflix
"['comedy', 'law', 'romance', 'fantasy']",MBC
"['comedy', 'romance', 'drama', 'family']",SBS
"['comedy', 'romance', 'life', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']", Viki
"['comedy', 'romance', 'life', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']", Viki
"['romance', 'life', 'drama']",Daum Kakao TV
"['romance', 'life', 'drama']", Netflix
"['historical', 'drama', 'political']",KBS
"['comedy', 'romance', 'drama']",KBS
['romance'],MBC
"['comedy', 'romance', 'life']",MBC
"['comedy', 'romance', 'life']",MBC
"['business', 'comedy', 'romance']",tvN
"['romance', 'drama']",MBC
"['romance', 'drama', 'melodrama']",MBC
"['romance', 'life', 'drama', 'family']",tvN
"['thriller', 'comedy', 'romance', 'drama']",KBS
"['thriller', 'comedy', 'romance', 'drama']", Netflix
"['music', 'comedy', 'drama', 'fantasy']",tvN
"['romance', 'life', 'drama', 'melodrama']",jTBC
"['romance', 'life', 'drama', 'melodrama']", Viki
['romance'],jTBC
"['comedy', 'romance', 'fantasy', 'melodrama']",SBS
"['comedy', 'romance', 'fantasy', 'melodrama']", Viki
"['romance', 'youth', 'drama', 'melodrama']",Viki
"['comedy', 'romance', 'life', 'drama']",MBC
"['romance', 'drama', 'melodrama']",SBS
"['thriller', 'law', 'romance', 'drama']",SBS
"['romance', 'family']",MBC
"['action', 'drama']",SBS
"['mystery', 'horror', 'romance', 'supernatural']",tvN
"['mystery', 'law', 'romance', 'melodrama']",SBS
"['mystery', 'law', 'romance', 'melodrama']", Viki
"['mystery', 'law', 'romance', 'melodrama']", ViuTV
"['romance', 'life', 'drama']",SBS
"['comedy', 'romance', 'sports']",KBS
"['mystery', 'law', 'drama']",KBS
['action'],NA
"['business', 'comedy', 'romance']",tvN
"['food', 'comedy', 'romance', 'drama']",SBS
"['thriller', 'romance', 'drama', 'melodrama']",KBS
"['thriller', 'mystery', 'drama']",KBS
['romance'],MBC
"['law', 'drama', 'melodrama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama']",KBS
"['comedy', 'romance', 'drama', 'melodrama']",MBC
"['romance', 'drama', 'family', 'melodrama']",SBS
"['comedy', 'romance', 'drama', 'melodrama']",SBS
"['comedy', 'life', 'drama']",TVING
['romance'],SBS
"['comedy', 'drama', 'family', 'melodrama']",MBC
"['romance', 'youth', 'drama', 'family']",MBC
"['business', 'romance', 'life', 'drama']",MBC
"['business', 'romance', 'life', 'drama']", Naver TV Cast
"['business', 'romance', 'life', 'drama']", vLive
['historical'],SBS
"['comedy', 'life']",MBN
"['music', 'business', 'comedy']",Netflix
"['life', 'drama', 'sci-fi', 'melodrama']",TVING
"['action', 'romance', 'drama', 'medical']",SBS
"['drama', 'melodrama']",MBC
"['romance', 'drama', 'melodrama']",SBS
"['business', 'comedy', 'romance', 'drama']",MBC
"['thriller', 'mystery', 'romance', 'drama']",Netflix
"['thriller', 'mystery', 'romance', 'drama']", tvN
"['comedy', 'romance', 'drama', 'family']",KBS
"['romance', 'drama', 'family', 'melodrama']",MBC
"['romance', 'drama', 'family']",KBS
"['music', 'drama', 'family', 'melodrama']",MBC
"['romance', 'drama']",SBS
"['comedy', 'romance', 'life', 'drama']",OCN
"['action', 'mystery', 'comedy', 'drama']",SBS
"['music', 'comedy', 'romance', 'drama']",SBS
"['romance', 'drama', 'family']",SBS
"['comedy', 'romance', 'family', 'melodrama']",KBS
N/A,ENA
"['comedy', 'romance', 'life']",KBS
"['romance', 'drama', 'family', 'melodrama']",SBS
"['mystery', 'comedy', 'romance', 'family']",jTBC
"['music', 'life', 'youth', 'drama']",NA
"['romance', 'youth', 'drama', 'melodrama']",KBS
"['comedy', 'romance', 'life']",TVING
"['thriller', 'mystery', 'comedy', 'fantasy']",KBS
