kdrama_name,day
Endless Love, sunday
Splendid Politics,monday
Splendid Politics, tuesday
Ms. Perfect,monday
Ms. Perfect, tuesday
Risky Romance,monday
Risky Romance, tuesday
Secrets and Lies,monday
Secrets and Lies, tuesday
Secrets and Lies, wednesday
Secrets and Lies, thursday
Secrets and Lies, friday
Hundred Year Inheritance,saturday
Hundred Year Inheritance, sunday
Bravo My Life,monday
Bravo My Life, tuesday
Bravo My Life, wednesday
Bravo My Life, thursday
Bravo My Life, friday
Romance Town,wednesday
Romance Town, thursday
Lovers in Bloom,monday
Lovers in Bloom, tuesday
Lovers in Bloom, wednesday
Lovers in Bloom, thursday
Lovers in Bloom, friday
Vampire Prosecutor,sunday
Feast of the Gods,saturday
Feast of the Gods, sunday
The Greatest Marriage,saturday
Which Star Are You From,monday
Which Star Are You From, tuesday
Secret Mother,saturday
The Blade and Petal,wednesday
The Blade and Petal, thursday
Not Yet Thirty,tuesday
Not Yet Thirty, saturday
Monstar,friday
Let Me Introduce Her,saturday
My Little Baby,saturday
Hide and Seek,saturday
Thousand Years of Love,monday
Thousand Years of Love, wednesday
Thousand Years of Love, friday
Thousand Years of Love,monday
Thousand Years of Love, wednesday
Thousand Years of Love, friday
The Great Seer,wednesday
The Great Seer, thursday
Stars Falling from the Sky,thursday
Stars Falling from the Sky, wednesday
A New Leaf,wednesday
A New Leaf, thursday
One Sunny Day,NA
The King of Dramas,monday
The King of Dramas, tuesday
Ice Adonis,monday
Ice Adonis, tuesday
Ice Adonis, wednesday
Ice Adonis, thursday
Happy If You Died,wednesday
Happy If You Died, thursday
Delicious Proposal,wednesday
Delicious Proposal, thursday
On the Way to the Airport,wednesday
On the Way to the Airport, thursday
Seoul 1945,saturday
Seoul 1945, sunday
Poseidon,monday
Poseidon, tuesday
Sweet Enemy,monday
Sweet Enemy, tuesday
Sweet Enemy, wednesday
Sweet Enemy, thursday
Sweet Enemy, friday
Spotlight,wednesday
Spotlight, thursday
Return,wednesday
Return, thursday
How to Buy a Friend,monday
How to Buy a Friend, tuesday
Taejo Wang Geon,saturday
Taejo Wang Geon, sunday
Tazza,monday
Tazza, tuesday
You and I,saturday
You and I, sunday
Glory Jane,wednesday
Glory Jane, thursday
Three Days,wednesday
Three Days, thursday
The Sons of Sol Pharmacy House,saturday
The Sons of Sol Pharmacy House, sunday
The Queen's Classroom,wednesday
The Queen's Classroom, thursday
Ruby Ring,monday
Ruby Ring, tuesday
Ruby Ring, wednesday
Ruby Ring, thursday
Ruby Ring, friday
My Beautiful Bride,saturday
My Beautiful Bride, sunday
Woman with a Suitcase,monday
Woman with a Suitcase, tuesday
Memory,friday
Memory, saturday
Pegasus Market,friday
Left-Handed Wife,monday
Left-Handed Wife, tuesday
Left-Handed Wife, wednesday
Left-Handed Wife, thursday
Left-Handed Wife, friday
My Unfortunate Boyfriend,friday
My Unfortunate Boyfriend, saturday
Golden Time,monday
Golden Time, tuesday
Secrets of Women,monday
Secrets of Women, tuesday
Secrets of Women, wednesday
Secrets of Women, thursday
Secrets of Women, friday
Pink Lipstick,monday
Pink Lipstick, tuesday
Pink Lipstick, wednesday
Pink Lipstick, thursday
Pink Lipstick, friday
Vampire Idol,monday
Vampire Idol, tuesday
Vampire Idol, wednesday
Vampire Idol, thursday
Vampire Idol, friday
A Place in the Sun,monday
A Place in the Sun, tuesday
A Place in the Sun, wednesday
A Place in the Sun, thursday
A Place in the Sun, friday
Chungil Electronics Miss Lee,wednesday
Chungil Electronics Miss Lee, thursday
Avengers Social Club,wednesday
Avengers Social Club, thursday
Mr. Baek,wednesday
Mr. Baek, thursday
The Devil,NA
Golden Cross,wednesday
Golden Cross, thursday
Secret Boutique,wednesday
Secret Boutique, thursday
Happy Sisters,monday
Happy Sisters, tuesday
Happy Sisters, wednesday
Happy Sisters, thursday
Happy Sisters, friday
First Love Again,thursday
The Return of Hwang Geum-Bok,monday
The Return of Hwang Geum-Bok, tuesday
The Return of Hwang Geum-Bok, wednesday
The Return of Hwang Geum-Bok, thursday
The Return of Hwang Geum-Bok, friday
We Are Dating Now,wednesday
We Are Dating Now, thursday
Blow Breeze,saturday
Blow Breeze, sunday
Miss Ripley,monday
Miss Ripley, tuesday
Lovers in Prague,saturday
Lovers in Prague, sunday
The Musical,friday
Radiant Office,wednesday
Radiant Office, thursday
The Birth of a Family,monday
The Birth of a Family, tuesday
The Birth of a Family, wednesday
The Birth of a Family, thursday
The Birth of a Family, friday
The 3rd Hospital,wednesday
The 3rd Hospital, thursday
Our Gap-soon,saturday
Our Gap-soon, sunday
Doctor Frost,sunday
Twelve Nights,friday
"Oh, the Mysterious",monday
"Oh, the Mysterious", tuesday
Unstoppable Marriage,monday
Unstoppable Marriage, tuesday
Unstoppable Marriage, wednesday
Unstoppable Marriage, thursday
Unstoppable Marriage, friday
The Full Sun,monday
The Full Sun, tuesday
Dalkomhan seupai,monday
Dalkomhan seupai, tuesday
Spy,friday
Drinking Solo,monday
Drinking Solo, tuesday
Pied Piper,monday
Pied Piper, tuesday
Doctor Detective,wednesday
Doctor Detective, thursday
Super Daddy Yeol,friday
Super Daddy Yeol, saturday
Chip In,wednesday
Chip In, thursday
Lovers,monday
Lovers, tuesday
First Love,wednesday
First Love, thursday
My Love by My Side,saturday
My Love by My Side, sunday
Wanted,wednesday
Wanted, thursday
Angel's Revenge,monday
Angel's Revenge, tuesday
Angel's Revenge, wednesday
Angel's Revenge, thursday
Angel's Revenge, friday
King's Family,saturday
King's Family, sunday
Baby Faced Beauty,monday
Baby Faced Beauty, tuesday
Can't Lose,wednesday
Can't Lose, thursday
Neighborhood Lawyer Jo Deul-ho,monday
Neighborhood Lawyer Jo Deul-ho, tuesday
The Queen of Office,monday
The Queen of Office, tuesday
Brain,monday
Brain, tuesday
Wonderful Mama,saturday
Wonderful Mama, sunday
Marrying a Millionaire,saturday
Marrying a Millionaire, sunday
Man Who Dies to Live,wednesday
Man Who Dies to Live, thursday
Basketball,monday
Basketball, tuesday
Robber,wednesday
Robber, thursday
The Banker,wednesday
The Banker, thursday
Model,wednesday
Model, thursday
Mysterious Personal Shopper,monday
Mysterious Personal Shopper, tuesday
Mysterious Personal Shopper, wednesday
Mysterious Personal Shopper, thursday
Mysterious Personal Shopper, friday
Coma,friday
Masked Prosecutor,wednesday
Masked Prosecutor, thursday
Heaven's Promise,monday
Heaven's Promise, tuesday
Heaven's Promise, wednesday
Heaven's Promise, thursday
Heaven's Promise, friday
Behind the White Tower,saturday
Behind the White Tower, sunday
It's My Life,monday
It's My Life, tuesday
It's My Life, wednesday
It's My Life, thursday
It's My Life, friday
I Order You,monday
I Order You, tuesday
I Order You, wednesday
I Order You, thursday
Korean Peninsula,monday
Korean Peninsula, tuesday
On Air,wednesday
On Air, thursday
Empire of Gold,monday
Empire of Gold, tuesday
You Are the Only One,monday
You Are the Only One, tuesday
You Are the Only One, wednesday
You Are the Only One, thursday
You Are the Only One, friday
Shining Days,wednesday
Shining Days, thursday
Incarnation of Money,saturday
Incarnation of Money, sunday
Capital Scandal,wednesday
Capital Scandal, thursday
"Run, Jang-Mi",monday
"Run, Jang-Mi", tuesday
"Run, Jang-Mi", wednesday
"Run, Jang-Mi", thursday
"Run, Jang-Mi", friday
Assembly,wednesday
Assembly, thursday
My Heart Twinkle Twinkle,saturday
My Heart Twinkle Twinkle, sunday
Who Are You?,monday
Who Are You?, tuesday
Love Returns,monday
Love Returns, tuesday
Love Returns, wednesday
Love Returns, thursday
Love Returns, friday
Unkind Ladies,wednesday
Unkind Ladies, thursday
Reset,sunday
Bad Housewife,monday
Bad Housewife, tuesday
Hero,sunday
My Dear Cat,monday
My Dear Cat, tuesday
My Dear Cat, wednesday
My Dear Cat, thursday
My Dear Cat, friday
Best Chicken,wednesday
Best Chicken, thursday
Ruler of Your Own World,wednesday
Ruler of Your Own World, thursday
Melody of Love,monday
Melody of Love, tuesday
Melody of Love, wednesday
Melody of Love, thursday
Melody of Love, friday
Spy Myung-wol,monday
Spy Myung-wol, tuesday
Syndrome,monday
Syndrome, tuesday
"Be Strong, Geum-Soon!",monday
"Be Strong, Geum-Soon!", tuesday
"Be Strong, Geum-Soon!", wednesday
"Be Strong, Geum-Soon!", thursday
"Be Strong, Geum-Soon!", friday
Laurel Tree Tailors,saturday
Laurel Tree Tailors, sunday
Lights and Shadows,monday
Lights and Shadows, tuesday
Two Mothers,monday
Two Mothers, tuesday
Two Mothers, wednesday
Two Mothers, thursday
Two Mothers, friday
My Beloved Sister,saturday
My Beloved Sister, sunday
Unknown Woman,monday
Unknown Woman, tuesday
Unknown Woman, wednesday
Unknown Woman, thursday
Unknown Woman, friday
A Thousand Kisses,saturday
A Thousand Kisses, sunday
Aillaendeu,wednesday
Aillaendeu, thursday
The Secret of My Love,monday
The Secret of My Love, tuesday
The Secret of My Love, wednesday
The Secret of My Love, thursday
The Secret of My Love, friday
Gangnam Scandal,monday
Gangnam Scandal, tuesday
Gangnam Scandal, wednesday
Gangnam Scandal, thursday
Gangnam Scandal, friday
Tomorrow Boy,NA
Jeogdoui Namja,wednesday
Jeogdoui Namja, thursday
Amoreupati,monday
Amoreupati, tuesday
Amoreupati, wednesday
Amoreupati, thursday
Amoreupati, friday
"Sweet, Savage Family",wednesday
"Sweet, Savage Family", thursday
Someday,friday
A Daughter Just Like You,monday
A Daughter Just Like You, tuesday
A Daughter Just Like You, wednesday
A Daughter Just Like You, thursday
A Daughter Just Like You, friday
Romance,wednesday
Romance, thursday
Surgeon Bong Dal-hee,wednesday
Surgeon Bong Dal-hee, thursday
Apgujeong Midnight Sun,monday
Apgujeong Midnight Sun, tuesday
Apgujeong Midnight Sun, wednesday
Apgujeong Midnight Sun, thursday
Apgujeong Midnight Sun, friday
Love to the End,monday
Love to the End, tuesday
Love to the End, wednesday
Love to the End, thursday
Love to the End, friday
Sweden Laundry,friday
Family's Honor,saturday
Family's Honor, sunday
One Fine Day,saturday
One Fine Day, sunday
Magic Cellphone,NA
Grandpas Over Flowers Investigation Team,friday
Love on a Rooftop,monday
Love on a Rooftop, tuesday
Love on a Rooftop, wednesday
Love on a Rooftop, thursday
Love on a Rooftop, friday
Conspiracy in the Court,monday
Conspiracy in the Court, tuesday
Precious Family,saturday
Precious Family, sunday
Byeoleun nae gaseume,monday
Byeoleun nae gaseume, tuesday
Beating Heart,saturday
Beating Heart, sunday
Enemies from the Past,monday
Enemies from the Past, tuesday
Enemies from the Past, wednesday
Enemies from the Past, thursday
Enemies from the Past, friday
Obeo deo reinbou,wednesday
Obeo deo reinbou, thursday
Happy Ending,saturday
I Love Lee Tae-ri,monday
I Love Lee Tae-ri, tuesday
Autumn Shower,wednesday
Autumn Shower, thursday
Make a Woman Cry,saturday
Make a Woman Cry, sunday
Love Again,wednesday
Love Again, thursday
Your Neighbor's Wife,monday
Your Neighbor's Wife, tuesday
Ad Genius Lee Tae Baek,monday
Ad Genius Lee Tae Baek, tuesday
Yurihwa,wednesday
Yurihwa, thursday
How to Meet a Perfect Neighbor,wednesday
How to Meet a Perfect Neighbor, thursday
The End of the World,saturday
The End of the World, sunday
"Please Come Back, Soon-ae",wednesday
"Please Come Back, Soon-ae", thursday
The Wedding Scheme,monday
The Wedding Scheme, tuesday
Don't Hesitate,monday
Don't Hesitate, tuesday
Don't Hesitate, wednesday
Don't Hesitate, thursday
Don't Hesitate, friday
Into the Flames,friday
Into the Flames, saturday
