Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
"['action', 'thriller', 'mystery', 'romance']","['double identity', 'hidden identity', 'smart male lead', 'strong male lead', 'childish female lead', 'fight', 'hardworking female lead', 'sassy female lead', 'trauma', 'badass male lead ']",South Korea,20,"Dec  8, 2014","Feb 10, 2015","['monday', 'tuesday']",['KBS2'],60,8.8,67175,116,14,15+ - Teens 15 or older,"134,716","['Ji Chang Wook', 'Park Min Young', 'Yoo Ji Tae', 'Kim  Mi Kyung', 'Park Sang Won', 'Do Ji Won']","['Viki', 'Kocowa', 'Apple TV', 'Prime Video']",Healer,8.5,"10,031",
"['comedy', 'romance', 'melodrama']","['teen marriage', 'family pressure', 'social commentary', 'unexpected pregnancy', 'teenage pregnancy', 'rich man/poor woman', 'rich male lead', 'pregnancy', 'social satire', 'satire ']",South Korea,30,"Feb 23, 2015","Jun  2, 2015","['monday', 'tuesday']",['SBS'],60,7.6,1993,4824,1803,15+ - Teens 15 or older,"7,437","['Yoo  Joon Sang', 'Yoo Ho Jung', 'Go Ah Sung', 'Lee Joon', 'Jang Hyun Sung', 'Yoon Bok In']","['Viki', 'Kocowa']",Heard It Through the Grapevine,7.8,98,
"['action', 'life', 'drama', 'medical']","['power struggle', 'smart male lead', 'strong female lead', 'bromance', 'heart transplant', 'strong male lead', 'smart female lead', 'death', 'hospital setting', 'surgeon male lead ']",South Korea,32,"Sep 27, 2018","Nov 15, 2018","['wednesday', 'thursday']",['SBS'],35,8.0,1165,2232,2902,15+ - Teens 15 or older,"4,184","['Go Soo', 'Uhm Ki Joon', 'Seo Ji Hye', 'Choi Dae Hoon', 'Nam Kyung Eup', 'Jang So Yeon']","['SBS World', 'Viki']",Heart Surgeons,7.6,73,
"['psychological', 'comedy', 'romance']","['trauma', 'shy female lead', 'mental illness', 'healing', 'tragic past', 'psychiatrist male lead', 'doctor male lead', 'steamy kiss', 'rich man/poor woman', 'detective male lead ']",South Korea,16,"Jan  9, 2015","Mar  7, 2015","['friday', 'saturday']",['tvN'],60,7.9,5925,2878,972,15+ - Teens 15 or older,"14,497","['Choi Kang Hee', 'Chun Jung Myung', 'Lee Jae Yoon', 'Ahn So Hee', 'Hwang Seung Eon', 'Lee Moon Jung']",[],Heart to Heart,7.3,184,
"['comedy', 'romance', 'fantasy']","['vampire male lead', 'cohabitation', 'cold female lead', 'poor female lead', 'supernatural', 'age gap [drama life]', 'reincarnation', 'first love', 'age gap [real life]', 'love triangle ']",South Korea,16,"Jun 26, 2023","Aug 15, 2023","['monday', 'tuesday']",['KBS2'],60,7.4,5980,6280,568,15+ - Teens 15 or older,"22,642","['Ok Taec Yeon', 'Won Ji An', 'Yoon So Hee', 'Park Kang Hyun', 'Go Gyu Pil', 'Yoon Byung Hee']",['Prime Video'],Heartbeat,7.1,"1,530",
"['action', 'thriller', 'romance', 'crime']","['badass male lead', 'gang', 'bromance', 'strong female lead', 'strong male lead', 'smart male lead', 'sismance', 'steamy kiss', 'orphan male lead', 'detective male lead ']",South Korea,20,"May 27, 2013","Jul 30, 2013","['monday', 'tuesday']",['jTBC'],60,8.5,9619,412,506,15+ - Teens 15 or older,"24,476","['Jung Kyung Ho', 'Nam Gyu Ri', 'Lee Jae Yoon', 'Son Chang Min', 'Kim Yoo Mi', 'Choi Moo Sung']",['Viki'],Heartless City,8,519,
"['horror', 'comedy', 'romance', 'supernatural']","['café setting', 'barista female lead', 'short length series', 'web series', 'ghost', 'friendship', 'suspense ']",South Korea,12,"Jan 17, 2020","Mar 21, 2020",['friday'],['Tooniverse'],10,6.9,44,58293,17091,13+ - Teens 13 or older,200,"['Park Ji Ye', 'Kim Bum Su', 'Bae Kyu Ri', 'Song Ji Hyun', 'Kim Do Min', 'Kim Ri Won']",['Tooniverse'],Hearts and Hari,N/A,N/A,N/A
"['music', 'romance', 'youth', 'drama']","['love triangle', 'grandpa-granddaughter relationship', 'band', 'competition', 'female chases male first', 'student supporting character', 'student female lead', 'student male lead', 'school setting', 'songwriter male lead ']",South Korea,15,"Jun 29, 2011","Aug 18, 2011","['wednesday', 'thursday']",['MBC'],65,7.6,34641,5092,123,15+ - Teens 15 or older,"60,414","['Park Shin Hye', 'Jung Yong Hwa', 'So Yi Hyun', 'Song Chang Eui', 'Kang Min Hyuk', 'Oh Won Bin']","['Viki', 'Kocowa']",Heartstrings,N/A,N/A,N/A
"['thriller', 'horror', 'psychological', 'drama']","['adapted from a webtoon', 'murder', 'gaslighting', 'mental torment', 'mental illness', 'trauma', 'torture', 'animal abuse', 'hot-tempered male lead', 'animal death ']",South Korea,10,"Aug 31, 2019","Oct  6, 2019","['saturday', 'sunday']",['OCN'],60,8.7,26910,274,118,15+ - Teens 15 or older,"61,868","['Yim Si Wan', 'Lee Dong Wook', 'Lee Jung Eun', 'Ahn Eun Jin', 'Park Jong Hwan', 'Lee Joong Ok']",[],Hell Is Other People,7.8,"6,294",
"['mystery', 'horror', 'drama', 'supernatural']","['dark fantasy', 'propaganda', 'supernatural phenomena', 'adapted from a webtoon', 'investigation', 'suspense', 'religion', 'cult', 'fantasy', 'graphic violence ']",South Korea,6," Nov 19, 2021",N/A,['friday'],['Netflix'],50,7.5,16761,5401,361,18+ Restricted (violence & profanity),"31,454","['Yoo Ah In', 'Kim Hyun Joo', 'Yang Ik Jun', 'Park Jung Min', 'Won Jin Ah', 'Ryu Kyung Soo']",['Netflix'],Hellbound,6.6,"27,320",
"['comedy', 'supernatural', 'sitcom']","['vampire fiction', 'family ']",South Korea,14,"May  2, 2005","Aug  1, 2005",['monday'],['MBC'],50,7.3,35,53027,99999,15+ - Teens 15 or older,157,"['Shim Hye Jin', 'Lee Doo Il', 'Jung Ryeo Won', 'Lee Kyun', 'Park Seul Ki', 'Park Hee Jin']",[],Hello Franceska,N/A,N/A,N/A
"['thriller', 'mystery', 'psychological', 'drama']","['smart male lead', 'investigation', 'hidden identity', 'female chases male first', 'eccentric male lead', 'slight romance', 'bromance', 'calm male lead', 'hardworking female lead', 'cold man/warm woman ']",South Korea,16,"Jun 22, 2015","Aug 11, 2015","['monday', 'tuesday']",['KBS2'],70,8.4,25037,730,132,15+ - Teens 15 or older,"58,063","['Seo In Guk', 'Jang Na Ra', 'Park Bo Gum', 'Choi Won Young', 'Lee Chun Hee', 'Min Sung Wook']","['iQIYI', 'Viki', 'Apple TV']",Hello Monster,7.7,"1,692",
"['comedy', 'romance', 'life', 'fantasy']","['hardworking female lead', 'time travel', 'adapted from a novel', 'nice female lead', 'male chases female first', 'unlucky female lead', 'airhead male lead', 'mother-daughter relationship', 'older woman/younger man', 'second chance ']",South Korea,16,"Feb 17, 2021","Apr  8, 2021","['wednesday', 'thursday']","['KBS2', 'Netflix']",70,8.0,7673,2369,788,15+ - Teens 15 or older,"17,429","['Choi Kang Hee', 'Kim Young Kwang', 'Lee Re', 'Eum Moon Suk', 'Kim Yoo Mi', 'Ji Seung Hyun']",['Netflix'],"Hello, Me!",7.3,811,
"['mystery', 'comedy', 'romance', 'life']","['multiple mains', 'sismance', 'trauma', 'multiple couples', 'friendship', 'taller woman/shorter man', 'investigation', 'strong female lead', 'character development', 'youth ']",South Korea,14,"Aug 25, 2017","Oct  7, 2017","['friday', 'saturday']",['jTBC'],60,8.4,19111,806,309,15+ - Teens 15 or older,"34,619","['Han Ye Ri', 'Han Seung Yeon', 'Park Eun Bin', 'Ji Woo', 'Choi A Ra', 'Kim Min Seok']","['Viki', 'Netflix']","Hello, My Twenties!",N/A,N/A,N/A
"['business', 'comedy', 'romance', 'drama']","['boss-employee relationship', 'independent female lead', 'eccentric female lead', 'orphan male lead', 'smart male lead', 'calm male lead', 'sismance', 'fan culture', 'steamy kiss', 'strong female lead ']",South Korea,16,"Apr 10, 2019","May 30, 2019","['wednesday', 'thursday']",['tvN'],75,8.4,57272,810,27,15+ - Teens 15 or older,"112,413","['Park Min Young', 'Kim Jae Wook', 'Ahn Bo Hyun', 'One', 'Kim Bo Ra', 'Park Jin Joo']","['WeTV', 'Netflix', 'Apple TV', 'Prime Video', 'iQIYI', 'Viki']",Her Private Life,7.7,"5,674",
